,ctdpf_ckl_seawater_temperature,practical_salinity,ctdpf_ckl_seawater_conductivity,density,Label
"(1160238.354, 1160338.357]",2.3643989999999997,34.47597491058836,3.1320731000000017,1034.3537451422333,1
"(1160338.357, 1160438.36]",2.339448,34.48168655103333,3.1315674999999983,1034.4928566717924,1
"(1160438.36, 1160538.364]",2.316823,34.48670548984569,3.131210699999999,1034.6316477119158,1
"(1160538.364, 1160638.367]",2.3005370000000003,34.490416938677726,3.1312966000000024,1034.7686036742878,1
"(1160638.367, 1160738.37]",2.2823740000000012,34.49451481614048,3.1312403000000004,1034.905118424467,1
"(1160738.37, 1160838.374]",2.2587879999999996,34.499808244924445,3.1308046999999988,1035.042830514936,1
"(1160838.374, 1160938.377]",2.2321090000000003,34.50553119044421,3.1301337000000014,1035.1812715869924,1
"(1160938.377, 1161038.38]",2.2073749999999994,34.5106931162741,3.1295824999999997,1035.3188222095043,1
"(1161038.38, 1161138.383]",2.191471999999999,34.5141832885405,3.1296585000000006,1035.453698881715,1
"(1161138.383, 1161238.387]",2.170395,34.51885366548528,3.129376199999998,1035.5897898897042,1
"(1161238.387, 1161338.39]",2.1471179999999994,34.52378231676782,3.128918199999999,1035.725919031888,1
"(1161338.39, 1161438.393]",2.1229229999999997,34.52872208590327,3.1283772000000005,1035.8618742684353,1
"(1161438.393, 1161538.397]",2.104817,34.532609287866386,3.1282731999999998,1035.9957100059669,1
"(1161538.397, 1161638.4]",2.0873939999999997,34.53623427964768,3.128204600000002,1036.129145721351,1
"(1161638.4, 1161738.403]",2.067994999999999,34.54013712427762,3.127980599999998,1036.262513181799,1
"(1161738.403, 1161838.407]",2.04954,34.54377689166115,3.1278151999999984,1036.3955115462436,1
"(1161838.407, 1161938.41]",2.029834,34.54757340143881,3.1275538999999997,1036.5289670785564,1
"(1161938.41, 1162038.413]",2.0097880000000004,34.5514602206944,3.1272698000000014,1036.662644460907,1
"(1162038.413, 1162138.417]",1.9889730000000008,34.55542928079956,3.1269229000000003,1036.7963561707727,1
"(1162138.417, 1162238.42]",1.9704,34.55909829057764,3.126742300000001,1036.9292812595997,1
"(1162238.42, 1162338.423]",1.94733,34.56347469886624,3.1262263999999993,1037.0632208024904,1
"(1162338.423, 1162438.426]",1.9228189999999998,34.56795295374828,3.125591799999999,1037.197373311721,1
"(1162438.426, 1162538.43]",1.9049289999999999,34.57147723505019,3.1254517999999973,1037.3298235133398,1
"(1162538.43, 1162638.433]",1.8864430000000005,34.57478769921707,3.1252380000000017,1037.461827218127,1
"(1162638.433, 1162738.436]",1.8724810000000012,34.57757110458709,3.1253702000000017,1037.5925921913883,1
"(1162738.436, 1162838.44]",1.8626619999999992,34.57955340511347,3.1257937000000027,1037.722024454214,1
"(1162838.44, 1162938.443]",1.852941999999999,34.5814103167547,3.125989299999998,1037.8257585433535,1
"(1162938.443, 1163038.446]",1.8576550000000005,34.580117713537376,3.1264256000000032,1037.8392043242295,1
"(1163038.446, 1163138.45]",1.8670789999999988,34.57798424226567,3.1271511999999975,1037.8455644232258,1
"(1163138.45, 1163238.453]",1.872752999999999,34.576706204060166,3.1270252000000003,1037.78527627418,1
"(1163238.453, 1163338.456]",1.8804800000000013,34.57512490920354,3.1265923999999967,1037.6721961257206,1
"(1163338.456, 1163438.46]",1.8907459999999994,34.57300157266074,3.126348599999998,1037.559947420753,1
"(1163438.46, 1163538.463]",1.8999119999999976,34.57113665771278,3.1260463999999994,1037.4499990431036,1
"(1163538.463, 1163638.466]",1.908318,34.56932625564345,3.1256637999999954,1037.3381835076189,1
"(1163638.466, 1163738.469]",1.922389999999999,34.566531723281194,3.125688900000002,1037.2245482775104,1
"(1163738.469, 1163838.473]",1.9391540000000003,34.56337719670722,3.1259154000000042,1037.1100832308343,1
"(1163838.473, 1163938.476]",1.9545050000000006,34.56050083837893,3.1260465000000006,1036.9966704233732,1
"(1163938.476, 1164038.479]",1.9720970000000007,34.55723596669242,3.1263531,1036.8841953615015,1
"(1164038.479, 1164138.483]",1.984361,34.55489632062074,3.1263105999999987,1036.777544758864,1
"(1164138.483, 1164238.486]",1.9940420000000016,34.55290145666018,3.1260225000000013,1036.66605913328,1
"(1164238.486, 1164338.489]",2.0061150000000003,34.55037333693006,3.125890800000001,1036.5530943539745,1
"(1164338.489, 1164438.493]",2.019743999999999,34.547722220388,3.125896,1036.4412927120525,1
"(1164438.493, 1164538.496]",2.0323090000000006,34.545225650019404,3.1258299999999997,1036.3308403228464,1
"(1164538.496, 1164638.499]",2.0499669999999997,34.54173243290115,3.1260959,1036.2158119846267,1
"(1164638.499, 1164738.502]",2.0727610000000003,34.537308176651656,3.1267508,1036.1016266663523,1
"(1164738.502, 1164838.506]",2.0905019999999994,34.53399066903741,3.1270721000000012,1035.9907644496154,1
"(1164838.506, 1164938.509]",2.1034199999999985,34.5311471534657,3.1270161,1035.881338858957,1
"(1164938.509, 1165038.512]",2.120292,34.52753255497439,3.1272410999999996,1035.770963685191,1
"(1165038.512, 1165138.516]",2.1384169999999996,34.52379514204847,3.127581399999997,1035.6622703529474,1
"(1165138.516, 1165238.519]",2.1569559999999997,34.51985856491488,3.127917999999998,1035.550877033341,1
"(1165238.519, 1165338.522]",2.174934,34.5160196825487,3.1282012,1035.4383505659528,1
