depth,date,temp,oxygen,Salinity,Chl
6,11/20/17 9:31,10.7572,NA,6.7,0.368
4,5/1/17 8:46,9.4676,NA,11.3,20.1
4,11/6/17 8:49,10.9118,NA,6.8,0.531
8.2,5/6/08 9:04,9.1208,NA,9.4,1.91
8.2,6/16/08 10:06,10.5901,NA,9.5,5.86
8.3,7/21/08 10:50,13.3459,NA,8.6,0.365
8.9,4/7/10 8:41,8.8795,NA,8.4,1.7
6.6,4/18/11 11:07,8.3478,NA,9.4,1.85
8.1,9/19/11 9:27,12.3423,NA,7.1,3.54
7.7,10/3/12 8:35,12.1296,NA,12.2,1.59
9.9,5/8/13 8:48,10.3952,NA,11.7,15.5
6.2,6/4/13 9:34,10.6199,NA,9.6,6.61
7.8,9/4/13 8:42,13.8583,NA,10.7,27.5
7.6,10/20/14 9:30,12.9678,NA,6.8,3.26
9.9,9/21/15 9:32,13.8631,NA,NA,2.1
9,10/3/17 13:45,13.2536,NA,7.1,3.27
6.2,8/28/17 9:46,13.5637,NA,7.2,1.42
8.5,7/17/17 8:35,13.5632,NA,10.8,17
6.4,2/8/17 8:43,7.9058,NA,8.3,0.285
7.5,6/5/17 8:45,11.6035,NA,10.4,6.81
15.1,4/6/15 9:15,9.9274,NA,7.9,1.58
15.3,5/16/16 9:53,11.2385,NA,8.9,1.91
15.1,6/6/16 10:01,12.8392,NA,11.1,12.8
15,9/6/16 9:24,13.3098,NA,5.9,0.634
14.7,9/19/16 9:40,13.2812,NA,6,0.601
15,2/2/94 0:00,9.1,29.575,7.8,0.01
15,3/8/94 0:00,8.3,29.291,8.7,0.9
15,4/25/94 0:00,9.8,28.864,12,28
15,5/4/94 0:00,10.1,29.364,9.7,6.4
15,5/9/94 0:00,10.8,29.209,11,11
15,6/8/94 0:00,12.2,29.412,9.8,6.8
15,7/6/94 0:00,13.8,30.74,9.6,1.6
15,7/25/94 0:00,13.1,29.813,8.3,4.5
15,8/29/94 0:00,14,30.178,7,2.6
15,10/17/94 0:00,12.5,30.622,6.6,1.2
15,10/18/94 0:00,NA,30.565,6.5,0.81
15,11/15/94 0:00,10.8,30.656,6.5,1.3
15,12/12/94 0:00,9.7,30.357,7.7,0.3
15,1/25/95 0:00,8.3,28.211,8.5,0.49
15,2/22/95 0:00,8.7,28.68,8.3,0.36
15,4/4/95 0:00,9.1,28.545,9.8,17
15,5/3/95 0:00,10,28.746,10,12
15,5/8/95 0:00,10.7,28.922,9.3,3.2
15,6/14/95 0:00,12.1,29.131,9.2,NA
15,7/5/95 0:00,12.9,29.45,9.2,NA
15,7/25/95 0:00,14.8,29.566,11,14
15,8/1/95 0:00,14.2,29.671,11,12
15,9/25/95 0:00,13.3,NA,7.3,5.1
15,10/9/95 0:00,12.5,NA,6.3,0.32
15,10/10/95 0:00,NA,30.527,6.4,1.6
15,11/1/95 0:00,11.4,30.071,6.8,2
15,12/20/95 0:00,9.8,28.34,7.6,0.022
15,1/16/96 0:00,9,28.681,7.5,0.17
15,2/21/96 0:00,8,27.877,7.6,0.2
15,3/4/96 0:00,8.1,27.787,9,0.53
15,4/17/96 0:00,9,28.712,8.3,0.89
15,5/20/96 0:00,10.3,28.445,9.1,4
15,6/24/96 0:00,11.5,28.577,8.6,0.39
15,6/25/96 0:00,11.7,28.75,8.3,0.091
15,7/22/96 0:00,12.8,29.209,9,4.5
15,8/22/96 0:00,12.8,29.73,6.8,0.33
15,9/26/96 0:00,12.3,30.06,6.7,1.1
15,12/4/96 0:00,9.4,29.598,7.4,0.2
15,2/18/97 0:00,7.8,28.328,8.7,0.45
15,5/27/97 0:00,NA,27.882,9.7,11.7
15,9/3/97 0:00,13.9,29.191,8.3,8.5
15,9/24/97 0:00,13.5,29.575,6.5,0.85
15,10/20/97 0:00,12.1,29.147,6.5,0.81
15,11/18/97 0:00,11.9,29.172,6.4,0.42
15,12/15/97 0:00,9.8,29.33,6.4,0.3
15,12/18/97 0:00,10.3,29.246,7.2,0.15
15,1/20/98 0:00,9.1,28.801,8.2,0.33
15,2/17/98 0:00,8.7,28.608,6.7,0.51
15,3/16/98 0:00,9.3,28.387,8.7,1.8
15,4/21/98 0:00,11,28.445,12.5,20.6
15,5/20/98 0:00,11.4,28.666,9.1,1.9
15,6/16/98 0:00,11.3,29.224,8.6,0.31
15,7/27/98 0:00,14,29.328,10.2,18.5
15,8/31/98 0:00,14.1,29.839,7,1.3
15,9/28/98 0:00,13.3,30.189,6.3,1.2
15,10/20/98 0:00,12.4,30.37,6.44,0.86
15,11/16/98 0:00,11.6,30.558,6.3,0.3
15,12/14/98 0:00,9.9,29.708,7.9,0.17
15,2/3/99 0:00,8.8,NA,8.5,0.18
15,3/16/99 0:00,8.19,NA,8.6,0.57
14.6,4/21/99 0:00,8.65,NA,8.9,1.6
15.2,4/21/99 0:00,8.64,NA,8.9,1.7
15,5/17/99 0:00,9.8,NA,11,24
15,6/21/99 0:00,11,NA,8.9,5.2
15,7/26/99 0:00,11.3,NA,7.2,0.45
15,8/18/99 0:00,12.2,NA,6.5,1
15,9/20/99 0:00,12.4,NA,6.4,5.2
15,10/20/99 0:00,11.7,NA,6.5,1.8
15,11/15/99 0:00,10.7,NA,6.4,0.19
15,12/7/99 0:00,10.1,NA,6.6,0.16
15,1/18/00 0:00,8.8,NA,7.3,0.23
15,2/14/00 0:00,8.2,NA,7.9,0.6
15,3/21/00 0:00,8.1,NA,8.1,0.51
15,4/17/00 0:00,8.8,NA,8.6,3.7
15,5/15/00 0:00,9.7,NA,8.8,5.5
15,6/19/00 0:00,10.8,NA,7.1,1.6
15,7/17/00 0:00,12.9,NA,8.2,8.1
15,8/21/00 0:00,12.2,NA,5.92,2
15,9/18/00 0:00,12.3,NA,5.68,0.92
15,10/23/00 0:00,11.9,NA,NA,0.43
15,11/29/00 0:00,10.2142,NA,5.69,0.29
15,12/20/00 0:00,9.3338,NA,6.27,0.29
15,1/17/01 0:00,8.686,NA,NA,0.43
14.3,2/20/01 0:00,7.9691,NA,9.69,2.6
15,3/21/01 0:00,8.2022,NA,8.94,0.84
14,4/16/01 0:00,8.6,NA,8.7,5.1
14.6,5/22/01 0:00,9.719,NA,9.63,10.1
14.4,6/18/01 0:00,10.6,NA,8.16,2.08
15,7/23/01 0:00,11.9,NA,7.13,2.01
14.6,8/20/01 0:00,12.4,NA,6.14,2.09
14.7,9/24/01 0:00,12.8,NA,6.38,2.12
16,10/23/01 0:00,11.8,NA,6.48,0.805
15.2,11/19/01 0:00,10.9,NA,5.57,0.322
15.4,12/17/01 0:00,9.7,NA,6.38,0.168
15.6,1/29/02 0:00,8.6,NA,8.7,0.372
15.2,2/20/02 0:00,8.5,NA,10,0.728
15,4/22/02 0:00,8.4,NA,8.1,4.69
15.6,5/28/02 0:00,9.7,NA,NA,9.36
14.9,6/24/02 0:00,11.1,NA,7.9,2.58
15.4,7/22/02 0:00,12.3,NA,7.9,1.86
15.4,8/27/02 0:00,12.2,NA,5.9,0.588
15.4,9/23/02 0:00,12.4,NA,6.3,0.762
15.3,10/21/02 0:00,11.7,NA,5.4,0.306
15.3,11/18/02 0:00,10.6,NA,5.7,0.231
15.3,12/17/02 0:00,10,NA,6.3,0.212
15.2,1/22/03 0:00,9,NA,7.4,0.389
15.7,2/25/03 0:00,8.9,NA,7.6,3.29
15.4,3/25/03 0:00,9,NA,8,0.741
15.2,4/28/03 0:00,9.8,NA,10.3,15
15.2,5/28/03 0:00,10.6,NA,8.3,4.85
15.5,6/24/03 0:00,11.5,NA,8.2,3.87
15.5,7/29/03 0:00,13.6,NA,8.1,4.46
15.2,8/26/03 0:00,14.1,NA,8.5,4.52
15.4,9/30/03 0:00,13,NA,6,0.797
15.3,10/29/03 0:00,12.3,NA,6.6,0.575
15.1,11/19/03 0:00,11.4,NA,7,0.985
15.4,12/16/03 0:00,10.1,NA,6.8,0.251
15.3,1/21/04 0:00,8.8,NA,6.4,0.356
15.3,2/19/04 0:00,8.4,NA,7.2,0.583
15.2,3/22/04 0:00,8.6,NA,8.1,0.844
15.6,4/27/04 0:00,9.8,NA,9.3,7.01
15.2,5/26/04 0:00,10.7,NA,8.9,7.88
15.2,6/29/04 0:00,12,NA,8.2,5.67
15.1,7/28/04 0:00,12.8,NA,8.1,10.6
15.2,8/24/04 0:00,13.5,NA,7.3,0.927
15.3,9/28/04 0:00,13.5,NA,7.1,2.42
15.4,10/27/04 0:00,12.1,NA,6.4,1.02
15.6,11/16/04 0:00,11.3,NA,5.8,0.368
15.3,12/20/04 0:00,9.9,NA,6.7,0.249
15.2,1/24/05 0:00,9,NA,7.1,0.21
15.3,2/28/05 0:00,8.5,NA,8.3,2.45
15.5,3/28/05 0:00,8.7,NA,8.3,0.614
15.2,4/25/05 0:00,10,NA,10.4,44.3
15.2,5/23/05 0:00,10.3,NA,9.1,8.84
15.3,6/28/05 0:00,11.7,NA,7.9,3.52
15.3,7/20/05 0:00,13.2,NA,9.7,23.3
15.2,8/22/05 0:00,12.8,NA,6.5,0.477
15.1,9/26/05 0:00,12.9,NA,6.2,0.73
15.5,10/24/05 0:00,12.2,NA,5.9,0.519
15,11/28/05 0:00,10.9,NA,6.6,0.375
15.2,12/19/05 0:00,9.8,NA,6.9,0.273
15.2,2/7/06 0:00,8.7,NA,8.3,0.334
15.3,3/1/06 0:00,8.5,NA,8.1,0.45
15.2,3/27/06 0:00,8.6,NA,8.6,2.66
15.3,4/24/06 0:00,9,NA,8.6,1.1
15.2,5/30/06 0:00,10.2,NA,8.5,0.915
15.2,6/26/06 0:00,11.8,NA,8.5,14.6
15.3,7/24/06 0:00,12.2,NA,6.9,0.112
15.3,8/22/06 0:00,13.1,NA,7.1,3.53
15.1,9/25/06 0:00,13,NA,6.7,0.959
15.3,10/23/06 0:00,12.2,NA,6.5,1.13
15.2,11/29/06 0:00,9.7,NA,7.5,0.21
15.2,12/18/06 0:00,9.5,NA,NA,0.248
15.2,1/16/07 0:00,8.5,NA,8.1,0.372
15.1,2/22/07 0:00,8.2,NA,8.2,1.04
15.2,3/19/07 0:00,8.4,NA,8.8,1.24
15.2,4/16/07 0:00,9.2,NA,10.7,13.2
15.2,5/21/07 13:47,9.8,NA,9.1,5.35
15.3,6/18/07 13:25,11.0315,NA,9.2,13.1
15.1,7/16/07 13:30,12.8547,NA,8.8,4.07
15.2,9/17/07 10:07,12.5852,NA,5.9,0.656
15.1,10/15/07 13:05,11.9834,NA,6.8,1.47
15,11/26/07 13:03,10.0552,NA,7,0.907
15.1,12/17/07 13:21,9.4518,NA,7.5,0.324
15.2,1/28/08 14:05,8.0878,NA,8.1,0.302
15.2,2/25/08 13:24,7.6462,NA,8.5,0.384
15.2,3/19/08 9:46,7.7502,NA,8.7,0.742
15.3,4/21/08 0:00,8.1688,NA,8.7,0.615
15.2,5/19/08 9:49,9.0825,NA,8.3,0.845
14.9,6/16/08 10:05,9.9902,NA,8.2,2.38
15.1,7/21/08 10:50,11.6714,NA,7.4,0.184
15,8/5/08 13:13,12.0981,NA,7.6,3.45
15.2,8/19/08 9:53,12.2767,NA,7.5,7.63
15.2,9/15/08 11:23,12.352,NA,6.5,0.913
15.2,10/20/08 10:17,11.5612,NA,6.1,0.823
15.2,11/17/08 10:48,10.4892,NA,6.4,0.284
15.3,12/16/08 9:43,9.4419,NA,7.1,0.274
15.3,1/20/09 9:43,8.2558,NA,7.8,0.097
15.2,2/17/09 10:01,7.6099,NA,8.2,2.59
15.2,3/16/09 10:34,7.3833,NA,8.3,0.448
15,4/7/09 13:47,7.9646,NA,9.2,5.75
15.4,4/20/09 10:17,8.1377,NA,9.2,7.22
15.3,5/18/09 10:12,8.6696,NA,9,2
15,6/15/09 9:39,10.4965,NA,9.2,3.99
15.2,7/20/09 9:58,12.2348,NA,8.2,5.53
15.2,8/17/09 10:11,12.4891,NA,7.2,2.17
15.2,9/21/09 9:43,12.5063,NA,5.7,0.488
15.2,10/19/09 14:37,12.0968,NA,5.8,0.551
15.2,11/17/09 13:30,10.8797,NA,6.5,0.364
15.2,12/15/09 10:07,9.942,NA,6.7,0.159
15,1/19/10 10:34,8.9274,NA,7.4,0.157
15.6,2/23/10 14:12,8.7587,NA,8.2,1.16
15,3/17/10 13:10,8.741,NA,8.1,0.905
15.5,4/19/10 9:49,9.1823,NA,9,4.71
15.4,5/18/10 11:15,10.6775,NA,11.1,13.5
15.2,6/21/10 15:42,11.0539,NA,8.7,0.905
15,7/20/10 9:31,12.0424,NA,8,0.382
15.3,8/17/10 10:16,12.4951,NA,7.4,1.39
15,9/21/10 10:48,12.6728,NA,6.8,1.72
15.1,10/18/10 9:42,12.0902,NA,6.7,0.771
15.1,11/15/10 9:26,11.1653,NA,6.4,0.267
15.3,12/20/10 9:49,9.2125,NA,7.7,0.291
15,1/18/11 9:49,8.6863,NA,8.4,0.406
14.8,2/22/11 9:51,8.1228,NA,8.3,0.447
15.3,3/21/11 9:29,7.7599,NA,9,0.815
16.1,4/18/11 11:06,8.1237,NA,9,1.31
15.2,5/16/11 9:28,8.999,NA,10.2,16.5
15.1,6/20/11 10:01,10.088,NA,8.5,0.227
15.1,7/18/11 9:39,10.9568,NA,7.9,0.197
15.1,8/15/11 9:34,12.4575,NA,7.4,2.64
15,9/19/11 9:26,12.2471,NA,6.7,1.82
14.9,10/17/11 9:27,11.6805,NA,6.7,0.599
14.9,11/28/11 9:29,10.0912,NA,7.2,0.365
14.8,12/19/11 11:10,9.4382,NA,7,0.212
15.1,1/23/12 10:05,8.1207,NA,7.8,0.218
15.1,2/21/12 9:32,7.8138,NA,7.9,0.477
16,3/19/12 9:57,7.5678,NA,8.7,0.534
15.1,4/16/12 9:30,8.3034,NA,10.1,12.7
15.1,5/21/12 9:20,9.381,NA,9.3,2.91
15.1,6/18/12 10:33,10.1343,NA,8.2,3.35
15,7/16/12 9:07,12.6161,NA,8.7,1.71
15,8/20/12 9:46,12.4524,NA,7.4,3.65
15,9/17/12 9:55,12.3114,NA,6.7,3.59
15.1,10/16/12 12:28,11.7529,NA,6.3,0.482
14.5,11/26/12 9:32,10.3681,NA,7,0.402
14.4,12/18/12 13:05,9.6383,NA,7.3,0.16
14.9,1/22/13 9:16,8.7513,NA,7.6,0.31
14.9,2/19/13 9:17,8.3692,NA,7.8,0.407
15.1,3/18/13 10:45,8.2211,NA,8.1,0.447
15.1,4/16/13 9:20,8.6684,NA,9.3,9.84
15,5/20/13 9:49,9.9694,NA,9.2,5.23
14.7,6/18/13 9:33,11.0441,NA,8.1,0.44
14.7,7/15/13 9:42,11.9673,NA,7.6,4.94
14.9,8/26/13 9:32,12.2766,NA,6.4,3.64
14.8,9/16/13 9:57,12.9472,NA,6.5,0.407
14.8,10/21/13 9:24,12.014,NA,6.5,1.5
15,11/18/13 9:12,10.856,NA,6.1,0.05
14.7,12/16/13 9:28,9.4718,NA,6.9,0.154
14.8,1/21/14 9:34,8.5184,NA,7.3,0.217
14.8,2/4/14 12:54,7.9302,NA,7.9,1.01
15.3,3/19/14 9:09,8.0275,NA,8.2,0.306
14.7,4/22/14 14:02,9.0914,NA,10,15.1
15.2,5/7/14 10:59,9.2667,NA,9.3,10
14.8,5/19/14 10:24,10.0984,NA,8.7,1.03
15,6/4/14 10:13,10.389,NA,8.7,8.57
14.2,6/16/14 10:19,11.3072,NA,9.1,6.9
15.1,7/7/14 10:02,11.7361,NA,7.8,1.53
14.9,7/21/14 9:32,12.2949,NA,7.1,0.433
15,9/8/14 9:30,13.2726,NA,7.3,12.2
14.7,9/22/14 9:42,13.0632,NA,6.5,0.549
14.6,10/6/14 9:40,12.9229,NA,6.1,1.69
15,10/20/14 9:30,12.9287,NA,6.6,3.59
15.5,11/3/14 9:59,12.2424,NA,6.3,0.421
15.2,11/17/14 10:22,11.8916,NA,6.2,0.36
14.9,12/15/14 9:42,10.7424,NA,6.7,NA
15.1,1/20/15 9:40,9.8353,NA,7.6,0.34
14.9,2/2/15 9:43,9.7788,NA,7.2,0.472
15.1,2/17/15 9:36,9.8209,NA,8,3.56
14.8,3/23/15 9:24,9.6357,NA,7.6,0.185
15.1,4/20/15 10:34,10.5227,NA,10.1,23.5
14.9,5/4/15 9:33,11.1282,NA,10,16.3
15.2,5/18/15 9:31,10.8305,NA,8.8,11.4
14.8,6/2/15 8:57,11.6255,NA,8.5,5.53
15,6/15/15 9:30,12.259,NA,8.8,5.57
15,7/6/15 9:57,13.1748,NA,7.8,0.51
14.7,7/20/15 9:25,13.2861,NA,7.3,4.55
14.9,8/3/15 12:13,14.0072,NA,8.6,20.1
15.2,8/17/15 14:41,13.8479,NA,6.7,1.05
14.8,9/8/15 9:17,13.8195,NA,6.2,1.06
15.1,9/21/15 9:32,13.8424,NA,6.8,1.64
14.8,10/5/15 9:34,13.3626,NA,6.3,0.7
14.9,10/19/15 9:11,13.1313,NA,6.1,0.507
15,11/2/15 9:08,12.6838,NA,6.2,0.267
15.3,11/19/15 9:16,11.9153,NA,6.8,0.378
15.1,12/14/15 9:14,10.8639,NA,7.2,0.237
15.1,1/19/16 9:40,9.7257,NA,7.3,0.209
15.2,2/1/16 8:55,9.3345,NA,7.6,0.401
15.1,2/16/16 8:55,9.3313,NA,8.1,0.393
15,3/9/16 9:13,9.2919,NA,8,0.698
15.1,3/21/16 10:47,9.2805,NA,8.5,3.74
15.4,4/6/16 9:01,9.7139,NA,8.8,4.24
15.3,4/18/16 9:31,10.5039,NA,10.1,15.4
15.2,5/2/16 9:49,10.4023,NA,9.3,7.53
15.2,6/20/16 10:38,12.7432,NA,11,10.3
15.4,7/5/16 9:39,13.2625,NA,9.4,3.06
14.9,7/18/16 9:01,13.2447,NA,8.5,9.39
14.6,8/1/16 9:57,13.5673,NA,8,6.18
15.1,8/15/16 9:32,14.0815,NA,8.5,6.4
15,10/3/16 9:57,13.0091,NA,5.7,0.756
14.9,10/17/16 9:35,12.3693,NA,5.9,0.324
15,11/7/16 11:04,12.2031,NA,6.1,0.271
15.3,11/21/16 9:28,11.2998,NA,7.3,0.526
14.9,12/19/16 13:27,10.453,NA,7.1,0.197
15.2,5/24/17 8:29,10.7723,NA,11.2,26.9
15,6/19/17 8:42,10.7635,NA,8.2,1.3
15,7/5/17 9:11,11.6301,NA,8,1.29
15,5/1/17 8:45,8.9244,NA,9.4,4.36
15.3,1/23/17 9:36,8.7696,NA,7.6,0.169
15,3/20/17 9:29,8.0283,NA,8.3,0.562
15.4,2/8/17 8:42,8.1076,NA,8,0.238
15,4/3/17 9:51,8.3481,NA,8.9,2.4
14.9,10/17/17 8:52,12.2222,NA,5.9,0.747
15,7/17/17 8:34,12.6524,NA,8.5,9.13
15.1,3/15/17 8:34,7.9907,NA,8.4,0.502
15.2,3/29/17 8:23,8.1371,NA,8.5,1.13
15.2,5/15/17 8:45,9.6473,NA,9.9,6.12
15,11/6/17 8:48,11.0604,NA,6.6,0.78
15.2,8/28/17 9:46,13.1734,NA,6.6,1.05
15.1,5/10/17 10:28,9.8523,NA,10.8,6.97
15.1,10/3/17 13:44,13.1979,NA,7.1,2.1
15.1,11/20/17 9:30,10.8163,NA,6.4,0.409
14.8,2/21/17 9:46,8.1629,NA,8.1,0.305
15.1,4/17/17 9:03,8.6031,NA,8.9,1.68
15,4/26/17 8:28,8.8042,NA,9.4,7.66
15.1,4/11/17 8:57,8.419,NA,9.1,7.23
15.1,9/19/17 9:00,12.8924,NA,5.9,0.618
15,8/7/17 9:03,12.4714,NA,6.7,1.22
14.9,6/5/17 8:44,10.8254,NA,9.5,5.87
14.4,12/18/17 13:45,9.8969,NA,7.5,0.247
15.1,9/5/17 9:06,13.4109,NA,7.1,6.74
15.1,3/6/17 9:15,7.8701,NA,8.5,0.394
24.8,11/17/14 10:21,11.9574,NA,6.1,0.25
24.8,2/2/15 9:43,9.8084,NA,7,0.189
25.1,4/20/15 10:33,9.9842,NA,8.2,9.64
25,8/3/15 12:12,13.3256,NA,7.1,6.58
24.9,9/21/15 9:31,13.7814,NA,6.7,1.81
25.1,11/19/15 9:16,11.8595,NA,6.8,0.231
24.9,12/14/15 9:13,10.7132,NA,7.2,0.187
25,2/2/94 0:00,9.2,29.704,7.8,0.66
25,3/8/94 0:00,8.4,29.723,8.5,0.57
25,4/25/94 0:00,9.1,29.076,11,21
25,5/4/94 0:00,9.8,29.395,9.2,4.3
25,5/9/94 0:00,10.3,29.322,9.9,8.3
25,6/8/94 0:00,11.5,29.508,9.3,4.8
25,7/6/94 0:00,13.1,30.979,8,0.58
25,7/25/94 0:00,12.8,29.852,8,3.2
25,8/29/94 0:00,13.5,30.203,6.7,1.6
25,10/17/94 0:00,NA,30.66,6.2,0.83
25,10/18/94 0:00,NA,30.643,6.2,0.54
25,11/15/94 0:00,11,30.676,6.5,1.4
25,12/12/94 0:00,9.5,30.359,7.4,0.23
25,1/25/95 0:00,9,29.282,8,0.12
25,2/22/95 0:00,8.6,29.053,8,0.19
25,4/4/95 0:00,9,28.788,8.5,2.2
25,5/3/95 0:00,10,28.872,9.7,7.3
25,5/8/95 0:00,10.1,28.999,8.7,1.1
25,6/14/95 0:00,11.9,29.221,9.2,NA
25,7/5/95 0:00,12.5,29.633,8.1,NA
25,7/25/95 0:00,13.8,29.7,8.1,1.7
25,8/1/95 0:00,13.6,29.799,8.6,NA
25,9/25/95 0:00,12.8,NA,5.9,0.33
25,10/9/95 0:00,12.2,NA,5.8,2.1
25,10/10/95 0:00,NA,30.571,6.3,0.83
25,11/1/95 0:00,11.4,30.336,6.5,1.4
25,12/20/95 0:00,9.7,28.58,7.5,0.097
25,1/16/96 0:00,8.8,28.722,7.2,0.23
25,2/21/96 0:00,7.7,28.078,7.6,0.22
25,3/4/96 0:00,8.3,28.12,8.7,0.24
25,4/17/96 0:00,9,28.714,8.2,0.76
25,5/20/96 0:00,10.3,28.571,8.7,2.8
25,6/24/96 0:00,11.1,28.753,7.9,0.4
25,6/25/96 0:00,11.3,28.927,7.7,0.5
25,7/22/96 0:00,12,29.441,7.4,0.7
25,8/22/96 0:00,12.6,29.768,6.5,0.01
25,9/26/96 0:00,12.2,30.206,6.1,0.25
25,12/4/96 0:00,9.6,29.901,8,0.01
25,2/18/97 0:00,7.8,28.442,8.5,0.29
25,5/27/97 0:00,NA,28.46,8.3,1.1
25,9/3/97 0:00,12.8,29.416,6.1,1.3
25,9/24/97 0:00,13.4,29.626,6.6,0.72
25,10/20/97 0:00,12.2,29.385,6.5,0.034
25,11/18/97 0:00,11.8,29.374,6,0.3
25,12/15/97 0:00,9.7,29.328,6.9,0.31
25,12/18/97 0:00,10.4,29.249,7.2,0.2
25,1/20/98 0:00,9,28.853,8.1,0.27
25,2/17/98 0:00,8.7,28.632,6.6,0.42
25,3/16/98 0:00,9.2,28.476,8.4,1.4
25,4/21/98 0:00,10.5,28.738,9.9,9.1
25,5/20/98 0:00,10.9,28.99,9.4,0.7
25,6/16/98 0:00,11.3,29.205,8.2,0.14
25,7/27/98 0:00,13,29.479,8.2,2.7
25,8/31/98 0:00,13.6,29.991,6.8,0.41
25,9/28/98 0:00,13.1,30.285,5.9,0.67
25,10/20/98 0:00,12.4,30.419,6.36,0.8
25,11/16/98 0:00,11.5,30.565,6.4,0.24
25,12/14/98 0:00,10,29.738,7.8,0.18
25,2/3/99 0:00,8.79,NA,8.5,0.19
25,3/16/99 0:00,8.16,NA,8.5,0.45
25.2,4/21/99 0:00,8.57,NA,8.8,1.4
25,5/17/99 0:00,9.53,NA,9.9,15.2
25,6/21/99 0:00,10.6,NA,8.2,2.2
25,7/26/99 0:00,11.1,NA,6.8,0.38
25,8/18/99 0:00,11.7,NA,6,0.22
25,9/20/99 0:00,12.1,NA,6.1,3.7
25,10/20/99 0:00,11.7,NA,6.3,1.3
25,11/15/99 0:00,10.7,NA,6.2,0.21
25,12/7/99 0:00,10,NA,6.6,0.16
25,1/18/00 0:00,8.7,NA,7.4,0.24
25,2/14/00 0:00,8.2,NA,7.7,0.48
25,3/21/00 0:00,8.1,NA,7.9,0.54
25,4/17/00 0:00,8.7,NA,8.3,2
25,5/15/00 0:00,9.4,NA,8.3,2.7
25,6/19/00 0:00,10.4,NA,6.7,0.62
25,7/17/00 0:00,11.7,NA,6.96,1.8
25,8/21/00 0:00,12.1,NA,5.72,1.6
25,9/18/00 0:00,12.3,NA,5.67,0.91
25,10/23/00 0:00,11.9,NA,NA,0.3
25,11/29/00 0:00,10.1655,NA,5.71,0.3
25,12/20/00 0:00,9.4059,NA,6.26,0.23
25,1/17/01 0:00,8.7987,NA,NA,0.33
24.2,2/20/01 0:00,8.0049,NA,9.47,1.6
25,3/21/01 0:00,8.1875,NA,8.9,0.72
23.2,4/16/01 0:00,8.4262,NA,8.3,4.9
24.4,5/22/01 0:00,9.6829,NA,9.52,9.3
24.2,6/18/01 0:00,10.4,NA,7.83,1.43
25,7/23/01 0:00,11.9,NA,7.09,1.67
24.3,8/20/01 0:00,12.2,NA,5.96,0.903
24.6,9/24/01 0:00,12.6,NA,6.14,1.14
25.9,10/23/01 0:00,11.7,NA,6.48,0.848
25.1,11/19/01 0:00,10.7,NA,5.55,0.306
25.3,12/17/01 0:00,9.7,NA,6.35,0.233
25.4,1/29/02 0:00,8.6,NA,8.7,0.441
25,2/20/02 0:00,8.5,NA,9.9,0.539
25,4/22/02 0:00,8.2,NA,8,1.4
25.4,5/28/02 0:00,9.3,NA,NA,4.01
24.4,6/24/02 0:00,10.6,NA,7.5,1.21
25.3,7/22/02 0:00,11.6,NA,7.1,1.33
25.2,8/27/02 0:00,12.1,NA,5.8,0.453
25.5,9/23/02 0:00,12,NA,5.7,0.725
25.3,10/21/02 0:00,11.4,NA,5.2,0.277
25.1,11/18/02 0:00,10.5,NA,5.5,0.178
25.1,12/17/02 0:00,10,NA,6.2,0.182
25.5,1/22/03 0:00,9,NA,7.3,0.352
25.4,2/25/03 0:00,8.9,NA,7.5,0.76
25.6,3/25/03 0:00,8.9,NA,7.8,0.407
25.3,4/28/03 0:00,9.7,NA,9.7,12.8
25.1,5/27/03 0:00,10.2,NA,7.9,2.14
25.2,6/24/03 0:00,11,NA,7.6,1.22
25.3,7/29/03 0:00,12.9,NA,7.1,2.38
25.1,8/26/03 0:00,13.3,NA,7.1,1.91
25.1,9/30/03 0:00,12.8,NA,5.9,0.985
25.1,10/29/03 0:00,12.1,NA,6.2,0.277
25.2,11/19/03 0:00,11.3,NA,6.9,0.247
25.3,12/16/03 0:00,10.2,NA,6.7,0.053
25.1,1/21/04 0:00,8.8,NA,6.4,0.541
25.2,2/19/04 0:00,8.3,NA,7.1,0.377
25.3,3/22/04 0:00,8.6,NA,8.1,0.678
25.2,4/27/04 0:00,9.4,NA,8.4,3.72
25.3,5/26/04 0:00,10.5,NA,8.2,4.87
25,6/29/04 0:00,11.9,NA,7.8,3.03
25,7/28/04 0:00,12.5,NA,7.5,7.8
25.3,8/24/04 0:00,13.2,NA,6.7,0.335
25.2,9/28/04 0:00,13,NA,6,0.589
25.1,10/27/04 0:00,12.1,NA,6.2,1.01
25.4,11/16/04 0:00,11.1,NA,5.8,0.266
25.1,12/20/04 0:00,10,NA,6.6,0.152
25.1,1/24/05 0:00,8.8,NA,7.2,0.22
24.6,2/28/05 0:00,8.5,NA,8.2,2.62
25.4,2/28/05 0:00,8.5,NA,8.1,2.21
24.7,3/28/05 0:00,8.7,NA,8.3,0.537
25.8,3/28/05 0:00,8.7,NA,8.2,0.552
24.7,4/25/05 0:00,9.2,NA,8.2,5.74
25.4,4/25/05 0:00,9.2,NA,8.2,5.16
24.7,5/23/05 0:00,10.1,NA,8.7,4.77
25.4,5/23/05 0:00,10.1,NA,8.7,4.36
24.6,6/28/05 0:00,11.6,NA,7.7,2.94
25.4,6/28/05 0:00,11.6,NA,7.7,2.58
24.7,7/20/05 0:00,12.7,NA,8.9,11.3
