File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD [mg/m^3],PAR:CTD [µE/m^2/sec]
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,2.5,10.3911,31.7592,24.3834,37.7,5.82,253.6,2.18,83.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,3.0,10.3977,31.7592,24.3823,37.4,5.81,253.3,2.221,69.8
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,4.0,10.382,31.7612,24.3865,37.1,5.78,251.8,2.242,49.2
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,5.0,10.3637,31.7639,24.3917,37.2,5.73,249.7,2.258,36.9
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,6.0,10.318,31.7711,24.405,37.3,5.7,248.2,2.2119999999999997,29.9
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,7.0,10.2526,31.7811,24.4237,37.6,5.54,241.5,2.205,24.5
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,8.0,9.9152,31.8016,24.4954,38.2,5.26,229.0,2.347,19.3
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,9.0,9.4231,31.8452,24.6086,38.8,4.97,216.5,2.383,16.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,10.0,9.2079,31.9017,24.6866,38.0,4.83,210.6,2.5140000000000002,13.5
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,11.0,8.9519,32.0756,24.8623,39.7,4.76,207.4,2.4459999999999997,11.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,12.0,8.7959,32.1489,24.9435,42.5,4.66,202.8,2.141,9.4
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,13.0,8.7564,32.1577,24.9564,42.9,4.59,200.1,1.963,8.1
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,14.0,8.722000000000001,32.1669,24.9688,43.8,4.56,198.7,1.82,6.8
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,15.0,8.7023,32.1725,24.9762,44.3,4.53,197.4,1.716,5.5
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,16.0,8.6838,32.1783,24.9836,44.5,4.5,195.9,1.693,4.4
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,17.0,8.6487,32.1893,24.9975,44.8,4.47,194.5,1.6119999999999999,3.6
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,18.0,8.6243,32.1959,25.0063,45.5,4.41,192.2,1.508,3.2
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,19.0,8.5802,32.2089,25.0231,47.3,4.33,188.6,1.3119999999999998,2.7
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,20.0,8.5198,32.2322,25.0504,47.4,4.28,186.4,1.239,2.3
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,21.0,8.5068,32.2394,25.058000000000003,47.4,4.25,185.1,1.158,1.9
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,22.0,8.4929,32.2436,25.0634,47.6,4.22,183.9,1.1159999999999999,1.7
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,23.0,8.4585,32.2547,25.0772,48.3,4.18,182.1,1.025,1.4
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,24.0,8.4246,32.2684,25.093000000000004,49.2,4.15,180.9,0.922,1.3
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,25.0,8.4169,32.2716,25.0966,49.3,4.14,180.4,0.831,1.1
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,26.0,8.4036,32.2785,25.104,49.6,4.13,180.0,0.818,0.9
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,27.0,8.3879,32.2862,25.1124,49.7,4.12,179.5,0.753,0.8
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,28.0,8.3704,32.2959,25.1226,49.8,4.11,179.0,0.713,0.7
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,29.0,8.3533,32.3069,25.1337,50.1,4.1,178.6,0.685,0.6
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,30.0,8.3397,32.3172,25.1438,50.2,4.09,178.1,0.6559999999999999,0.5
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,31.0,8.3246,32.3283,25.1547,50.3,4.07,177.4,0.627,0.5
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,32.0,8.3136,32.3368,25.163,50.3,4.05,176.5,0.61,0.4
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,33.0,8.2979,32.3474,25.1737,50.5,4.04,175.9,0.601,0.4
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,34.0,8.293,32.3497,25.1762,50.5,4.03,175.7,0.584,0.3
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,35.0,8.2901,32.351,25.1776,50.5,4.02,175.0,0.557,0.3
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,36.0,8.2759,32.3619,25.1883,50.6,3.98,173.1,0.568,0.2
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,37.0,8.2247,32.4032,25.2282,50.8,3.92,170.6,0.525,0.2
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,38.0,8.1958,32.4283,25.2521,51.0,3.87,168.6,0.496,0.2
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,39.0,8.1828,32.4389,25.2623,50.8,3.85,167.5,0.49,0.2
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,40.0,8.1778,32.4431,25.2663,50.6,3.83,166.9,0.48200000000000004,0.1
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,41.0,8.1729,32.4479,25.2708,50.7,3.83,166.6,0.47700000000000004,0.1
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,42.0,8.1695,32.452,25.2745,50.5,3.81,165.7,0.486,0.1
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,43.0,8.1562,32.4683,25.2893,50.1,3.79,164.9,0.504,0.1
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,44.0,8.124,32.5006,25.3193,49.6,3.75,163.4,0.501,0.1
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,45.0,8.1039,32.5166,25.3348,49.6,3.71,161.4,0.504,0.1
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,46.0,8.0732,32.5401,25.3577,49.3,3.66,159.5,0.484,0.1
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,47.0,8.0438,32.5626,25.3796,49.2,3.63,158.0,0.484,0.1
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,48.0,8.0352,32.5692,25.386,49.1,3.61,157.0,0.47700000000000004,0.1
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,49.0,8.0267,32.5767,25.3932,49.2,3.58,156.0,0.47100000000000003,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,50.0,7.9913,32.602,25.4181,49.2,3.54,154.0,0.457,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,51.0,7.965,32.6203,25.4363,49.3,3.49,151.9,0.42700000000000005,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,52.0,7.9365,32.6415,25.456999999999997,49.3,3.44,150.0,0.41,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,53.0,7.912000000000001,32.6621,25.4767,49.3,3.41,148.6,0.395,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,54.0,7.8967,32.6773,25.4909,49.3,3.39,147.6,0.389,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,55.0,7.8748,32.6987,25.5108,49.3,3.35,145.6,0.386,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,56.0,7.822,32.751999999999995,25.5602,49.3,3.3,143.5,0.377,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,57.0,7.8136,32.7617,25.5691,49.3,3.29,143.0,0.377,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,58.0,7.8099,32.7659,25.5729,49.3,3.28,142.7,0.374,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,59.0,7.8037,32.7727,25.5791,49.2,3.27,142.3,0.386,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,60.0,7.7972,32.7795,25.5854,49.2,3.26,141.7,0.392,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,61.0,7.78,32.7979,25.6023,49.1,3.24,141.1,0.38,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,62.0,7.7701,32.8085,25.612,49.0,3.22,140.1,0.377,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,63.0,7.7455,32.8351,25.6364,48.8,3.17,138.1,0.39299999999999996,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,64.0,7.715,32.8667,25.6656,48.5,3.11,135.5,0.392,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,65.0,7.665,32.9144,25.7102,48.5,3.05,132.8,0.371,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,66.0,7.638,32.939,25.7333,48.6,3.01,131.1,0.375,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,67.0,7.6219,32.9538,25.7472,48.7,2.99,130.0,0.373,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,68.0,7.6085,32.9654,25.7582,48.8,2.97,129.1,0.368,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,69.0,7.5917,32.9786,25.771,48.8,2.94,127.8,0.36200000000000004,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,70.0,7.5675,32.9977,25.7894,49.0,2.9,126.1,0.35200000000000004,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,71.0,7.5535,33.0087,25.8,49.1,2.85,124.2,0.341,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,72.0,7.537999999999999,33.0223,25.8129,49.1,2.8,121.7,0.337,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,73.0,7.4697,33.083,25.8702,49.0,2.73,118.8,0.34,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,74.0,7.4278,33.1215,25.9063,48.8,2.66,115.9,0.332,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,75.0,7.3742,33.1698,25.9518,48.8,2.6,113.3,0.33,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,76.0,7.3434,33.1973,25.9777,48.6,2.56,111.2,0.322,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,77.0,7.3106,33.2256,26.0045,48.6,2.54,110.4,0.32,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,78.0,7.3253,33.2126,25.9923,48.6,2.55,110.9,0.309,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,79.0,7.3351,33.2041,25.9842,48.7,2.57,111.6,0.311,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,80.0,7.3453,33.1958,25.9763,48.7,2.58,112.0,0.309,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,81.0,7.3287,33.2115,25.9909,49.0,2.56,111.3,0.31,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,82.0,7.2931,33.2415,26.0195,48.6,2.53,110.0,0.311,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,83.0,7.2832,33.2485,26.0263,47.7,2.46,107.0,0.304,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,84.0,7.2293,33.2914,26.0675,46.7,2.33,101.2,0.297,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,85.0,7.1662,33.3407,26.115,46.7,2.22,96.5,0.292,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,86.0,7.1523,33.3517,26.1256,46.3,2.16,94.1,0.287,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,87.0,7.1318,33.3678,26.141,46.0,2.13,92.8,0.28,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,88.0,7.1274,33.3712,26.1443,46.0,2.13,92.5,0.29,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,89.0,7.1269,33.3718,26.1449,45.9,2.12,92.4,0.287,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,90.0,7.1234,33.3749,26.1478,45.9,2.12,92.2,0.282,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,91.0,7.1222,33.3761,26.1489,45.8,2.11,91.8,0.282,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,92.0,7.1097,33.3864,26.1587,45.7,2.1,91.4,0.28600000000000003,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,93.0,7.1116,33.3846,26.156999999999996,45.7,2.1,91.2,0.278,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,94.0,7.1169,33.3805,26.1531,45.7,2.09,90.8,0.292,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,95.0,7.1101,33.3862,26.1585,45.4,2.07,90.0,0.276,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,96.0,7.0757,33.4144,26.1854,45.0,2.04,88.7,0.273,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,97.4,7.0605,33.4268,26.1972,45.2,1.99,86.7,0.268,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,98.0,7.0478,33.4367,26.2068,45.0,1.97,85.7,0.265,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,99.0,7.0245,33.457,26.2259,45.5,1.93,84.1,0.267,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,100.0,7.0178,33.463,26.2316,45.3,1.92,83.6,0.255,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,101.0,7.0158,33.4645,26.233,45.5,1.92,83.4,0.257,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,102.1,7.0145,33.4661,26.2344,45.7,1.92,83.4,0.267,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,102.9,7.0111,33.4694,26.2375,46.0,1.91,83.2,0.261,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,104.0,7.0008,33.4786,26.2461,46.2,1.88,81.6,0.258,0.0
2009-09-0002.ctd,UTC,07/06/2009, 14:35,2,48.57533,-125.50034,P1,104.9,6.9685,33.5062,26.2723,46.0,1.84,80.0,0.26,0.0
