File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD:Seapoint,PAR:CTD [µE/m^2/sec]
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,465,3.6646,34.0784,27.1125,67.1,0.77,33.3,0.061,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,465,3.6628,34.0803,27.1142,67.2,0.75,32.7,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,465,3.6618,34.0588,27.0971,67.1,0.79,34.2,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,466,3.6648,34.0628,27.1,67.2,0.78,33.8,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,466,3.6314,34.09,27.125,67.2,0.7,30.5,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,466,3.6661,34.0603,27.0979,67.1,0.77,33.6,0.062,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,466,3.6643,34.079,27.113000000000003,67.2,0.77,33.6,0.063,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,466,3.6585,34.0809,27.1151,67.2,0.76,32.9,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,466,3.662,34.0591,27.0974,67.1,0.78,33.8,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,467,3.6649,34.0633,27.1004,67.2,0.78,33.9,0.064,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,467,3.6329,34.0908,27.1255,67.2,0.7,30.5,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,467,3.6652,34.062,27.0994,67.1,0.79,34.4,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,467,3.6638,34.08,27.1138,67.2,0.76,33.2,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,467,3.6572,34.0812,27.1154,67.2,0.74,32.4,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,467,3.662,34.0597,27.0978,67.1,0.77,33.3,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,468,3.6648,34.0652,27.1019,67.2,0.78,33.9,0.062,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,468,3.6355,34.0931,27.127,67.2,0.69,30.1,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,468,3.6658,34.0626,27.0998,67.1,0.78,33.9,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,468,3.6635,34.080999999999996,27.1147,67.2,0.76,33.0,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,468,3.65,34.0811,27.1161,67.2,0.74,32.3,0.063,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,468,3.6628,34.0605,27.0984,67.1,0.78,34.0,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,469,3.6655,34.0672,27.1035,67.2,0.78,33.7,0.062,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,469,3.6351,34.0944,27.1281,67.2,0.71,30.8,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,469,3.6664,34.0638,27.1007,67.1,0.77,33.3,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,469,3.6630000000000003,34.0817,27.1153,67.2,0.77,33.3,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,469,3.6605,34.0829,27.1165,67.1,0.74,32.3,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,469,3.6636,34.0616,27.0992,67.1,0.78,34.0,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,470,3.6664,34.0685,27.1044,67.2,0.78,34.1,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,470,3.6335,34.0954,27.1291,67.2,0.7,30.4,0.063,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,470,3.6662,34.0653,27.1019,67.2,0.78,33.8,0.062,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,470,3.6626,34.0825,27.1159,67.2,0.76,33.0,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,470,3.6655,34.0843,27.1171,67.1,0.75,32.7,0.063,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,470,3.6636,34.0626,27.1,67.1,0.76,33.1,0.061,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,471,3.6654,34.069,27.1049,67.2,0.77,33.5,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,471,3.6231,34.097,27.1314,67.2,0.69,30.0,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,471,3.66,34.0673,27.1041,67.2,0.77,33.4,0.064,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,471,3.6609,34.0841,27.1174,67.2,0.75,32.6,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,471,3.6646,34.0851,27.1178,67.2,0.76,32.9,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,471,3.6631,34.0643,27.1014,67.1,0.78,33.7,0.068,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,472,3.6645,34.0692,27.1052,67.2,0.77,33.6,0.062,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,472,3.6235,34.0976,27.1318,67.2,0.67,29.3,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,472,3.6536,34.068000000000005,27.1053,67.2,0.76,33.1,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,472,3.6607,34.0846,27.1178,67.2,0.76,32.9,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,472,3.6643,34.0857,27.1183,67.2,0.77,33.3,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,472,3.6638,34.0654,27.1022,67.1,0.78,33.7,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,473,3.6641,34.0694,27.1054,67.1,0.77,33.3,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,473,3.6242,34.0977,27.1318,67.2,0.68,29.4,0.063,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,473,3.653,34.0684,27.1056,67.2,0.75,32.6,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,473,3.6609,34.0848,27.1179,67.2,0.76,32.9,0.063,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,473,3.6638,34.0862,27.1188,67.2,0.75,32.6,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,473,3.6656,34.0664,27.1028,67.2,0.77,33.6,0.063,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,474,3.6639,34.0694,27.1054,67.2,0.78,33.7,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,474,3.6245,34.0978,27.1319,67.2,0.69,29.9,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,474,3.6525,34.0692,27.1063,67.1,0.75,32.4,0.062,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,474,3.6615,34.0856,27.1185,67.2,0.75,32.6,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,474,3.6613,34.0874,27.12,67.1,0.75,32.7,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,474,3.6666,34.067,27.1032,67.1,0.78,33.9,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,475,3.6634,34.0697,27.1057,67.1,0.77,33.3,0.064,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,475,3.6263,34.0982,27.131999999999998,67.2,0.67,29.3,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,475,3.6523,34.07,27.107,67.1,0.75,32.8,0.062,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,475,3.6619,34.0867,27.1193,67.1,0.76,32.8,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,475,3.6607,34.0878,27.1203,67.1,0.75,32.7,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,475,3.6667,34.0683,27.1042,67.1,0.77,33.6,0.063,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,476,3.6628,34.0698,27.1058,67.2,0.76,33.2,0.064,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,476,3.6239,34.0996,27.1334,67.2,0.69,30.1,0.063,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,476,3.6521,34.0699,27.1069,67.1,0.76,32.9,0.062,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,476,3.6619,34.0873,27.1198,67.2,0.75,32.7,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,476,3.6605,34.0884,27.1208,67.1,0.75,32.6,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,476,3.6668,34.07,27.1056,67.1,0.78,33.7,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,477,3.6585,34.0698,27.1062,67.2,0.76,33.1,0.064,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,477,3.6195,34.1007,27.1347,67.2,0.68,29.5,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,477,3.6516,34.0708,27.1077,67.1,0.75,32.6,0.062,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,477,3.6609,34.0893,27.1215,67.2,0.75,32.7,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,477,3.6588,34.0903,27.1225,67.1,0.74,32.3,0.061,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,477,3.6669,34.0706,27.105999999999998,67.1,0.77,33.5,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,478,3.6578,34.0713,27.1075,67.2,0.75,32.8,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,478,3.6205,34.101,27.1348,67.2,0.67,29.3,0.061,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,478,3.6510000000000002,34.0732,27.1097,67.2,0.76,32.9,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,478,3.6569,34.0899,27.1224,67.2,0.73,31.8,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,478,3.6516,34.0912,27.1239,67.2,0.73,31.7,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,478,3.6669,34.0715,27.1068,67.2,0.78,33.8,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,479,3.6523,34.0726,27.1091,67.2,0.75,32.6,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,479,3.62,34.1037,27.136999999999997,67.2,0.68,29.4,0.063,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,479,3.6494,34.0749,27.1112,67.2,0.71,31.0,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,479,3.656,34.091,27.1234,67.2,0.75,32.5,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,479,3.645,34.0909,27.1244,67.1,0.72,31.2,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,479,3.6669,34.071999999999996,27.1071,67.1,0.77,33.3,0.061,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,480,3.6515,34.0729,27.1094,67.2,0.74,32.3,0.062,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,480,3.6199,34.1051,27.1381,67.2,0.68,29.4,0.064,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,480,3.6489,34.076,27.1121,67.2,0.75,32.4,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,480,3.6544,34.0925,27.1247,67.2,0.73,31.9,0.061,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,480,3.6376,34.0907,27.1249,67.1,0.71,31.0,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,480,3.6668,34.0739,27.1087,67.1,0.77,33.4,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,481,3.6499,34.0738,27.1103,67.2,0.74,32.2,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,481,3.62,34.1052,27.1382,67.2,0.67,29.2,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,481,3.6478,34.0764,27.1125,67.2,0.74,32.0,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,481,3.6553,34.0944,27.1261,67.2,0.74,32.2,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,481,3.6357,34.0912,27.1255,67.1,0.71,31.0,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,481,3.6672,34.0758,27.1101,67.1,0.77,33.4,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,482,3.6492,34.0751,27.1114,67.2,0.73,31.9,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,482,3.6207,34.1054,27.1383,67.2,0.67,29.1,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,482,3.6474,34.0766,27.1127,67.2,0.74,32.1,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,482,3.656,34.0958,27.1272,67.1,0.73,31.9,0.063,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,482,3.6377,34.0932,27.1269,67.1,0.71,30.9,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,482,3.6672,34.0763,27.1105,67.2,0.77,33.5,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,483,3.6494,34.0765,27.1125,67.2,0.73,31.8,0.062,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,483,3.6243,34.1063,27.1387,67.2,0.69,29.9,0.061,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,483,3.6471,34.0773,27.1133,67.2,0.73,31.7,0.062,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,483,3.6551,34.0972,27.1284,67.2,0.73,31.9,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,483,3.6379,34.0944,27.1278,67.1,0.7,30.6,0.063,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,483,3.6666,34.0772,27.1113,67.1,0.76,33.0,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,484,3.6492,34.0771,27.1129,67.2,0.75,32.5,0.062,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,484,3.6305,34.1091,27.1403,67.2,0.69,29.9,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,484,3.6439999999999997,34.0783,27.1144,67.2,0.72,31.5,0.064,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,484,3.6551,34.0988,27.1297,67.2,0.74,32.1,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,484,3.636,34.095,27.1285,67.1,0.7,30.6,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,484,3.6660000000000004,34.0779,27.1119,67.1,0.77,33.4,0.061,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,485,3.6488,34.0777,27.1135,67.2,0.73,31.6,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,485,3.6362,34.1118,27.1419,67.2,0.69,30.1,0.063,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,485,3.6405,34.0798,27.116,67.2,0.71,31.1,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,485,3.6549,34.1006,27.1311,67.1,0.72,31.4,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,485,3.6343,34.0957,27.1292,67.2,0.7,30.6,0.063,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,485,3.6655,34.0785,27.1125,67.1,0.75,32.7,0.061,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,486,3.6479,34.0794,27.1149,67.2,0.73,31.7,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,486,3.6307,34.1125,27.143,67.2,0.7,30.6,0.077,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,486,3.6403,34.082,27.1177,67.2,0.72,31.4,0.062,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,486,3.6537,34.1019,27.1323,67.1,0.73,31.6,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,486,3.6314,34.096,27.1298,67.2,0.7,30.4,0.063,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,486,3.6644,34.0793,27.1132,67.2,0.77,33.4,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,487,3.6494,34.0805,27.1156,67.2,0.72,31.5,0.062,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,487,3.6289999999999996,34.1134,27.1438,67.2,0.69,30.1,0.067,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,487,3.6412,34.0834,27.1188,67.2,0.72,31.1,0.062,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,487,3.6538,34.1026,27.1328,67.1,0.73,31.7,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,487,3.6265,34.096,27.1302,67.1,0.69,29.8,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,487,3.6634,34.080999999999996,27.1147,67.2,0.75,32.7,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,488,3.653,34.0842,27.1182,67.2,0.73,31.9,0.061,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,488,3.6286,34.1145,27.1448,67.2,0.69,30.1,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,488,3.6376,34.0846,27.1201,67.2,0.71,30.8,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,488,3.6532,34.1038,27.1338,67.2,0.73,31.6,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,488,3.6194,34.0967,27.1315,67.1,0.68,29.6,0.063,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,488,3.6630000000000003,34.0821,27.1156,67.1,0.75,32.8,0.061,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,489,3.6483,34.0847,27.1191,67.2,0.73,31.9,0.062,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,489,3.6287,34.115,27.1452,67.2,0.68,29.6,0.061,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,489,3.6336,34.0855,27.1212,67.2,0.69,30.1,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,489,3.6513,34.1053,27.1352,67.2,0.72,31.2,0.062,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,489,3.6210000000000004,34.098,27.1324,67.2,0.68,29.6,0.062,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,489,3.6619,34.0838,27.116999999999997,67.2,0.75,32.7,0.061,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,490,3.6464,34.0847,27.1193,67.2,0.73,31.6,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,490,3.6281,34.1155,27.1456,67.2,0.69,29.9,0.062,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,490,3.6328,34.0862,27.1218,67.2,0.71,30.8,0.063,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,490,3.6506,34.106,27.1358,67.2,0.72,31.4,0.061,
2015-01-0095.ctd,UTC,19/02/2015, 06:53,95,49.999829999999996,-145.0,P26,Mid-ship,490,3.6226,34.0992,27.1332,67.2,0.67,29.2,0.063,
2015-01-0098.ctd,UTC,19/02/2015, 10:20,98,49.999829999999996,-145.0,P26,Mid-ship,490,3.6619,34.0849,27.1179,67.2,0.75,32.6,0.062,
2015-01-0086.ctd,UTC,18/02/2015, 10:14,86,49.999829999999996,-144.9995,P26,Mid-ship,491,3.6373,34.0848,27.1203,67.2,0.73,31.8,0.063,
2015-01-0087.ctd,UTC,18/02/2015, 13:24,87,49.999829999999996,-144.99966,P26,Mid-ship,491,3.6245,34.1163,27.1466,67.2,0.68,29.6,0.063,
2015-01-0089.ctd,UTC,18/02/2015, 18:12,89,49.999829999999996,-145.00034,P26,Mid-ship,491,3.6346,34.0868,27.1221,67.1,0.7,30.3,0.062,
2015-01-0093.ctd,UTC,18/02/2015, 22:46,93,49.999829999999996,-144.99983,P26,Mid-ship,491,3.6489,34.1077,27.1374,67.2,0.72,31.5,0.064,
