File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD [mg/m^3],PAR:CTD [µE/m^2/sec]
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,5.0,5.5014,32.6841,25.8083,62.9,7.04,306.5,0.7709999999999999,91.9
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,5.1,5.5061,32.678000000000004,25.8029,63.0,7.04,306.3,0.9329999999999999,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,5.1,5.5218,32.6819,25.8042,62.9,7.04,306.2,1.063,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,5.2,5.4982,32.6875,25.8114,63.0,7.03,306.1,1.021,
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,5.2,5.5044,32.6846,25.8084,62.6,7.06,307.1,0.825,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,5.8,5.4983,32.6874,25.8113,63.0,7.03,306.0,1.038,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,5.9,5.5224,32.6837,25.8056,63.0,7.05,306.9,0.9420000000000001,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,6.0,5.5067,32.6779,25.8028,63.0,7.04,306.5,0.988,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,6.0,5.5223,32.681999999999995,25.8042,62.9,7.03,306.2,1.0290000000000001,
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,6.0,5.5042,32.6846,25.8084,62.6,7.06,307.2,0.813,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,6.1,5.5008,32.684,25.8083,62.9,7.05,306.6,0.813,84.4
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,6.9,5.5008,32.684,25.8083,62.8,7.05,306.6,0.8290000000000001,74.6
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,7.0,5.5224,32.681999999999995,25.8042,62.9,7.03,306.0,1.042,
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,7.0,5.5039,32.6846,25.8084,62.7,7.05,306.9,0.754,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,7.1,5.5063,32.6779,25.8028,63.0,7.05,306.7,0.9540000000000001,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,7.2,5.4983,32.6875,25.8114,62.9,7.03,305.9,0.95,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,7.4,5.5236,32.6836,25.8053,62.9,7.04,306.3,0.946,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,7.9,5.5227,32.6822,25.8043,62.9,7.03,306.1,0.9790000000000001,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,8.0,5.4986,32.6876,25.8114,63.0,7.03,306.1,0.988,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,8.0,5.5064,32.6779,25.8028,63.1,7.04,306.3,0.971,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,8.0,5.5238,32.6834,25.8052,62.9,7.04,306.2,0.9670000000000001,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,8.0,5.5019,32.6843,25.8084,62.9,7.04,306.2,0.871,63.2
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,8.0,5.5039,32.6846,25.8084,62.7,7.05,307.0,0.883,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,9.0,5.4989,32.6876,25.8114,62.9,7.04,306.2,0.963,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,9.0,5.5064,32.6778,25.8028,63.1,7.04,306.3,1.046,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,9.0,5.5226,32.6819,25.8041,62.9,7.03,306.2,0.983,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,9.0,5.5267,32.6835,25.8049,63.0,7.03,306.2,1.0290000000000001,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,9.0,5.5014,32.684,25.8082,62.9,7.03,306.2,0.925,56.5
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,9.0,5.5043,32.6845,25.8083,62.7,7.06,307.1,0.892,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,10.0,5.4987,32.6877,25.8115,62.9,7.03,306.1,0.9329999999999999,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,10.0,5.5062,32.6782,25.8031,63.1,7.04,306.5,1.008,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,10.0,5.5225,32.6821,25.8043,62.9,7.04,306.3,0.971,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,10.0,5.5266,32.6836,25.805,62.9,7.04,306.4,1.008,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,10.0,5.5018,32.6841,25.8083,62.9,7.05,306.6,0.9670000000000001,49.0
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,10.0,5.5041,32.6844,25.8082,62.6,7.06,307.1,0.9209999999999999,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,11.0,5.5067,32.6778,25.8027,63.1,7.05,306.6,1.0290000000000001,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,11.0,5.5225,32.6826,25.8047,62.9,7.04,306.3,1.1,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,11.0,5.5279,32.6843,25.8054,63.0,7.05,306.8,0.946,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,11.0,5.502000000000001,32.6842,25.8083,62.9,7.05,306.7,0.975,43.2
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,11.0,5.5039,32.6846,25.8084,62.6,7.06,307.1,0.917,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,11.6,5.5282,32.6843,25.8053,63.0,7.05,306.9,0.946,
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,11.8,5.5039,32.6846,25.8084,62.6,7.05,306.9,0.958,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,12.0,5.5069,32.6777,25.8026,63.1,7.04,306.5,0.971,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,12.0,5.5014,32.6842,25.8084,62.8,7.05,306.6,1.004,39.0
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,12.1,5.5225,32.6827,25.8048,62.9,7.03,305.9,1.025,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,12.2,5.4993,32.6879,25.8116,63.0,7.02,305.7,0.971,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,12.9,5.502000000000001,32.6843,25.8084,62.9,7.05,306.7,1.008,37.7
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,13.0,5.4997,32.6878,25.8114,63.0,7.03,305.8,0.975,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,13.0,5.5073,32.6778,25.8026,63.0,7.05,306.6,0.975,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,13.0,5.5228,32.6829,25.8049,62.9,7.03,306.1,1.025,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,13.2,5.5292,32.6846,25.8055,62.9,7.03,306.2,0.975,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,14.0,5.4995,32.6881,25.8117,63.0,7.03,305.9,0.9420000000000001,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,14.0,5.5073,32.6781,25.8029,62.9,7.05,306.7,0.958,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,14.0,5.5227,32.6832,25.8051,62.9,7.03,306.1,1.004,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,14.0,5.5296,32.6846,25.8054,62.9,7.04,306.3,1.004,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,14.0,5.5019,32.6842,25.8083,62.8,7.04,306.5,1.0170000000000001,35.4
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,14.0,5.5033,32.6846,25.8085,62.7,7.05,306.9,0.975,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,15.0,5.4995,32.6881,25.8117,63.0,7.03,306.0,0.917,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,15.0,5.5072,32.6782,25.803,63.0,7.04,306.2,0.946,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,15.0,5.53,32.6845,25.8053,63.0,7.04,306.3,1.008,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,15.0,5.5022,32.6842,25.8083,62.9,7.04,306.4,1.008,31.4
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,15.0,5.5036,32.6846,25.8085,62.7,7.05,307.0,1.042,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,15.1,5.5226,32.6832,25.8051,62.9,7.03,306.1,0.983,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,15.7,5.4994,32.6882,25.8118,63.0,7.04,306.3,0.9209999999999999,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,15.9,5.5068,32.6786,25.8033,63.0,7.03,306.0,1.021,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,15.9,5.5231,32.683,25.8049,62.9,7.04,306.3,0.975,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,16.0,5.5298,32.6845,25.8053,62.8,7.04,306.4,1.0,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,16.0,5.5016,32.684,25.8082,62.8,7.04,306.5,1.033,27.9
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,16.0,5.5011,32.6846,25.8088,62.7,7.05,307.0,1.058,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,17.0,5.5055,32.6803,25.8048,63.1,7.04,306.3,1.038,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,17.0,5.5297,32.6845,25.8053,62.9,7.04,306.5,1.021,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,17.0,5.5015,32.6841,25.8083,62.9,7.05,306.6,1.042,25.2
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,17.1,5.4992,32.6844,25.8088,62.7,7.05,307.0,1.058,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,17.2,5.4994,32.6881,25.8117,63.0,7.02,305.6,0.946,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,17.8,5.5224,32.6839,25.8057,62.9,7.03,306.1,1.0290000000000001,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,18.0,5.4996,32.6881,25.8117,62.9,7.03,305.8,0.9670000000000001,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,18.0,5.5057,32.6801,25.8047,63.0,7.05,306.6,1.0290000000000001,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,18.0,5.5293,32.6844,25.8053,62.9,7.04,306.6,0.9420000000000001,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,18.0,5.5015,32.6842,25.8084,62.9,7.05,306.8,1.042,23.5
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,18.0,5.4992,32.6846,25.809,62.7,7.05,307.0,1.083,
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,18.9,5.4996,32.6847,25.809,62.7,7.05,306.9,1.071,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,19.0,5.4997,32.6882,25.8118,63.0,7.03,306.0,0.95,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,19.0,5.5056,32.6804,25.8049,63.0,7.05,306.6,1.058,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,19.0,5.5024,32.6842,25.8083,62.8,7.05,306.7,1.058,22.7
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,19.1,5.5293,32.6845,25.8054,62.9,7.05,306.8,0.983,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,19.2,5.5215,32.685,25.8067,62.9,7.04,306.2,1.004,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,19.7,5.5052,32.6808,25.8053,62.9,7.05,306.7,1.046,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,19.9,5.4996,32.688,25.8116,63.0,7.03,306.0,0.9420000000000001,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,20.0,5.5207,32.6859,25.8075,62.9,7.05,306.6,0.992,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,20.0,5.5293,32.6846,25.8055,63.0,7.04,306.4,1.0170000000000001,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,20.0,5.5024,32.6841,25.8082,62.8,7.05,306.6,1.075,23.3
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,20.0,5.4999,32.6846,25.8089,62.7,7.06,307.1,1.071,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,21.0,5.5207,32.6863,25.8078,62.9,7.05,306.6,1.0,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,21.0,5.5027,32.6841,25.8082,62.8,7.03,306.1,1.058,22.4
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,21.1,5.5001,32.6848,25.809,62.7,7.06,307.2,1.071,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,21.3,5.4994,32.6881,25.8117,63.0,7.03,306.0,0.9420000000000001,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,21.8,5.5217,32.6851,25.8067,62.9,7.05,306.7,0.988,
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,21.9,5.5004,32.6847,25.8089,62.7,7.05,306.7,1.079,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,22.0,5.4996,32.6881,25.8117,62.9,7.03,306.2,1.075,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,22.0,5.5292,32.6844,25.8053,62.9,7.05,306.6,1.038,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,22.0,5.5038,32.6843,25.8082,62.9,7.03,306.2,1.0290000000000001,20.7
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,22.2,5.5037,32.6839,25.8079,63.0,7.05,306.9,1.013,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,23.0,5.4995,32.6881,25.8117,62.9,7.04,306.3,1.021,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,23.0,5.5034,32.6847,25.8086,63.0,7.05,306.7,0.958,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,23.0,5.5296,32.6846,25.8054,63.0,7.05,306.6,1.042,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,23.0,5.5047,32.6842,25.808000000000003,62.9,7.04,306.5,1.038,19.1
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,23.0,5.5,32.6847,25.809,62.6,7.05,306.6,1.063,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,23.5,5.5221,32.685,25.8066,62.9,7.02,305.6,1.008,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,24.0,5.4995,32.6881,25.8117,63.0,7.03,306.0,0.983,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,24.0,5.5034,32.6846,25.8085,63.0,7.04,306.3,0.9790000000000001,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,24.0,5.522,32.6853,25.8069,62.9,7.02,305.6,1.004,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,24.0,5.53,32.6849,25.8056,62.9,7.05,306.6,1.033,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,24.0,5.5035,32.6841,25.8081,62.9,7.05,306.8,1.038,17.9
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,24.0,5.4994,32.6846,25.8089,62.7,7.05,306.8,1.083,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,25.0,5.4995,32.6882,25.8118,62.9,7.03,306.0,0.996,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,25.0,5.5037,32.6848,25.8086,63.1,7.03,306.2,0.992,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,25.0,5.5222,32.6854,25.8069,62.9,7.03,305.7,1.008,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,25.0,5.53,32.6847,25.8055,62.9,7.05,306.6,1.042,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,25.0,5.5036,32.6842,25.8081,62.9,7.05,306.7,1.033,16.7
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,25.0,5.4993,32.6846,25.809,62.6,7.05,306.9,1.071,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,26.0,5.4997,32.6882,25.8118,62.9,7.03,306.2,1.021,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,26.0,5.504,32.6846,25.8084,63.0,7.04,306.3,1.004,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,26.0,5.522,32.686,25.8074,62.9,7.03,306.0,1.042,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,26.0,5.5302,32.6848,25.8055,62.9,7.05,306.6,1.042,
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,26.0,5.5001,32.6848,25.809,62.7,7.05,306.6,1.088,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,26.1,5.5046,32.684,25.8079,62.8,7.04,306.3,1.008,16.3
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,27.0,5.4995,32.6883,25.8119,62.9,7.04,306.2,0.975,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,27.0,5.5036,32.6853,25.809,63.1,7.04,306.3,1.008,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,27.0,5.5217,32.6863,25.8077,62.9,7.03,306.0,0.988,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,27.0,5.5301,32.6847,25.8054,62.9,7.05,306.7,1.042,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,27.0,5.5052,32.6841,25.8079,62.9,7.04,306.4,1.046,16.0
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,27.0,5.5017,32.6846,25.8087,62.7,7.05,306.9,1.079,
2012-01-0038.ctd,UTC,15/02/2012, 08:37,38,50.0,-145.00166000000002,P26,Mid-ship,27.9,5.4997,32.6883,25.8118,62.9,7.03,306.1,0.946,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,28.0,5.502999999999999,32.686,25.8096,63.0,7.04,306.4,1.0,
2012-01-0044.ctd,UTC,15/02/2012, 14:48,44,49.999829999999996,-144.99966,P26,Mid-ship,28.0,5.5217,32.6862,25.8076,62.9,7.03,306.1,0.983,
2012-01-0046.ctd,UTC,15/02/2012, 16:20,46,49.9995,-144.99899,P26,Mid-ship,28.0,5.5302,32.685,25.8057,62.9,7.05,306.7,1.033,
2012-01-0049.ctd,UTC,15/02/2012, 18:49,49,50.00033,-144.99966,P26,Mid-ship,28.0,5.5055,32.6841,25.8078,62.8,7.05,306.6,1.033,15.1
2012-01-0050.ctd,UTC,15/02/2012, 19:51,50,50.0005,-145.00034,P26,Mid-ship,28.0,5.5011,32.6847,25.8088,62.7,7.06,307.1,1.058,
2012-01-0040.ctd,UTC,15/02/2012, 11:57,40,50.00067,-145.0005,P26,Mid-ship,28.9,5.5031,32.6862,25.8098,63.0,7.03,306.1,0.992,
