File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,38.0,8.4254,31.9003,24.8044,58.9,5.25,228.6,0.35700000000000004,0.64,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,39.0,8.4945,31.9388,24.8243,59.0,5.29,230.3,0.38799999999999996,0.757,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,40.0,8.5415,31.9729,24.844,59.0,5.36,233.4,0.43200000000000005,0.807,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,41.0,8.5765,31.9965,24.8573,58.8,5.53,240.8,0.513,0.89,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,42.0,8.6144,32.016999999999996,24.8677,58.7,5.72,249.1,0.49200000000000005,0.857,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,43.0,8.6488,32.0322,24.8744,59.1,5.79,252.2,0.474,0.917,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,44.0,8.7074,32.0755,24.8995,59.1,5.79,252.4,0.519,0.851,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,45.0,8.7714,32.1499,24.948,59.2,5.77,251.3,0.488,0.953,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,46.0,8.8082,32.1813,24.967,59.2,5.76,250.7,0.516,0.943,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,47.0,8.8239,32.1926,24.9735,59.1,5.77,251.5,0.532,1.012,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,48.1,8.8307,32.1975,24.9763,59.3,5.82,253.3,0.54,1.013,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,49.0,8.836,32.2015,24.9786,59.2,5.87,255.6,0.5539999999999999,1.0390000000000001,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,50.0,8.8481,32.2102,24.9835,59.3,5.89,256.6,0.5720000000000001,1.051,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,51.0,8.8575,32.2163,24.9869,59.4,5.87,255.8,0.637,1.069,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,52.0,8.8767,32.2316,24.9959,59.5,5.86,255.1,0.608,1.07,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,53.0,8.8827,32.2471,25.0071,59.5,5.85,255.0,0.585,0.9440000000000001,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,54.0,8.871,32.2662,25.0239,59.6,5.86,255.4,0.589,0.867,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,55.0,8.8437,32.291,25.0475,59.7,5.87,255.6,0.55,0.887,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,56.0,8.8123,32.3157,25.0716,60.3,5.86,255.3,0.591,0.888,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,56.9,8.7797,32.3364,25.0928,60.6,5.84,254.4,0.534,0.938,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,58.5,8.7642,32.3455,25.1023,59.9,5.47,238.4,0.507,0.8170000000000001,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,59.0,8.6819,32.4033,25.1601,60.1,5.43,236.3,0.507,0.713,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,60.0,8.6123,32.4519,25.2087,60.6,5.37,233.9,0.46,0.6659999999999999,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,61.0,8.5637,32.491,25.2466,60.9,5.37,233.7,0.47100000000000003,0.636,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,62.0,8.4854,32.5385,25.2956,61.2,5.4,235.1,0.428,0.611,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,63.0,8.4297,32.5708,25.3292,61.2,5.45,237.3,0.414,0.589,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,64.0,8.3344,32.6122,25.3759,61.3,5.47,238.3,0.348,0.613,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,65.0,8.3074,32.6195,25.3856,61.1,5.39,234.9,0.32799999999999996,0.657,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,66.0,8.2976,32.628,25.3937,60.8,5.27,229.4,0.35200000000000004,0.615,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,66.9,8.2795,32.6425,25.4078,61.0,5.18,225.4,0.307,0.534,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,68.0,8.2575,32.6456,25.4135,61.0,5.13,223.5,0.335,0.5479999999999999,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,69.0,8.2478,32.6526,25.4204,60.7,5.1,222.2,0.324,0.556,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,70.0,8.2237,32.67,25.4376,60.8,5.05,220.0,0.298,0.588,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,71.0,8.1987,32.6906,25.4574,60.8,4.99,217.1,0.316,0.586,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,72.0,8.1766,32.7142,25.4792,60.7,4.94,215.1,0.29600000000000004,0.5670000000000001,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,73.0,8.1677,32.7254,25.4893,60.9,4.9,213.4,0.285,0.5770000000000001,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,74.0,8.1218,32.756,25.52,60.9,4.74,206.1,0.267,0.555,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,75.1,8.0873,32.768,25.5345,60.6,4.1,178.6,0.256,0.5539999999999999,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,76.2,8.0347,32.799,25.5665,60.4,3.26,142.0,0.255,0.53,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,77.0,7.6869,33.0063,25.7793,59.9,3.19,138.7,0.281,0.45399999999999996,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,78.0,7.5259,33.1672,25.9285,58.2,3.09,134.5,0.223,0.434,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,79.0,7.4937,33.2208,25.9752,57.2,3.0,130.4,0.221,0.43,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,80.0,7.4656,33.2831,26.0281,56.6,2.94,127.7,0.23399999999999999,0.48,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,81.0,7.4206,33.3509,26.0878,55.9,2.89,125.7,0.223,0.485,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,82.0,7.3716,33.3989,26.1324,54.8,2.84,123.6,0.226,0.517,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,83.0,7.3543,33.4119,26.145,54.7,2.78,121.1,0.23,0.457,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,84.0,7.3373,33.4226,26.1558,54.5,2.69,117.0,0.22,0.47700000000000004,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,85.0,7.3111,33.4406,26.1736,54.2,2.56,111.4,0.212,0.512,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,86.0,7.2517,33.4938,26.2237,53.6,2.47,107.3,0.22399999999999998,0.491,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,86.9,7.1786,33.5582,26.2845,52.2,2.43,105.7,0.198,0.467,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,88.0,7.1569,33.5761,26.3016,51.3,2.41,105.1,0.20800000000000002,0.40700000000000003,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,89.0,7.1524,33.5781,26.3038,51.1,2.41,104.8,0.24,0.418,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,90.0,7.1503,33.5786,26.3044,50.8,2.41,104.7,0.24,0.392,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,91.0,7.145,33.5811,26.3071,50.6,2.4,104.6,0.19399999999999998,0.435,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,92.0,7.1451,33.58,26.3063,50.6,2.4,104.4,0.19,0.414,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,93.0,7.1446,33.5847,26.31,50.5,2.39,104.2,0.195,0.436,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,94.1,7.1433,33.5887,26.3134,50.5,2.39,104.0,0.187,0.445,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,95.0,7.1416,33.5908,26.3153,50.4,2.38,103.3,0.193,0.44799999999999995,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,96.0,7.1434,33.5897,26.3141,50.6,2.35,102.1,0.205,0.426,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,97.0,7.1423,33.591,26.3153,50.4,2.33,101.4,0.21,0.43200000000000005,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,98.0,7.132999999999999,33.5969,26.3212,50.3,2.33,101.1,0.209,0.428,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,99.0,7.1298,33.5997,26.3239,50.1,2.32,101.0,0.193,0.413,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,100.0,7.1263,33.6035,26.3274,49.9,2.31,100.4,0.22,0.431,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,101.1,7.1160000000000005,33.6116,26.3351,49.8,2.28,99.2,0.183,0.41700000000000004,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,102.1,7.1077,33.617,26.3405,48.5,2.25,98.0,0.188,0.43799999999999994,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,103.0,7.0893,33.6281,26.3518,49.2,2.24,97.4,0.19399999999999998,0.45399999999999996,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,104.0,7.0843,33.631,26.3548,48.6,2.22,96.6,0.18600000000000003,0.423,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,105.0,7.0829,33.632,26.3557,48.4,2.23,97.1,0.18600000000000003,0.408,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,106.0,7.0662,33.6427,26.3665,48.0,2.27,98.6,0.183,0.424,0.0
2012-12-0002.ctd,UTC,24/05/2012, 13:00,2,48.575829999999996,-125.50083000000001,P1,Mid-ship,107.1,7.0436,33.6586,26.3821,47.5,2.23,96.9,0.177,0.41,0.0
