File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,PAR:CTD [µE/m^2/sec]
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,4,12.3614,32.0651,24.2691,29.1,6.85,298.4,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,5,12.3488,32.0738,24.2782,28.7,6.84,298.2,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,6,12.3478,32.0744,24.2788,28.5,6.82,297.4,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,7,12.3347,32.0838,24.2886,28.6,6.76,294.5,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,8,12.3269,32.0902,24.295,27.7,6.53,284.5,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,9,12.2857,32.1002,24.3106,27.3,6.17,268.9,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,10,12.2412,32.11,24.3265,27.2,5.83,254.0,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,11,12.1368,32.147,24.3748,28.2,5.33,232.3,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,12,11.8526,32.2231,24.4865,29.9,4.93,214.8,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,13,11.6542,32.2665,24.5566,32.5,4.82,210.0,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,14,11.1688,32.3574,24.7146,35.5,4.79,208.6,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,15,10.7349,32.4374,24.853,39.5,4.76,207.6,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,16,10.5577,32.4651,24.9051,42.5,4.75,207.0,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,17,10.3828,32.4935,24.9571,44.4,4.75,206.9,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,18,10.2756,32.5125,24.99,45.9,4.72,205.5,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,19,10.2536,32.5195,24.9992,46.7,4.65,202.7,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,20,10.2272,32.5303,25.0121,47.0,4.58,199.5,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,21,10.1731,32.5454,25.0329,47.3,4.42,192.6,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,22,10.1047,32.5597,25.0555,47.9,4.08,177.7,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,23,10.0129,32.5797,25.0864,48.5,3.64,158.4,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,24,9.8922,32.6078,25.1283,48.9,3.43,149.5,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,25,9.5653,32.6863,25.243000000000002,49.7,3.42,149.0,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,26,9.1167,32.8247,25.4228,51.4,3.42,148.7,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,27,8.839,32.8946,25.5208,53.4,3.39,147.6,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,28,8.7533,32.9153,25.5502,55.1,3.36,146.2,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,29,8.7291,32.9231,25.56,55.9,3.24,140.9,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,30,8.7004,32.9332,25.5723,56.2,3.1,134.9,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,31,8.6742,32.9426,25.5837,56.2,3.02,131.3,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,32,8.5833,32.971,25.6198,56.5,2.91,126.6,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,33,8.4758,33.0066,25.6639,56.6,2.79,121.4,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,34,8.432,33.0226,25.6831,57.2,2.73,118.8,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,35,8.3357,33.0575,25.7249,57.4,2.71,118.0,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,36,8.2249,33.0966,25.772,58.1,2.67,116.2,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,37,8.2002,33.1056,25.7827,58.6,2.55,110.9,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,38,8.1706,33.1169,25.796,58.7,2.36,102.5,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,39,8.1278,33.1321,25.8142,59.1,2.24,97.4,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,40,7.9532,33.196,25.89,59.3,2.18,94.7,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,41,7.7765,33.2585,25.9646,59.5,2.15,93.6,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,42,7.627000000000001,33.3124,26.0283,59.2,2.16,93.9,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,43,7.5297,33.3486,26.0706,59.3,2.17,94.5,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,44,7.4903,33.3627,26.0872,59.1,2.18,94.9,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,45,7.431,33.3872,26.1148,58.9,2.18,94.8,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,46,7.3717,33.4133,26.1437,58.9,2.17,94.2,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,47,7.3343,33.4312,26.163,58.7,2.15,93.4,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,48,7.3115,33.4432,26.1756,58.6,2.11,91.7,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,49,7.2911,33.4525,26.1857,58.6,2.04,88.5,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,50,7.2612,33.4675,26.2017,58.7,1.96,85.4,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,51,7.2234,33.4853,26.2209,58.6,1.92,83.4,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,52,7.1676,33.5119,26.2496,58.6,1.78,77.4,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,53,7.0998,33.5445,26.2845,58.7,1.59,69.1,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,54,7.055,33.5686,26.3096,58.7,1.47,63.9,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,55,6.9251,33.6411,26.3844,58.8,1.43,62.3,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,56,6.8317,33.6938,26.4385,59.0,1.43,62.3,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,57,6.7689,33.7223,26.4694,59.3,1.44,62.5,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,58,6.7235,33.7484,26.496,59.0,1.45,62.8,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,59,6.7094,33.7568,26.5045,58.6,1.44,62.4,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,60,6.697,33.7641,26.5119,58.1,1.42,61.7,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,61,6.6764,33.775999999999996,26.524,57.8,1.41,61.2,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,62,6.6591,33.7851,26.5335,57.4,1.42,61.6,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,63,6.6564,33.7871,26.5355,57.0,1.41,61.5,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,64,6.6559,33.7883,26.5365,56.7,1.41,61.1,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,65,6.6505,33.7921,26.5402,56.6,1.4,60.9,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,66,6.649,33.7933,26.5413,56.5,1.4,60.9,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,67,6.6336,33.8033,26.5512,56.5,1.4,60.8,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,68,6.621,33.8108,26.5588,56.4,1.4,60.8,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,69,6.6186,33.8125,26.5605,56.2,1.39,60.4,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,70,6.6173,33.8134,26.5614,55.9,1.38,60.1,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,71,6.6156,33.8141,26.5621,55.9,1.38,60.0,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,72,6.6146,33.8148,26.5628,55.8,1.38,60.1,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,73,6.6122,33.8161,26.5642,55.6,1.37,59.7,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,74,6.6101,33.8172,26.5653,55.6,1.38,59.8,,0.0
2013-18-0002.ctd,UTC,22-08-13, 11:52,2,48.57516,-125.49983,P1,Mid-ship,75,6.6073,33.819,26.5671,55.5,1.37,59.5,,0.0
