File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD [mg/m^3],PAR:CTD [µE/m^2/sec]
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,2.1,13.2908,31.2263,23.4407,17.5,6.97,303.8,11.878,0.1
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,3.0,13.2883,31.2258,23.4408,17.6,6.95,303.3,11.617,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,4.0,13.2876,31.226,23.4411,17.4,6.97,304.2,11.722999999999999,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,5.0,13.2737,31.2245,23.4427,17.4,6.92,301.7,11.892999999999999,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,6.0,13.2149,31.2149,23.4468,17.2,6.77,295.4,11.48,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,7.0,13.1509,31.2074,23.4535,16.9,6.41,279.7,11.675999999999998,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,8.0,12.8779,31.1753,23.4815,16.4,5.92,258.1,12.593,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,9.0,12.3624,31.1308,23.5448,15.9,5.61,244.7,11.257,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,10.0,11.5139,31.1059,23.6806,18.4,5.49,239.4,8.957,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,11.0,11.1597,31.1733,23.7955,28.3,5.34,232.7,6.605,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,12.0,10.9044,31.3572,23.9829,30.8,5.18,226.1,5.446000000000001,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,13.0,10.6578,31.523000000000003,24.1543,31.8,4.97,216.5,5.444,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,14.0,10.6305,31.5435,24.1749,34.8,4.68,204.1,5.351,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,15.0,10.5779,31.5538,24.1918,35.4,4.45,194.1,4.952,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,16.0,10.1434,31.6337,24.3269,38.1,4.35,189.5,4.437,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,17.0,9.8676,31.7175,24.4375,42.3,4.28,186.3,4.045,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,18.0,9.8182,31.7423,24.4649,45.4,4.23,184.2,3.8560000000000003,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,19.0,9.7128,31.783,24.5137,47.3,4.19,182.5,3.6630000000000003,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,20.0,9.6686,31.8574,24.579,49.1,4.12,179.7,3.485,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,21.0,9.6322,31.9091,24.6252,50.0,4.03,175.4,3.2560000000000002,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,22.0,9.5903,31.9601,24.6717,50.0,3.89,169.7,2.968,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,23.0,9.4828,32.0392,24.7507,49.9,3.79,164.9,2.78,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,24.0,9.1951,32.1495,24.8824,51.4,3.71,161.8,2.125,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,25.0,9.1248,32.1563,24.8987,53.3,3.63,158.3,1.9780000000000002,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,26.0,9.1055,32.1589,24.9037,54.1,3.53,153.5,1.844,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,27.0,9.0869,32.1629,24.9097,54.5,3.43,149.6,1.723,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,28.0,8.9716,32.2015,24.9578,54.8,3.38,147.3,1.551,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,29.0,8.7875,32.2831,25.0499,55.6,3.34,145.6,1.252,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,30.0,8.7285,32.3364,25.1006,56.2,3.32,144.4,0.991,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,31.0,8.648,32.4058,25.1671,56.2,3.32,144.4,0.951,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,32.0,8.6122,32.4727,25.225,56.3,3.32,144.7,0.912,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,33.0,8.605,32.4974,25.2454,56.3,3.35,145.7,0.882,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,34.0,8.5992,32.5133,25.2587,56.4,3.4,148.2,0.8540000000000001,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,35.0,8.5973,32.5339,25.2752,56.5,3.45,150.4,0.8290000000000001,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,36.0,8.6409,32.6745,25.3787,56.4,3.43,149.2,0.902,0.0
2011-27-0002.ctd,UTC,18/08/2011, 11:11,2,48.57417,-125.50216999999999,P1,Mid-ship,37.0,8.6701,32.7839,25.46,56.5,3.35,145.9,0.987,0.0
