File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,1,8.1296,32.4361,25.2679,11.4,6.63,288.9,0.9390000000000001,
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,2,8.1526,32.4379,25.2659,64.4,6.63,288.8,0.978,29.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,2,8.1294,32.4361,25.2679,39.3,6.65,289.5,0.966,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,3,8.1225,32.4346,25.2677,64.3,6.63,288.9,0.664,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,3,8.1589,32.4361,25.2636,64.3,6.63,288.9,0.617,150.4
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,3,8.1541,32.4377,25.2656,64.5,6.64,289.1,0.993,24.6
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,3,8.1286,32.4364,25.2683,59.9,6.65,289.5,0.966,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,4,8.1229,32.4345,25.2676,64.3,6.64,289.0,0.669,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,4,8.1599,32.4361,25.2635,64.3,6.64,289.0,0.617,134.9
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,4,8.1526,32.4379,25.2659,64.5,6.64,289.2,0.983,18.8
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,4,8.1286,32.4358,25.2678,63.6,6.63,288.9,1.003,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,5,8.1294,32.4343,25.2665,64.1,6.64,289.1,0.972,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,5,8.1222,32.4348,25.2679,64.3,6.64,289.0,0.635,
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,5,8.1502,32.4378,25.2662,64.5,6.64,289.1,0.997,20.4
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,5,8.1296,32.4361,25.2679,63.9,6.64,289.1,1.038,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,6,8.1305,32.4344,25.2664,64.1,6.64,289.2,0.976,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,6,8.1214,32.4348,25.2681,64.3,6.64,289.3,0.61,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,6,8.1607,32.4362,25.2634,64.3,6.6,287.3,0.628,102.8
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,6,8.1517,32.4375,25.2658,64.5,6.64,289.0,0.99,16.5
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,6,8.1299,32.4362,25.2679,64.1,6.64,289.1,1.045,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,7,8.131,32.4346,25.2665,64.3,6.65,289.4,0.985,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,7,8.1212,32.4346,25.2679,64.2,6.63,288.9,0.625,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,7,8.1611,32.4365,25.2636,64.3,6.63,288.8,0.662,89.6
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,7,8.1546,32.4374,25.2653,64.5,6.63,288.7,1.0090000000000001,14.7
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,7,8.1333,32.4358,25.2671,64.3,6.63,288.9,1.045,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,8,8.1307,32.4342,25.2662,64.3,6.63,288.8,0.9490000000000001,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,8,8.1211,32.4347,25.268,64.3,6.63,288.9,0.617,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,8,8.1611,32.4366,25.2637,64.3,6.66,289.9,0.648,81.6
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,8,8.158,32.4372,25.2646,64.5,6.63,288.8,1.0270000000000001,14.6
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,8,8.1349,32.4357,25.2668,64.3,6.64,289.2,1.043,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,9,8.1307,32.4345,25.2665,64.2,6.65,289.7,1.005,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,9,8.1211,32.4348,25.2681,64.3,6.63,288.6,0.622,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,9,8.1616,32.4366,25.2636,64.3,6.63,288.7,0.648,73.9
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,9,8.1589,32.4377,25.2649,64.5,6.63,288.8,0.982,11.7
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,9,8.1331,32.4358,25.2671,64.3,6.64,289.2,1.026,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,10,8.1306,32.4344,25.2664,64.3,6.63,288.8,1.006,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,10,8.1215,32.4349,25.2681,64.3,6.63,288.7,0.632,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,10,8.1617,32.4366,25.2636,64.3,6.64,289.1,0.655,67.1
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,10,8.1604,32.4374,25.2644,64.6,6.63,288.8,0.986,11.1
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,10,8.1331,32.4361,25.2674,64.3,6.64,289.3,1.046,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,11,8.131,32.4345,25.2664,64.3,6.65,289.5,0.9490000000000001,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,11,8.1215,32.4349,25.2681,64.3,6.64,289.3,0.665,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,11,8.1615,32.4365,25.2635,64.3,6.63,288.9,0.7070000000000001,63.0
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,11,8.1611,32.4374,25.2643,64.5,6.63,288.9,0.9890000000000001,10.5
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,11,8.126,32.4362,25.2685,64.3,6.64,289.1,1.0290000000000001,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,12,8.1307,32.4345,25.2665,64.3,6.64,289.1,1.0190000000000001,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,12,8.122,32.4347,25.2679,64.3,6.63,288.8,0.703,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,12,8.1619,32.4365,25.2635,64.3,6.63,288.8,0.7340000000000001,57.2
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,12,8.1616,32.4375,25.2643,64.7,6.64,289.0,0.9740000000000001,10.1
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,12,8.1276,32.4361,25.2682,64.3,6.64,289.0,1.0290000000000001,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,13,8.1312,32.4344,25.2663,64.3,6.63,288.9,1.051,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,13,8.1225,32.4347,25.2678,64.3,6.63,288.9,0.691,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,13,8.1627,32.4366,25.2634,64.3,6.64,289.0,0.743,52.7
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,13,8.1616,32.4374,25.2642,64.7,6.64,289.3,1.014,9.5
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,13,8.129,32.4361,25.268,64.3,6.64,289.2,1.021,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,14,8.132,32.4344,25.2662,64.3,6.64,289.3,1.018,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,14,8.1224,32.4347,25.2678,64.3,6.64,289.0,0.731,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,14,8.1622,32.4367,25.2636,64.3,6.63,288.9,0.747,51.4
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,14,8.1608,32.4376,25.2645,64.7,6.63,288.8,0.982,8.8
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,14,8.1341,32.4359,25.2671,64.3,6.63,288.7,1.043,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,15,8.1336,32.4344,25.266,64.3,6.62,288.1,1.04,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,15,8.1228,32.4349,25.2679,64.3,6.63,288.8,0.769,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,15,8.1622,32.4365,25.2634,64.3,6.64,289.2,0.7759999999999999,50.5
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,15,8.1604,32.4375,25.2645,64.7,6.63,288.7,1.025,8.4
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,15,8.1378,32.4356,25.2663,64.2,6.64,289.1,1.06,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,16,8.1345,32.4344,25.2658,64.3,6.62,288.0,1.047,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,16,8.1236,32.4347,25.2677,64.3,6.64,289.0,0.7509999999999999,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,16,8.1624,32.4366,25.2635,64.3,6.64,289.0,0.8320000000000001,45.1
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,16,8.1599,32.4374,25.2645,64.6,6.63,288.6,1.023,7.9
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,16,8.1377,32.4358,25.2665,64.2,6.62,288.3,1.077,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,17,8.1348,32.4344,25.2658,64.2,6.57,286.2,1.014,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,17,8.1236,32.4348,25.2677,64.3,6.63,288.9,0.774,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,17,8.1626,32.4367,25.2635,64.3,6.64,289.0,0.85,39.7
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,17,8.1601,32.4374,25.2644,64.6,6.62,288.3,1.005,7.3
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,17,8.1371,32.4358,25.2665,64.3,6.64,289.1,1.093,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,18,8.1347,32.4344,25.2658,64.2,6.61,287.9,1.0270000000000001,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,18,8.1237,32.4348,25.2677,64.3,6.63,288.8,0.8029999999999999,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,18,8.1626,32.4365,25.2634,64.3,6.63,288.9,1.01,37.1
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,18,8.1601,32.4373,25.2644,64.6,6.62,288.3,0.985,6.7
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,18,8.1384,32.4358,25.2664,64.2,6.63,288.9,1.081,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,19,8.1347,32.4343,25.2657,64.2,6.64,289.0,1.075,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,19,8.1234,32.4349,25.2678,64.3,6.64,289.1,0.833,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,19,8.1632,32.4367,25.2634,64.3,6.63,288.6,0.96,35.3
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,19,8.1605,32.4375,25.2645,64.7,6.64,289.0,0.9890000000000001,6.2
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,19,8.1384,32.4357,25.2663,64.2,6.64,289.0,1.035,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,20,8.1349,32.4343,25.2657,64.3,6.64,289.3,1.046,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,20,8.1234,32.4349,25.2678,64.3,6.63,288.7,0.84,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,20,8.1631,32.4368,25.2635,64.3,6.63,288.7,0.924,34.2
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,20,8.1608,32.4373,25.2643,64.7,6.63,288.7,0.982,5.8
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,20,8.1383,32.4358,25.2664,64.2,6.64,289.0,1.089,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,21,8.1347,32.4344,25.2658,64.3,6.64,289.0,1.015,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,21,8.1233,32.4347,25.2677,64.3,6.63,288.7,0.865,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,21,8.1635,32.4367,25.2634,64.3,6.63,288.7,0.975,33.3
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,21,8.161,32.4375,25.2644,64.7,6.64,289.2,0.982,5.6
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,21,8.1385,32.4359,25.2664,64.3,6.64,289.1,1.062,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,22,8.1346,32.4344,25.2658,64.3,6.64,289.2,1.032,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,22,8.1238,32.4347,25.2676,64.3,6.63,288.8,0.857,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,22,8.1648,32.4367,25.2632,64.3,6.62,288.4,0.966,31.3
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,22,8.1602,32.4374,25.2644,64.7,6.63,288.8,0.9890000000000001,5.3
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,22,8.1383,32.4358,25.2664,64.3,6.64,289.1,1.041,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,23,8.1348,32.4344,25.2658,64.3,6.64,289.0,1.033,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,23,8.1241,32.4348,25.2677,64.3,6.62,288.5,0.86,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,23,8.1651,32.4366,25.2631,64.3,6.58,286.5,0.966,29.4
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,23,8.1615,32.4375,25.2643,64.7,6.63,288.7,0.9440000000000001,5.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,23,8.1386,32.4357,25.2663,64.2,6.63,288.7,1.0759999999999998,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,24,8.1351,32.4344,25.2657,64.2,6.62,288.3,1.036,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,24,8.1244,32.4348,25.2676,64.3,6.64,289.3,0.855,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,24,8.1642,32.4367,25.2633,64.3,6.62,288.0,0.978,27.8
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,24,8.162,32.4376,25.2643,64.7,6.63,288.8,0.95,4.7
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,24,8.1387,32.4357,25.2662,64.3,6.64,289.0,1.0390000000000001,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,25,8.1355,32.4343,25.2656,64.3,6.63,288.9,1.043,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,25,8.1244,32.4348,25.2676,64.3,6.64,289.0,0.873,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,25,8.1639,32.4369,25.2635,64.3,6.64,289.0,0.987,25.8
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,25,8.1613,32.4376,25.2644,64.7,6.63,288.8,0.975,4.4
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,25,8.1391,32.4356,25.2661,64.3,6.64,289.1,1.0290000000000001,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,26,8.1355,32.4344,25.2657,64.3,6.64,289.2,1.041,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,26,8.1241,32.4349,25.2677,64.3,6.64,289.0,0.915,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,26,8.1641,32.4367,25.2633,64.3,6.63,288.9,0.991,24.4
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,26,8.1613,32.4375,25.2644,64.7,6.63,288.8,0.9890000000000001,4.1
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,26,8.1393,32.4356,25.2661,64.3,6.64,289.1,1.0290000000000001,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,27,8.1353,32.4345,25.2658,64.2,6.64,289.0,1.045,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,27,8.1242,32.4349,25.2677,64.3,6.64,289.2,0.8809999999999999,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,27,8.1642,32.4368,25.2634,64.3,6.63,288.9,0.9940000000000001,23.6
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,27,8.1619,32.4375,25.2643,64.7,6.64,289.0,1.008,4.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,27,8.1393,32.4358,25.2662,64.2,6.62,288.4,1.031,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,28,8.1355,32.4344,25.2657,64.3,6.64,289.0,1.052,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,28,8.1245,32.4346,25.2674,64.3,6.63,288.8,0.951,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,28,8.1644,32.4367,25.2633,64.3,6.64,289.0,1.003,22.8
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,28,8.1617,32.4376,25.2644,64.9,6.63,288.7,1.024,3.8
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,28,8.1395,32.4358,25.2662,64.3,6.63,288.7,1.042,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,29,8.1353,32.4343,25.2656,64.3,6.63,288.7,1.006,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,29,8.126,32.4347,25.2673,64.3,6.64,289.0,0.9520000000000001,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,29,8.1648,32.4367,25.2632,64.3,6.64,289.1,0.987,21.8
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,29,8.1622,32.4374,25.2641,64.8,6.62,288.4,1.0290000000000001,3.7
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,29,8.1393,32.4358,25.2662,64.3,6.64,289.1,0.9990000000000001,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,30,8.1354,32.4345,25.2658,64.3,6.64,289.0,0.966,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,30,8.1277,32.4346,25.267,64.4,6.63,288.9,0.978,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,30,8.165,32.4368,25.2633,64.3,6.64,289.2,0.968,20.7
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,30,8.1621,32.4374,25.2642,64.7,6.63,288.7,1.022,3.5
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,30,8.1391,32.4358,25.2663,64.2,6.63,288.7,1.032,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,31,8.1357,32.4343,25.2656,64.3,6.62,288.3,0.9620000000000001,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,31,8.1274,32.4346,25.267,64.3,6.64,289.0,0.9670000000000001,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,31,8.1648,32.4369,25.2634,64.3,6.64,289.0,0.997,19.3
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,31,8.162,32.4374,25.2642,64.7,6.63,288.6,0.993,3.3
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,31,8.139,32.4358,25.2663,64.3,6.64,289.0,1.054,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,32,8.1359,32.4344,25.2656,64.3,6.64,289.1,0.97,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,32,8.1263,32.4347,25.2673,64.3,6.63,288.9,0.997,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,32,8.1646,32.437,25.2635,64.3,6.63,288.9,0.998,18.7
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,32,8.1619,32.4375,25.2643,64.8,6.61,287.6,1.006,3.2
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,32,8.1392,32.4356,25.2661,64.3,6.64,289.3,1.125,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,33,8.1359,32.4344,25.2656,64.3,6.64,289.1,0.982,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,33,8.1258,32.4348,25.2674,64.3,6.64,289.0,0.993,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,33,8.1651,32.4368,25.2632,64.3,6.62,288.1,0.9990000000000001,18.1
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,33,8.1618,32.4374,25.2642,64.8,6.62,288.3,1.022,3.0
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,33,8.1393,32.4357,25.2661,64.3,6.64,289.1,1.067,
2014-01-0041.ctd,UTC,19-02-14, 15:33,41,49.99967,-144.99867,P26,Mid-ship,34,8.1355,32.4345,25.2658,64.3,6.63,288.8,1.015,
2014-01-0043.ctd,UTC,19-02-14, 19:24,43,50.00033,-144.99899,P26,Mid-ship,34,8.126,32.4347,25.2673,64.3,6.63,288.9,0.996,
2014-01-0046.ctd,UTC,20-02-14, 00:17,46,50.00067,-144.9985,P26,Mid-ship,34,8.1656,32.4366,25.263,64.3,6.61,287.9,0.9940000000000001,17.2
2014-01-0048.ctd,UTC,20-02-14, 02:27,48,50.0,-144.99867,P26,Mid-ship,34,8.1621,32.4374,25.2642,64.8,6.64,289.0,0.996,2.9
2014-01-0049.ctd,UTC,20-02-14, 03:14,49,49.99967,-144.99817,P26,Mid-ship,34,8.1393,32.4357,25.2661,64.3,6.63,288.7,1.055,
