File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD [mg/m^3],PAR:CTD [µE/m^2/sec]
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,8.0,9.5367,32.5534,25.1438,53.4,6.94,302.1,0.5529999999999999,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,8.0,9.4975,32.5556,25.1518,52.2,6.95,302.7,0.308,250.5
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,8.0,9.5021,32.5597,25.1543,53.1,6.95,302.5,0.27,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,8.0,9.6114,32.5697,25.1445,53.3,6.96,303.2,0.337,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,8.0,9.5898,32.5681,25.1467,52.9,6.95,302.5,0.6809999999999999,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,8.0,9.5697,32.5646,25.1472,53.0,6.91,301.1,0.698,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,8.0,9.5254,32.5668,25.1561,53.5,6.93,301.7,0.789,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,9.0,9.1793,32.5577,25.2041,53.1,7.02,305.9,0.737,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,9.0,9.5543,32.5531,25.1407,53.4,6.93,301.8,0.61,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,9.0,9.4847,32.5565,25.1546,53.3,6.93,301.8,0.58,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,9.0,9.4965,32.5556,25.151999999999997,52.9,6.96,303.3,0.326,197.0
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,9.0,9.5102,32.559,25.1524,53.1,6.97,303.5,0.278,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,9.0,9.6134,32.5692,25.1438,53.3,6.94,302.3,0.353,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,9.0,9.5899,32.5681,25.1467,53.1,6.95,302.4,0.7140000000000001,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,9.0,9.5689,32.5646,25.1474,53.1,6.91,300.7,0.7140000000000001,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,9.0,9.5273,32.5668,25.1558,53.4,6.93,301.8,0.746,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,10.0,9.138,32.5566,25.2097,53.1,7.03,306.1,0.762,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,10.0,9.4926,32.5546,25.1518,53.4,6.93,301.9,0.618,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,10.0,9.3001,32.5595,25.1864,52.9,6.93,301.7,0.638,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,10.0,9.475,32.5563,25.156,53.0,6.97,303.4,0.341,183.1
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,10.0,9.5162,32.5586,25.1512,53.0,6.95,302.8,0.297,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,10.0,9.5945,32.5698,25.1473,53.3,6.94,302.4,0.371,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,10.0,9.5893,32.5682,25.1469,53.0,6.95,302.5,0.664,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,10.0,9.5665,32.5644,25.1476,53.3,6.93,301.7,0.6990000000000001,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,10.0,9.5275,32.5668,25.1558,53.5,6.92,301.5,0.762,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,11.0,9.1329,32.5563,25.2103,53.1,7.04,306.5,0.7909999999999999,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,11.0,9.359,32.5585,25.1762,53.3,6.96,303.1,0.6579999999999999,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,11.0,9.0826,32.561,25.2218,52.8,6.98,303.9,0.7020000000000001,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,11.0,9.4291,32.5561,25.1632,52.9,6.97,303.4,0.37200000000000005,180.6
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,11.0,9.5471,32.5595,25.1469,53.0,6.95,302.5,0.297,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,11.0,9.5986,32.569,25.146,53.3,6.96,302.9,0.391,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,11.0,9.5906,32.5681,25.1466,53.1,6.94,302.3,0.687,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,11.0,9.5665,32.5643,25.1475,53.3,6.93,301.9,0.706,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,11.0,9.529,32.5668,25.1555,53.4,6.92,301.4,0.7390000000000001,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,12.0,9.1249,32.5568,25.2119,53.1,7.05,307.0,0.8,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,12.0,9.1699,32.5604,25.2076,53.1,6.98,304.1,0.701,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,12.0,8.9394,32.5595,25.2429,52.5,7.03,306.3,0.7340000000000001,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,12.0,9.4324,32.556,25.1626,52.9,6.96,303.2,0.387,171.6
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,12.0,9.4743,32.5606,25.1595,53.0,6.97,303.3,0.313,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,12.0,9.5725,32.5692,25.1504,53.3,6.96,303.1,0.42700000000000005,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,12.0,9.5904,32.5682,25.1467,53.1,6.93,301.8,0.659,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,12.0,9.5448,32.5641,25.1509,52.9,6.94,302.1,0.696,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,12.0,9.5284,32.5668,25.1556,53.3,6.94,302.1,0.732,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,13.0,9.0813,32.5581,25.2197,53.1,7.05,307.0,0.787,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,13.0,9.0266,32.5607,25.2303,53.0,7.01,305.1,0.6990000000000001,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,13.0,8.9254,32.556999999999995,25.2431,52.4,7.06,307.6,0.77,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,13.0,9.4138,32.5564,25.1659,52.8,6.96,303.0,0.4,160.6
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,13.0,9.4183,32.5597,25.1677,53.0,6.98,304.0,0.335,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,13.0,9.5212,32.57,25.1593,53.1,6.95,302.5,0.46299999999999997,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,13.0,9.5883,32.5681,25.147,53.1,6.94,302.2,0.6659999999999999,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,13.0,9.4647,32.5621,25.1622,52.9,6.95,302.7,0.7190000000000001,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,13.0,9.5287,32.5668,25.1556,53.3,6.93,301.7,0.735,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,14.0,9.0452,32.5571,25.2246,53.1,7.06,307.6,0.797,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,14.0,8.9529,32.5583,25.2399,52.9,7.03,306.1,0.7070000000000001,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,14.0,8.9095,32.5551,25.2441,52.5,7.08,308.4,0.809,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,14.0,9.3817,32.5568,25.1713,53.0,6.97,303.5,0.42700000000000005,156.0
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,14.0,9.3892,32.5588,25.1717,53.1,6.99,304.4,0.359,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,14.0,9.3948,32.5703,25.1798,52.8,6.95,302.6,0.48,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,14.0,9.5808,32.568000000000005,25.1481,53.1,6.95,302.8,0.6629999999999999,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,14.0,9.3766,32.5608,25.1752,52.9,6.99,304.3,0.7509999999999999,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,14.0,9.5287,32.5668,25.1556,53.4,6.93,301.6,0.741,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,15.0,9.0224,32.5574,25.2284,53.0,7.07,307.7,0.794,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,15.0,8.9082,32.5577,25.2463,53.0,7.05,306.9,0.76,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,15.0,8.8967,32.5533,25.2446,52.5,7.09,308.5,0.7859999999999999,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,15.0,9.3192,32.556999999999995,25.1814,52.8,6.98,304.0,0.46,155.7
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,15.0,9.3578,32.5586,25.1765,53.1,7.01,305.2,0.381,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,15.0,9.2147,32.5682,25.2067,52.2,7.0,305.0,0.51,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,15.0,9.5755,32.5678,25.1488,53.1,6.93,301.6,0.665,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,15.0,9.2759,32.5581,25.1891,52.5,7.02,305.8,0.775,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,15.0,9.5285,32.5667,25.1555,53.4,6.93,301.8,0.736,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,16.0,8.9906,32.5569,25.2329,52.9,7.07,307.8,0.802,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,16.0,8.8833,32.5552,25.2482,52.9,7.06,307.3,0.812,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,16.0,8.8776,32.5532,25.2475,52.4,7.09,308.5,0.833,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,16.0,9.2742,32.5573,25.1888,52.8,7.0,304.9,0.48100000000000004,153.6
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,16.0,9.2972,32.5583,25.1859,52.9,6.99,304.5,0.42100000000000004,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,16.0,9.0384,32.563,25.2303,52.4,7.06,307.3,0.529,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,16.0,9.558,32.5685,25.1522,53.1,6.94,302.2,0.6809999999999999,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,16.0,9.2272,32.5563,25.1954,52.5,7.02,305.5,0.807,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,16.0,9.5268,32.5665,25.1556,53.4,6.93,301.8,0.7390000000000001,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,17.0,8.9591,32.5568,25.2377,52.9,7.06,307.5,0.821,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,17.0,8.8613,32.5547,25.2512,52.9,7.07,307.7,0.88,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,17.0,8.8096,32.5572,25.2611,52.2,7.09,308.7,0.8740000000000001,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,17.0,9.2301,32.5564,25.195,52.6,7.01,305.2,0.513,148.6
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,17.0,9.2429,32.5586,25.1947,52.8,6.98,304.1,0.43700000000000006,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,17.0,8.9736,32.5593,25.2374,52.5,7.07,307.8,0.573,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,17.0,9.4217,32.5671,25.173000000000002,53.0,6.98,303.8,0.693,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,17.0,9.1442,32.5568,25.2089,52.2,7.01,305.0,0.858,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,17.0,9.5276,32.5667,25.1557,53.1,6.95,302.6,0.754,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,17.9,9.2728,32.563,25.1934,52.9,6.98,303.9,0.71,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,18.0,8.9371,32.5561,25.2406,52.8,7.05,307.2,0.843,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,18.0,8.8057,32.5559,25.2607,52.8,7.09,308.6,0.81,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,18.0,8.7052,32.5627,25.2814,51.9,7.12,309.9,0.9309999999999999,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,18.0,9.1749,32.5572,25.2044,52.6,7.02,305.5,0.5529999999999999,143.2
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,18.0,9.1181,32.5627,25.2176,52.4,7.02,305.8,0.491,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,18.0,8.8852,32.5599,25.2516,52.0,7.1,309.3,0.611,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,18.0,8.8954,32.5614,25.2512,52.0,7.05,307.0,0.899,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,18.0,9.5274,32.5666,25.1556,53.4,6.92,301.2,0.758,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,19.0,8.9247,32.5557,25.2422,52.8,7.06,307.5,0.866,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,19.0,8.7769,32.555,25.2644,52.5,7.1,309.3,0.8440000000000001,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,19.0,8.6145,32.5656,25.2974,52.0,7.14,311.1,0.965,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,19.0,9.1147,32.558,25.2144,52.1,7.01,305.0,0.583,137.3
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,19.0,8.9254,32.5633,25.248,51.7,7.06,307.6,0.521,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,19.0,8.8074,32.5604,25.2639,51.6,7.12,310.2,0.667,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,19.0,9.16,32.5608,25.2095,52.5,7.0,304.8,0.753,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,19.0,8.7529,32.5598,25.2718,52.1,7.11,309.4,0.93,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,19.0,9.4944,32.5668,25.1611,53.1,6.93,301.7,0.763,
2009-09-0071.ctd,UTC,14/06/2009, 12:20,71,50.001670000000004,-144.99899,P26,20.0,8.8996,32.5557,25.2461,52.6,7.06,307.3,0.871,
2009-09-0073.ctd,UTC,14/06/2009, 16:49,73,49.99866,-145.00301000000002,P26,20.0,8.7679,32.5551,25.2658,52.4,7.09,308.7,0.86,
2009-09-0074.ctd,UTC,14/06/2009, 17:38,74,50.000170000000004,-145.0005,P26,20.0,8.5842,32.5654,25.3018,52.1,7.15,311.2,1.0170000000000001,
2009-09-0075.ctd,UTC,14/06/2009, 20:15,75,49.99883,-145.00066999999999,P26,20.0,9.026,32.56,25.2299,52.2,7.03,306.1,0.634,129.1
2009-09-0076.ctd,UTC,14/06/2009, 22:17,76,49.99933,-144.99966,P26,20.0,8.8868,32.5593,25.2509,51.7,7.09,308.5,0.562,
2009-09-0079.ctd,UTC,15/06/2009, 02:32,79,49.999829999999996,-145.00017,P26,20.0,8.7483,32.5624,25.2746,51.5,7.11,309.4,0.705,
2009-09-0080.ctd,UTC,15/06/2009, 05:03,80,49.9995,-145.00101,P26,20.0,8.9833,32.5609,25.2372,52.2,7.05,306.8,0.8009999999999999,
2009-09-0081.ctd,UTC,15/06/2009, 07:07,81,50.0,-145.00133,P26,20.0,8.6736,32.559,25.2833,52.0,7.14,310.9,0.9640000000000001,
2009-09-0082.ctd,UTC,15/06/2009, 08:54,82,50.0005,-144.99983,P26,20.0,9.2512,32.5655,25.1988,52.8,6.98,303.8,0.8079999999999999,
