File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD [mg/m^3],PAR:CTD [µE/m^2/sec]
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,3.3,7.1156,31.5568,24.7181,48.4,6.47,281.9,0.766,0.2
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,4,7.1152,31.5568,24.7182,49.4,6.45,281.1,0.767,0.1
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,5,7.1151,31.5565,24.7179,49.4,6.45,281.2,0.779,0.1
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,6,7.117,31.5573,24.7183,49.3,6.46,281.6,0.765,0
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,7,7.1194,31.5589,24.7193,49.3,6.46,281.6,0.755,0
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,8,7.1198,31.5595,24.7197,49.4,6.46,281.3,0.771,0
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,9,7.1162,31.5568,24.718,49.4,6.45,280.8,0.783,0
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,10,7.1213,31.5613,24.7209,49.4,6.44,280.6,0.79,0
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,11,7.1405,31.5794,24.7326,49.4,6.44,280.5,0.771,0
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,12,7.1716,31.6133,24.7551,49.5,6.43,280.2,0.781,0
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,13,7.216,31.6609,24.7866,50,6.41,279.4,0.801,0
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,14,7.3328,31.7891,24.8717,50.6,6.4,278.8,0.838,0
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,15,7.4446,31.9087,24.9505,51.1,6.38,278,0.815,0
2009-03-0003.ctd,UTC,29/01/2009, 13:13,3,48.5745,-125.49934,P1,16,7.5058,31.9497,24.9744,51.7,6.36,277.2,0.826,0
