File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,PAR:CTD [µE/m^2/sec]
2016-08-0084.ctd,UTC,25-08-16, 20:49,84,50.0015,-144.99783,P26,Mid-ship,2.4,16.4283,32.5226,23.7723,50.9,5.94,259.0,0.316,703.4
2016-08-0085.ctd,UTC,25-08-16, 21:30,85,50.00067,-144.99916000000002,P26,Mid-ship,2.4,16.4728,32.5229,23.7623,51.1,5.96,259.7,0.297,759.0
2016-08-0085.ctd,UTC,25-08-16, 21:30,85,50.00067,-144.99916000000002,P26,Mid-ship,2.8,16.4724,32.523,23.7625,51.1,5.96,259.7,0.312,701.1
2016-08-0084.ctd,UTC,25-08-16, 20:49,84,50.0015,-144.99783,P26,Mid-ship,2.9,16.4241,32.5229,23.7734,50.9,5.94,258.9,0.315,637.1
2016-08-0094.ctd,UTC,27-08-16, 02:04,94,49.99933,-145.0005,P26,Mid-ship,3.2,16.3081,32.5269,23.8029,52.6,5.87,256.1,0.628,217.1
2016-08-0084.ctd,UTC,25-08-16, 20:49,84,50.0015,-144.99783,P26,Mid-ship,4.0,16.4098,32.5231,23.7769,51.1,5.93,258.7,0.33,574.1
2016-08-0085.ctd,UTC,25-08-16, 21:30,85,50.00067,-144.99916000000002,P26,Mid-ship,4.0,16.4497,32.5233,23.7679,51.1,5.96,259.7,0.341,584.8
2016-08-0094.ctd,UTC,27-08-16, 02:04,94,49.99933,-145.0005,P26,Mid-ship,4.0,16.3022,32.5271,23.8044,52.6,5.88,256.2,0.601,184.5
2016-08-0086.ctd,UTC,25-08-16, 22:50,86,50.0,-145.0,P26,Mid-ship,4.1,16.4858,32.5221,23.7587,50.5,5.96,259.8,0.342,
2016-08-0091.ctd,UTC,26-08-16, 13:56,91,49.99933,-145.00217,P26,Mid-ship,4.1,16.2835,32.5228,23.8054,52.3,5.89,256.8,0.9540000000000001,0.0
2016-08-0090.ctd,UTC,26-08-16, 12:00,90,49.99967,-145.0,P26,Mid-ship,4.2,16.3372,32.5228,23.7932,51.7,5.92,258.1,1.187,0.0
2016-08-0084.ctd,UTC,25-08-16, 20:49,84,50.0015,-144.99783,P26,Mid-ship,5.0,16.3869,32.5234,23.7823,51.1,5.91,257.8,0.341,471.5
2016-08-0085.ctd,UTC,25-08-16, 21:30,85,50.00067,-144.99916000000002,P26,Mid-ship,5.0,16.4057,32.5236,23.7782,50.8,5.95,259.4,0.371,525.1
2016-08-0086.ctd,UTC,25-08-16, 22:50,86,50.0,-145.0,P26,Mid-ship,5.0,16.4805,32.5222,23.76,50.5,5.96,260.1,0.355,
2016-08-0088.ctd,UTC,26-08-16, 06:32,88,49.99866,-145.0,P26,Mid-ship,5.0,16.3815,32.5233,23.7835,50.5,5.93,258.8,1.274,
