File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,590.0,3.6696,34.1941,27.2041,67.5,0.69,30.0,0.037000000000000005,0.146,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,590.0,3.6381,34.2039,27.215,67.4,0.66,28.6,0.040999999999999995,0.146,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,590.0,3.6783,34.1908,27.2006,67.4,0.7,30.2,0.04,0.16,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,590.0,3.6163,34.2104,27.2224,67.4,0.66,28.6,0.049,0.14800000000000002,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,591.0,3.6244,34.2057,27.2178,67.4,0.65,28.3,0.037000000000000005,0.14800000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,591.0,3.6691,34.1945,27.2045,67.5,0.69,29.9,0.037000000000000005,0.155,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,591.0,3.6319,34.2054,27.2168,67.4,0.66,28.6,0.037000000000000005,0.138,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,591.0,3.6751,34.1932,27.2029,67.4,0.7,30.2,0.040999999999999995,0.142,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,591.0,3.615,34.2107,27.2227,67.4,0.65,28.4,0.049,0.136,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,592.0,3.6204,34.2063,27.2187,67.5,0.65,28.4,0.037000000000000005,0.141,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,592.0,3.6675,34.1953,27.2053,67.5,0.69,29.9,0.038,0.149,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,592.0,3.6275,34.2062,27.2179,67.4,0.66,28.6,0.037000000000000005,0.149,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,592.0,3.6737,34.1939,27.2036,67.4,0.7,30.3,0.04,0.146,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,592.0,3.612,34.2117,27.2238,67.4,0.65,28.3,0.049,0.14400000000000002,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,592.7,3.6203,34.2062,27.2186,67.5,0.65,28.3,0.037000000000000005,0.151,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,593.0,3.6653,34.1962,27.2062,67.5,0.69,29.9,0.037000000000000005,0.139,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,593.0,3.6256,34.2065,27.2183,67.4,0.66,28.6,0.037000000000000005,0.152,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,593.0,3.6101,34.2124,27.2246,67.5,0.65,28.4,0.049,0.132,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,593.1,3.6721,34.1944,27.2041,67.5,0.69,30.2,0.037000000000000005,0.135,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,593.6,3.6714,34.1947,27.2044,67.5,0.7,30.2,0.049,0.142,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,594.0,3.6639999999999997,34.1964,27.2065,67.5,0.69,29.9,0.040999999999999995,0.152,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,594.0,3.6244,34.2067,27.2186,67.4,0.66,28.5,0.037000000000000005,0.139,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,594.0,3.608,34.2132,27.2254,67.4,0.66,28.6,0.049,0.142,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,594.1,3.6183,34.2065,27.2191,67.4,0.64,27.9,0.037000000000000005,0.163,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,595.0,3.6149,34.2074,27.2201,67.5,0.64,27.8,0.037000000000000005,0.154,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,595.0,3.6636,34.1965,27.2066,67.5,0.69,29.9,0.043,0.14800000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,595.0,3.6242,34.2068,27.2187,67.4,0.66,28.6,0.040999999999999995,0.154,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,595.0,3.6698,34.1958,27.2055,67.3,0.7,30.3,0.038,0.145,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,595.0,3.6063,34.2135,27.2258,67.4,0.66,28.5,0.049,0.16,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,596.0,3.6119,34.208,27.2209,67.5,0.64,27.7,0.037000000000000005,0.14300000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,596.0,3.6615,34.1973,27.2075,67.5,0.68,29.7,0.040999999999999995,0.146,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,596.0,3.6688,34.1967,27.2063,67.0,0.69,30.2,0.037000000000000005,0.161,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,596.0,3.6060000000000003,34.2137,27.226,67.4,0.65,28.5,0.049,0.153,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,596.1,3.6241,34.2067,27.2186,67.4,0.65,28.5,0.037000000000000005,0.147,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,596.9,3.6236,34.2072,27.2191,67.4,0.65,28.2,0.037000000000000005,0.16,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,597.0,3.61,34.208,27.2211,67.5,0.64,27.8,0.037000000000000005,0.14800000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,597.0,3.6594,34.1987,27.2088,67.5,0.68,29.6,0.04,0.153,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,597.0,3.6688,34.1966,27.2062,67.4,0.69,30.1,0.037000000000000005,0.142,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,597.0,3.6060000000000003,34.2136,27.2259,67.4,0.66,28.6,0.049,0.145,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,598.0,3.6086,34.208,27.2212,67.5,0.64,27.7,0.037000000000000005,0.145,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,598.0,3.6569,34.1997,27.2098,67.5,0.68,29.5,0.045,0.158,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,598.0,3.6218,34.2081,27.22,67.4,0.64,27.9,0.037000000000000005,0.159,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,598.0,3.6685,34.1968,27.2064,67.4,0.69,30.2,0.037000000000000005,0.147,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,598.4,3.6064,34.2137,27.226,67.4,0.65,28.4,0.049,0.174,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,599.0,3.6069999999999998,34.2082,27.2215,67.5,0.63,27.6,0.037000000000000005,0.14,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,599.0,3.6507,34.202,27.2123,67.5,0.67,29.2,0.037000000000000005,0.146,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,599.0,3.6159,34.209,27.2213,67.4,0.64,27.9,0.037000000000000005,0.14300000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,599.0,3.6685,34.1971,27.2066,67.4,0.69,30.2,0.037000000000000005,0.159,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,599.0,3.6055,34.2141,27.2264,67.4,0.65,28.4,0.049,0.13699999999999998,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,600.0,3.6068,34.2082,27.2215,67.3,0.63,27.2,0.037000000000000005,0.147,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,600.0,3.6457,34.2032,27.2137,67.5,0.67,29.0,0.037000000000000005,0.14300000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,600.0,3.609,34.2095,27.2224,67.4,0.63,27.6,0.037000000000000005,0.154,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,600.0,3.6681,34.1972,27.2067,67.4,0.69,30.2,0.037000000000000005,0.146,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,600.0,3.6044,34.2149,27.2271,67.4,0.66,28.6,0.049,0.138,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,600.9,3.5982,34.2106,27.2243,67.2,0.62,27.1,0.037000000000000005,0.151,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,601.0,3.6409,34.2038,27.2147,67.5,0.66,28.9,0.042,0.147,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,601.0,3.6049,34.2105,27.2236,67.3,0.63,27.5,0.037000000000000005,0.152,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,601.0,3.6668,34.1978,27.2073,67.4,0.69,30.1,0.037000000000000005,0.141,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,601.0,3.6039999999999996,34.2152,27.2274,67.4,0.66,28.5,0.049,0.126,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,601.7,3.6042,34.2149,27.2271,67.5,0.65,28.5,0.049,0.161,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,602.0,3.5925,34.2114,27.2255,67.4,0.62,27.1,0.037000000000000005,0.152,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,602.0,3.6362,34.2044,27.2156,67.5,0.66,28.8,0.04,0.159,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,602.0,3.6005,34.2112,27.2245,67.3,0.63,27.5,0.037000000000000005,0.14800000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,602.0,3.6639,34.1989,27.2085,67.5,0.69,30.0,0.037000000000000005,0.145,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,603.0,3.5915,34.2115,27.2257,67.5,0.62,27.0,0.037000000000000005,0.153,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,603.0,3.635,34.2047,27.215999999999998,67.5,0.66,28.7,0.037000000000000005,0.158,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,603.0,3.5961,34.2122,27.2258,67.4,0.63,27.4,0.037000000000000005,0.141,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,603.0,3.6613,34.1999,27.2096,67.5,0.69,29.8,0.037000000000000005,0.151,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,604.0,3.6329,34.2052,27.2166,67.5,0.66,28.6,0.037000000000000005,0.151,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,604.0,3.5922,34.2131,27.2269,67.4,0.62,27.2,0.039,0.142,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,604.0,3.6593,34.2008,27.2105,67.4,0.69,29.8,0.037000000000000005,0.139,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,604.1,3.5899,34.2117,27.226,67.5,0.62,26.9,0.037000000000000005,0.149,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,604.9,3.5892,34.2139,27.2278,67.4,0.62,26.9,0.037000000000000005,0.159,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,605.0,3.5891,34.2119,27.2262,67.5,0.62,26.9,0.037000000000000005,0.146,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,605.0,3.6283,34.2062,27.2178,67.5,0.65,28.3,0.042,0.14800000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,605.0,3.6567,34.2018,27.2115,67.5,0.69,29.8,0.037000000000000005,0.158,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,606.0,3.5891,34.2123,27.2265,67.5,0.61,26.6,0.037000000000000005,0.158,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,606.0,3.6237,34.207,27.2189,67.4,0.65,28.2,0.037000000000000005,0.166,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,606.0,3.5848,34.2144,27.2286,67.4,0.62,26.8,0.037000000000000005,0.127,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,606.0,3.6534,34.2026,27.2125,67.5,0.68,29.7,0.037000000000000005,0.141,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,607.0,3.5876,34.2132,27.2274,67.5,0.62,26.7,0.037000000000000005,0.149,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,607.0,3.62,34.208,27.2201,67.4,0.65,28.2,0.037000000000000005,0.177,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,607.0,3.5836,34.2148,27.2291,67.4,0.62,27.0,0.040999999999999995,0.142,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,607.1,3.6489999999999996,34.2035,27.2136,67.5,0.68,29.5,0.037000000000000005,0.14300000000000002,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,608.0,3.5829,34.2142,27.2287,67.5,0.61,26.7,0.037000000000000005,0.141,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,608.0,3.6184,34.2084,27.2206,67.5,0.65,28.1,0.037000000000000005,0.151,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,608.0,3.5805,34.2153,27.2298,67.4,0.62,27.0,0.037000000000000005,0.154,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,608.0,3.6454,34.2044,27.2147,67.4,0.68,29.4,0.037000000000000005,0.157,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,609.0,3.5777,34.215,27.2298,67.5,0.62,26.7,0.037000000000000005,0.133,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,609.0,3.6142,34.2093,27.2217,67.5,0.64,27.9,0.037000000000000005,0.174,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,609.0,3.5771,34.2159,27.2306,67.4,0.62,27.1,0.04,0.163,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,609.0,3.6424,34.2052,27.2156,67.5,0.67,29.3,0.037000000000000005,0.157,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,610.0,3.5762,34.2154,27.2303,67.5,0.62,26.8,0.037000000000000005,0.146,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,610.0,3.6103,34.2101,27.2227,67.5,0.64,27.9,0.037000000000000005,0.152,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,610.0,3.6389,34.2062,27.2168,67.4,0.67,29.2,0.037000000000000005,0.151,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,610.4,3.5743,34.2168,27.2316,67.4,0.61,26.5,0.037000000000000005,0.127,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,611.0,3.5771,34.2167,27.2312,67.5,0.61,26.6,0.037000000000000005,0.14400000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,611.0,3.6064,34.2106,27.2235,67.5,0.64,27.8,0.042,0.147,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,611.0,3.5722,34.2171,27.232,67.4,0.61,26.5,0.045,0.15,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,611.0,3.6378,34.2065,27.2171,67.5,0.67,29.2,0.042,0.139,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,612.0,3.5735,34.2178,27.2324,67.5,0.61,26.5,0.037000000000000005,0.153,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,612.0,3.5706,34.2175,27.2325,67.4,0.61,26.5,0.04,0.131,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,612.0,3.6352,34.2071,27.2179,67.4,0.67,29.0,0.037000000000000005,0.141,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,612.1,3.6027,34.2116,27.2246,67.5,0.64,27.7,0.040999999999999995,0.142,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,613.0,3.5697,34.2185,27.2334,67.5,0.61,26.3,0.037000000000000005,0.14300000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,613.0,3.5993,34.2123,27.2255,67.5,0.63,27.5,0.037000000000000005,0.155,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,613.0,3.5695,34.2176,27.2327,67.4,0.61,26.5,0.037000000000000005,0.16,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,613.0,3.6325,34.2079,27.2188,67.4,0.67,29.0,0.044000000000000004,0.16,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,614.0,3.5660000000000003,34.2191,27.2342,67.5,0.61,26.3,0.037000000000000005,0.16,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,614.0,3.5979,34.2127,27.226,67.4,0.63,27.6,0.040999999999999995,0.168,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,614.0,3.6302,34.2086,27.2196,67.4,0.67,29.0,0.037000000000000005,0.152,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,614.1,3.5676,34.2176,27.2329,67.4,0.61,26.4,0.037000000000000005,0.168,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,614.5,3.5677,34.2174,27.2327,67.4,0.61,26.4,0.037000000000000005,0.16899999999999998,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,615.0,3.5644,34.2197,27.2348,67.5,0.6,26.3,0.037000000000000005,0.159,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,615.0,3.5975,34.2127,27.226,67.5,0.63,27.5,0.037000000000000005,0.14300000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,615.0,3.6265,34.2095,27.2206,67.5,0.66,28.8,0.040999999999999995,0.163,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,616.0,3.5609,34.2204,27.2357,67.5,0.6,26.2,0.037000000000000005,0.162,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,616.0,3.5961,34.2132,27.2266,67.5,0.63,27.4,0.044000000000000004,0.17300000000000001,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,616.0,3.6238,34.2102,27.2215,67.5,0.66,28.8,0.037000000000000005,0.155,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,616.1,3.5675,34.2178,27.233,67.4,0.61,26.3,0.037000000000000005,0.134,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,617.0,3.5589999999999997,34.2208,27.2362,67.5,0.6,26.2,0.037000000000000005,0.14800000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,617.0,3.5953,34.2131,27.2266,67.5,0.63,27.2,0.038,0.14300000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,617.0,3.5671,34.2177,27.233,67.4,0.61,26.3,0.037000000000000005,0.158,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,617.0,3.6203,34.2109,27.2224,67.5,0.66,28.7,0.037000000000000005,0.149,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,618.0,3.5592,34.2209,27.2363,67.5,0.6,26.0,0.037000000000000005,0.135,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,618.0,3.5929,34.2137,27.2273,67.5,0.63,27.2,0.043,0.147,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,618.0,3.5669999999999997,34.2176,27.2329,67.4,0.6,26.3,0.037000000000000005,0.15,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,618.0,3.6182,34.2113,27.2229,67.5,0.66,28.6,0.040999999999999995,0.146,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,618.8,3.5668,34.2176,27.2329,67.4,0.61,26.3,0.037000000000000005,0.142,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,619.0,3.5882,34.2147,27.2285,67.5,0.62,27.0,0.040999999999999995,0.125,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,619.0,3.6177,34.2113,27.2229,67.5,0.66,28.6,0.037000000000000005,0.14400000000000002,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,619.1,3.5571,34.2212,27.2367,67.5,0.6,26.0,0.037000000000000005,0.14,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,619.9,3.5514,34.222,27.2379,67.5,0.6,25.9,0.037000000000000005,0.14800000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,620.0,3.5841,34.2153,27.2294,67.5,0.62,26.8,0.038,0.142,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,620.0,3.6180000000000003,34.2113,27.2229,67.5,0.66,28.5,0.037000000000000005,0.155,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,620.1,3.5671,34.2176,27.2329,67.4,0.6,26.1,0.042,0.139,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,621.0,3.5497,34.2226,27.2386,67.5,0.6,25.9,0.037000000000000005,0.146,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,621.0,3.582,34.2158,27.23,67.5,0.62,26.8,0.042,0.154,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,621.0,3.5658,34.2179,27.2333,67.4,0.6,26.1,0.037000000000000005,0.163,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,621.0,3.6176,34.2114,27.223000000000003,67.5,0.65,28.4,0.037000000000000005,0.15,
