File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,33,7.0467,31.6934,24.8347,59.3,5.93,258.5,1.091,1.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,34,7.0803,31.7269,24.8566,59.3,5.93,258.5,1.077,0.9
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,35,7.1009,31.7466,24.8694,59.2,5.91,257.6,1.131,0.8
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,36,7.11,31.7532,24.8734,59.1,5.9,257.1,1.266,0.7
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,37,7.1242,31.7703,24.8849,59.2,5.92,257.7,0.986,0.7
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,38,7.1288,31.7815,24.8931,59.2,5.93,258.2,0.914,0.6
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,39,7.1352,31.7944,24.9024,58.9,5.94,258.9,0.894,0.5
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,40,7.136,31.8052,24.9108,58.7,5.93,258.1,1.083,0.5
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,41,7.1694,31.8428,24.9359,58.5,5.78,251.5,0.935,0.4
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,42,7.193,31.8673,24.9521,58.3,5.77,251.5,0.9670000000000001,0.4
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,43,7.1961,31.873,24.9561,58.3,5.77,251.2,0.8320000000000001,0.3
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,44,7.1992,31.8816,24.9625,58.2,5.65,246.3,0.826,0.3
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,45,7.2057,31.8896,24.9679,58.0,5.58,242.8,0.809,0.3
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,46,7.2529,31.9404,25.0015,58.0,5.57,242.7,0.7809999999999999,0.2
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,47,7.2645,31.9631,25.0178,58.1,5.62,244.6,0.813,0.2
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,48,7.2585,31.9863,25.0368,58.0,5.59,243.5,0.768,0.2
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,49,7.3364,32.0496,25.0761,57.8,5.29,230.3,0.705,0.2
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,50,7.3662,32.0808,25.0965,57.9,5.25,228.6,0.63,0.1
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,51,7.3679,32.0854,25.0999,58.1,5.24,228.2,0.581,0.1
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,52,7.3735,32.0934,25.1054,58.4,5.25,228.6,0.604,0.1
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,53,7.3747,32.0971,25.1082,58.5,5.25,228.7,0.561,0.1
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,54,7.3741,32.0992,25.1099,58.4,5.25,228.7,0.56,0.1
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,55,7.375,32.1025,25.1124,58.4,5.25,228.7,0.5589999999999999,0.1
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,56,7.3765,32.1057,25.1147,58.4,5.24,228.2,0.5589999999999999,0.1
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,57,7.382000000000001,32.1122,25.1191,58.4,5.21,227.1,0.569,0.1
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,58,7.3933,32.125,25.1276,58.4,5.19,226.1,0.545,0.1
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,59,7.4034,32.1394,25.1375,58.1,5.18,225.6,0.575,0.1
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,60,7.405,32.1522,25.1474,58.2,5.17,225.0,0.575,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,61,7.4068,32.1563,25.1503,58.1,5.17,225.0,0.607,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,62,7.4116,32.1647,25.1563,58.1,5.15,224.2,0.555,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,63,7.4157,32.1691,25.1592,58.0,5.14,223.9,0.5,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,64,7.4266,32.1779,25.1646,57.9,5.12,222.9,0.521,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,65,7.4447,32.1915,25.1728,57.9,5.05,220.1,0.505,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,66,7.4761,32.2186,25.1898,57.9,4.99,217.1,0.483,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,67,7.5175,32.2518,25.2102,57.8,5.0,217.7,0.521,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,68,7.5436,32.2723,25.2226,57.6,5.04,219.3,0.525,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,69,7.5606,32.288000000000004,25.2326,57.6,4.88,212.7,0.48700000000000004,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,70,7.5782,32.3078,25.2457,57.5,4.86,211.5,0.466,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,71,7.6006,32.3305,25.2604,57.5,4.82,210.0,0.414,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,72,7.6178,32.3431,25.2679,57.3,4.8,209.2,0.43700000000000006,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,73,7.6334,32.3564,25.2762,57.2,4.83,210.3,0.44299999999999995,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,74,7.6451,32.3638,25.2804,57.1,4.88,212.7,0.425,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,76,7.6753,32.3745,25.2845,56.9,4.74,206.2,0.434,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,77,7.7007,32.3838,25.2883,57.0,4.71,205.0,0.424,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,78,7.7296,32.4073,25.3027,57.0,4.7,204.7,0.418,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,79,7.7358,32.4214,25.3129,56.7,4.68,203.7,0.43,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,80,7.7379,32.4319,25.3208,56.6,4.73,205.8,0.483,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,81,7.7409,32.4497,25.3344,56.5,4.75,206.8,0.435,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,82,7.747999999999999,32.4645,25.345,56.5,4.76,207.4,0.45799999999999996,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,84,7.7512,32.472,25.3504,56.2,4.63,201.7,0.45,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,85,7.757000000000001,32.4795,25.3555,56.1,4.56,198.7,0.4,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,86,7.7619,32.4823,25.357,56.2,4.55,198.2,0.39399999999999996,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,87,7.7663,32.4869,25.36,56.3,4.54,197.6,0.39399999999999996,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,88,7.7753,32.51,25.3768,55.8,4.57,198.9,0.39,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,89,7.77,32.5463,25.4061,55.6,4.57,198.9,0.389,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,90,7.7924,32.5962,25.4421,55.5,4.58,199.4,0.39899999999999997,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,92,7.8242,32.6335,25.4669,55.7,4.14,180.4,0.34700000000000003,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,93,7.8507,32.6663,25.4888,55.6,4.13,180.0,0.34700000000000003,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,94,7.8878,32.7216,25.5269,55.4,4.18,182.0,0.363,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,95,7.9107,32.7584,25.5525,54.9,4.26,185.3,0.365,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,96,7.9214,32.7781,25.5665,54.2,4.29,186.5,0.336,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,97,7.9271,32.7845,25.5707,54.0,4.28,186.3,0.331,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,99,7.9349,32.7991,25.581,54.1,3.81,165.8,0.319,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,100,7.9762,32.867,25.6283,53.9,3.76,163.8,0.28300000000000003,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,101,8.0251,32.9531,25.6888,53.0,3.76,163.8,0.309,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,102,8.0291,32.9616,25.6949,52.3,3.78,164.5,0.29,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,103,8.0303,32.9653,25.6976,52.3,3.78,164.6,0.315,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,104,8.0295,32.975,25.7053,52.4,3.77,164.0,0.304,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,105,8.0393,33.0174,25.7372,52.8,3.69,160.7,0.294,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,106,8.0553,33.0322,25.7465,52.9,3.65,159.0,0.249,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,107,8.061,33.0415,25.7529,52.5,3.67,159.5,0.22699999999999998,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,108,8.0628,33.0481,25.7579,52.3,3.69,160.7,0.247,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,109,8.0568,33.0596,25.7678,52.2,3.68,160.3,0.24100000000000002,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,110,8.0371,33.078,25.7851,52.3,3.56,154.9,0.252,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,111,8.0313,33.131,25.8275,52.6,3.51,152.8,0.237,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,112,8.0378,33.1598,25.8492,53.2,3.51,152.6,0.23399999999999999,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,113,8.0479,33.1823,25.8654,52.7,3.57,155.2,0.243,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,114,8.0506,33.1854,25.8674,52.5,3.6,156.6,0.23600000000000002,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,115,8.0592,33.1983,25.8763,52.6,3.43,149.4,0.204,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,116,8.062000000000001,33.21,25.885,52.2,3.43,149.3,0.198,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,117,8.0581,33.2134,25.8883,51.5,3.43,149.3,0.226,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,118,8.0568,33.2152,25.8899,51.2,3.43,149.1,0.20800000000000002,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,119,8.0583,33.2286,25.9002,51.7,3.39,147.4,0.19899999999999998,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,120,8.0581,33.2355,25.9056,51.5,3.37,146.8,0.204,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,121,8.0582,33.2404,25.9095,51.2,3.38,147.2,0.19,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,122,8.0588,33.2451,25.9131,51.1,3.35,146.0,0.188,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,123,8.0566,33.2584,25.9238,50.9,3.24,141.0,0.188,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,124,8.0472,33.2901,25.9501,50.8,3.26,141.7,0.188,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,125,8.0433,33.3002,25.9586,50.4,3.29,142.9,0.183,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,126,8.0428,33.3006,25.959,50.0,3.27,142.4,0.172,0.0
2014-01-0007.ctd,UTC,11-02-14, 21:14,7,48.57617,-125.5045,P1,Mid-ship,127,8.0435,33.2995,25.958000000000002,49.5,3.27,142.3,0.184,0.0
