File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,235.0,4.9061,33.8366,26.7893,,2.97,129.0,0.063,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,235.0,4.8162,33.8408,26.8027,,2.82,122.5,0.062,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,235.1,4.8347,33.8365,26.7973,,2.88,125.2,0.062,,0.0
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,235.9,4.8314,33.8377,26.7986,,2.85,124.0,0.062,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,236.0,4.9046,33.8366,26.7895,,2.95,128.3,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,236.0,4.8107,33.8409,26.8034,,2.81,122.1,0.062,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,236.4,4.813,33.844,26.8056,,2.81,122.1,0.061,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,236.9,4.8101,33.8463,26.8078,,2.78,121.0,0.062,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,237.0,4.9008,33.8368,26.7901,,2.94,127.9,0.064,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,237.0,4.8093,33.8411,26.8037,,2.8,121.9,0.062,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,237.9,4.8949,33.8367,26.7907,,2.94,127.7,0.065,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,238.0,4.8076,33.8409,26.8038,,2.8,121.9,0.062,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,238.5,4.8373,33.8377,26.7979,,2.91,126.5,0.062,,0.0
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,238.9,4.7972,33.8385,26.803,,2.87,125.0,0.063,,0.0
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,239.0,4.8038,33.8407,26.804000000000002,,2.8,121.8,0.061,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,239.1,4.8156,33.8515,26.8113,,2.73,118.5,0.062,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,239.5,4.9103,33.8379,26.7899,,2.94,127.7,0.063,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,239.6,4.7991,33.8405,26.8044,,2.8,121.8,0.061,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,239.9,4.9101,33.8381,26.7901,,2.94,127.6,0.062,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,240.0,4.8017,33.8522,26.8134,,2.71,117.6,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,240.0,4.7842,33.8396,26.8053,,2.81,122.2,0.062,,0.0
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,240.7,4.7832,33.8537,26.8166,,2.7,117.3,0.062,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,241.0,4.8751,33.8415,26.7967,,2.9,126.3,0.064,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,241.0,4.7749,33.8414,26.8078,,2.78,120.8,0.062,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,242.0,4.852,33.8421,26.7998,,2.87,124.6,0.063,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,242.0,4.7636,33.8421,26.8096,,2.76,120.0,0.063,,0.0
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,242.3,4.7646,33.8427,26.81,,2.77,120.4,0.061,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,242.4,4.7835,33.8554,26.818,,2.67,116.2,0.061,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,243.0,4.8369,33.8416,26.8011,,2.83,123.2,0.062,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,243.0,4.7414,33.8439,26.8135,,2.75,119.5,0.061,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,243.0,4.7872,33.856,26.818,,2.67,115.9,0.064,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,243.0,4.7548,33.8419,26.8104,,2.74,119.1,0.063,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,244.0,4.8354,33.8413,26.801,,2.81,122.4,0.063,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,244.0,4.7297,33.845,26.8157,,2.72,118.2,0.061,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,244.0,4.7841,33.8564,26.8187,,2.66,115.5,0.073,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,244.0,4.7478,33.842,26.8113,,2.72,118.4,0.062,,0.0
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,244.9,4.7328,33.8424,26.8133,,2.71,118.0,0.062,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,245.0,4.8329,33.8412,26.8012,,2.81,122.0,0.064,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,245.0,4.7248,33.8453,26.8165,,2.69,116.9,0.061,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,245.0,4.777,33.8563,26.8194,,2.65,115.3,0.062,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,246.0,4.8101,33.8424,26.8047,,2.79,121.1,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,246.0,4.7357,33.852,26.8206,,2.65,115.2,0.062,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,246.1,4.7762,33.8572,26.8202,,2.65,115.0,0.069,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,247.0,4.7989999999999995,33.8421,26.8057,,2.77,120.5,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,247.0,4.7382,33.8546,26.8223,,2.62,113.7,0.062,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,247.1,4.7852,33.8593,26.8209,,2.63,114.3,0.062,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,247.9,4.7159,33.8452,26.8174,,2.71,117.7,0.062,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,248.0,4.7883,33.8423,26.807,,2.76,120.0,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,248.0,4.7357,33.8558,26.8236,,2.6,113.0,0.068,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,248.0,4.7936,33.8622,26.8222,,2.62,113.7,0.062,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,248.7,4.7766,33.8437,26.8094,,2.75,119.7,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,249.0,4.7279,33.8561,26.8247,,2.59,112.8,0.063,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,249.0,4.7941,33.8648,26.8242,,2.6,113.0,0.063,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,249.4,4.7057,33.847,26.8199,,2.68,116.3,0.062,,0.0
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,250.0,4.7028,33.8535,26.8254,,2.59,112.6,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,250.0,4.7873,33.8676,26.8272,,2.58,112.2,0.063,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,250.0,4.7063,33.8493,26.8217,,2.65,115.3,0.065,,0.0
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,250.5,4.6957,33.8538,26.8264,,2.59,112.5,0.063,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,251.0,4.7023,33.8504,26.823,,2.62,114.1,0.062,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,251.1,4.7575,33.8457,26.8132,,2.75,119.4,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,251.2,4.7839,33.8696,26.8292,,2.58,112.1,0.062,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,251.9,4.7818,33.8703,26.83,,2.56,111.2,0.062,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,252.0,4.7549,33.8472,26.8146,,2.71,118.0,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,252.0,4.7019,33.8508,26.8233,,2.62,113.7,0.062,,0.0
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,252.4,4.6834,33.8532,26.8273,,2.61,113.6,0.064,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,253.0,4.7533,33.8478,26.8153,,2.69,117.0,0.06,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,253.0,4.6663,33.8531,26.8291,,2.6,112.9,0.064,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,253.0,4.7652,33.8694,26.8311,,2.54,110.3,0.063,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,253.0,4.7011,33.8513,26.8238,,2.61,113.3,0.062,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,254.0,4.7432,33.848,26.8166,,2.67,116.1,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,254.0,4.665,33.8542,26.8301,,2.57,111.7,0.065,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,254.0,4.7212,33.866,26.8333,,2.53,110.1,0.064,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,254.0,4.7009,33.8525,26.8248,,2.59,112.7,0.061,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,255.0,4.7415,33.852,26.8199,,2.65,115.3,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,255.0,4.6817,33.858000000000004,26.8313,,2.55,110.9,0.064,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,255.0,4.7107,33.8647,26.8334,,2.53,109.8,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,255.0,4.7,33.8531,26.8254,,2.59,112.5,0.062,,0.0
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,255.8,4.6954,33.8537,26.8264,,2.59,112.5,0.061,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,256.0,4.7601,33.8562,26.8212,,2.62,113.9,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,256.0,4.6862,33.8598,26.8322,,2.54,110.5,0.061,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,256.0,4.683,33.8612,26.8337,,2.51,109.3,0.062,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,256.7,4.6828,33.8598,26.8326,,2.54,110.6,0.062,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,257.0,4.7842,33.8631,26.824,,2.6,112.9,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,257.0,4.6804,33.8615,26.8342,,2.5,108.8,0.062,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,258.0,4.8038,33.8687,26.8262,,2.58,112.3,0.061,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,258.0,4.6786,33.8628,26.8354,,2.49,108.3,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,258.5,4.6628,33.8564,26.8321,,2.58,112.0,0.06,,0.0
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,259.0,4.6715,33.8621,26.8357,,2.48,108.0,0.062,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,259.1,4.6492,33.8565,26.8337,,2.56,111.5,0.06,,0.0
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,259.3,4.6665,33.8637,26.8375,,2.52,109.6,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,260.0,4.6391,33.8622,26.8393,,2.51,109.3,0.061,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,260.0,4.6673,33.8635,26.8372,,2.48,107.8,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,260.0,4.64,33.8563,26.8345,,2.55,110.8,0.06,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,260.3,4.7971,33.8687,26.826999999999998,,2.59,112.6,0.061,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,261.0,4.7925,33.8689,26.8277,,2.57,111.8,0.062,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,261.0,4.6312,33.8624,26.8403,,2.49,108.3,0.062,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,261.0,4.6611,33.8644,26.8386,,2.47,107.5,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,261.0,4.6374,33.8565,26.835,,2.53,110.0,0.06,,0.0
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,261.7,4.657,33.8655,26.8399,,2.47,107.3,0.07,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,261.9,4.6309,33.8579,26.8368,,2.52,109.4,0.06,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,262.0,4.7773,33.8691,26.8295,,2.56,111.1,0.062,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,262.0,4.6284,33.8636,26.8416,,2.47,107.5,0.06,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,263.0,4.7836,33.8712,26.8305,,2.54,110.3,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,263.0,4.6347,33.8637,26.840999999999998,,2.46,106.8,0.06,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,263.0,4.6264,33.8584,26.8377,,2.5,108.6,0.062,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,264.0,4.7577,33.8682,26.831,,2.52,109.8,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,264.0,4.6298,33.8665,26.8437,,2.44,106.2,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,264.0,4.6294,33.8659,26.8433,,2.48,108.0,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,264.0,4.622,33.8591,26.8387,,2.48,108.0,0.064,,0.0
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,264.8,4.6239,33.8616,26.8405,,2.47,107.6,0.061,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,265.0,4.7308,33.8689,26.8345,,2.52,109.5,0.062,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,265.0,4.6199,33.8659,26.8443,,2.46,107.0,0.059000000000000004,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,265.1,4.6017,33.8634,26.8443,,2.43,105.8,0.062,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,265.6,4.6005,33.863,26.8441,,2.43,105.8,0.061,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,265.8,4.6916,33.8695,26.8393,,2.51,109.3,0.062,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,266.0,4.6203,33.8658,26.8442,,2.44,106.3,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,267.0,4.6212,33.8664,26.8446,,2.43,105.7,0.061,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,268.0,4.6196,33.8665,26.8448,,2.42,105.3,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,268.2,4.6276,33.8666,26.844,,2.46,106.8,0.06,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,268.4,4.6468,33.8621,26.8384,,2.53,109.9,0.06,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,269.0,4.6303,33.8618,26.8399,,2.52,109.3,0.061,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,269.0,4.5926,33.8643,26.846,,2.44,105.9,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,269.0,4.6147,33.8659,26.8449,,2.42,105.0,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,269.0,4.6216,33.8699,26.8473,,2.43,105.5,0.061,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,270.0,4.6102,33.8598,26.8405,,2.49,108.3,0.06,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,270.0,4.5588,33.8631,26.8488,,2.4,104.5,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,270.0,4.596,33.8652,26.8464,,2.41,104.9,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,270.0,4.615,33.872,26.8497,,2.39,103.9,0.061,,0.0
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,270.9,4.5397,33.8633,26.851,,2.38,103.5,0.061,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,271.0,4.6136,33.8607,26.8409,,2.47,107.6,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,271.0,4.5712,33.8627,26.8471,,2.4,104.2,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,271.0,4.6073,33.8716,26.8502,,2.37,103.0,0.06,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,272.0,4.6149,33.8616,26.8415,,2.46,106.8,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,272.0,4.5554,33.8616,26.8479,,2.39,104.0,0.06,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,272.0,4.5934,33.8717,26.8518,,2.36,102.5,0.06,,0.0
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,272.5,4.527,33.8648,26.8536,,2.35,102.2,0.062,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,273.0,4.6248,33.8654,26.8434,,2.43,105.7,0.06,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,273.0,4.5269,33.8649,26.8536,,2.34,101.8,0.064,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,273.0,4.5433,33.8616,26.8492,,2.39,103.9,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,273.0,4.5889,33.8712,26.8519,,2.35,102.0,0.062,,0.0
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,274.0,4.5249,33.8653,26.8542,,2.33,101.5,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,274.0,4.5812,33.8702,26.851999999999997,,2.34,101.9,0.063,,0.0
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,275.0,4.5188,33.8659,26.8553,,2.33,101.3,0.061,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,275.0,4.5709,33.8696,26.8526,,2.35,102.0,0.061,,0.0
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,275.4,4.535,33.8632,26.8514,,2.4,104.6,0.06,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,275.7,4.5695,33.8697,26.8528,,2.35,102.2,0.06,,0.0
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,276.0,4.512,33.8683,26.858,,2.32,100.8,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,276.0,4.5328,33.8634,26.8518,,2.39,103.8,0.06,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,277.0,4.5109,33.8691,26.8587,,2.31,100.3,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,277.0,4.5308,33.8634,26.851999999999997,,2.37,103.2,0.061,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,277.3,4.6749,33.8802,26.8496,,2.42,105.1,0.06,,
2017-01-0048.ctd,UTC,12-02-17, 10:05,48,50.00134,-144.99899,P26,Mid-ship,277.9,4.5113,33.8701,26.8595,,2.3,100.0,0.06,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,278.0,4.6982,33.8854,26.8512,,2.4,104.4,0.061,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,278.0,4.5286,33.8635,26.8524,,2.37,102.9,0.061,,
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,279.0,4.7079,33.8885,26.8526,,2.38,103.4,0.06,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,279.0,4.5253,33.8641,26.8532,,2.35,102.3,0.062,,
2017-01-0051.ctd,UTC,12-02-17, 16:33,51,50.000170000000004,-145.00017,P26,Mid-ship,279.0,4.5438,33.8695,26.8555,,2.35,102.4,0.061,,0.0
2017-01-0044.ctd,UTC,12-02-17, 06:13,44,50.00183,-144.9985,P26,Mid-ship,280.0,4.7084,33.8895,26.8533,,2.36,102.6,0.062,,
2017-01-0050.ctd,UTC,12-02-17, 12:05,50,50.000170000000004,-144.99983,P26,Mid-ship,280.0,4.5088,33.8657,26.8562,,2.33,101.5,0.06,,
