File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD [mg/m^3],PAR:CTD [µE/m^2/sec]
2009-10-0046.ctd,UTC,27/08/2009, 17:54,46,49.999829999999996,-145.00034,P26,Aft-deck,3.2,12.5162,32.4626,24.5477,36.2,6.04,263.2,0.6940000000000001,
2009-10-0046.ctd,UTC,27/08/2009, 17:54,46,49.999829999999996,-145.00034,P26,Aft-deck,3.9,12.5162,32.4619,24.5472,40.4,6.04,263.3,0.713,
2009-10-0047.ctd,UTC,27/08/2009, 19:57,47,50.000170000000004,-144.998,P26,Aft-deck,4.1,12.5567,32.4606,24.5384,42.2,6.06,264.1,0.48100000000000004,
2009-10-0049.ctd,UTC,28/08/2009, 00:35,49,49.999829999999996,-144.99983,P26,Aft-deck,4.1,12.6606,32.464,24.5211,40.2,,,0.627,159.4
2009-10-0051.ctd,UTC,28/08/2009, 03:28,51,50.001000000000005,-145.00034,P26,Aft-deck,4.1,12.6689,32.4651,24.5203,41.9,5.99,261.1,1.3259999999999998,
2009-10-0044.ctd,UTC,27/08/2009, 13:16,44,49.9995,-145.00233,P26,Aft-deck,4.2,12.5404,32.4645,24.5446,39.8,6.11,265.9,1.4769999999999999,
2009-10-0047.ctd,UTC,27/08/2009, 19:57,47,50.000170000000004,-144.998,P26,Aft-deck,4.9,12.5565,32.4613,24.539,43.8,6.02,262.6,0.47700000000000004,
2009-10-0051.ctd,UTC,28/08/2009, 03:28,51,50.001000000000005,-145.00034,P26,Aft-deck,4.9,12.6681,32.4652,24.5206,41.8,6.02,262.3,1.28,
2009-10-0044.ctd,UTC,27/08/2009, 13:16,44,49.9995,-145.00233,P26,Aft-deck,5.0,12.5371,32.4653,24.5458,38.8,6.11,266.1,1.429,
2009-10-0046.ctd,UTC,27/08/2009, 17:54,46,49.999829999999996,-145.00034,P26,Aft-deck,5.0,12.5144,32.4627,24.5481,43.1,6.03,262.7,0.727,
2009-10-0049.ctd,UTC,28/08/2009, 00:35,49,49.999829999999996,-144.99983,P26,Aft-deck,5.0,12.6643,32.4653,24.5214,42.5,,,0.608,115.9
2009-10-0048.ctd,UTC,27/08/2009, 22:17,48,50.0,-144.99833999999998,P26,Aft-deck,5.4,12.6249,32.4605,24.5252,33.8,6.01,261.8,0.32899999999999996,250.3
2009-10-0044.ctd,UTC,27/08/2009, 13:16,44,49.9995,-145.00233,P26,Aft-deck,6.0,12.5382,32.4649,24.5453,40.7,6.13,266.8,1.422,
2009-10-0046.ctd,UTC,27/08/2009, 17:54,46,49.999829999999996,-145.00034,P26,Aft-deck,6.0,12.5131,32.463,24.5486,43.4,6.02,262.3,0.716,
2009-10-0047.ctd,UTC,27/08/2009, 19:57,47,50.000170000000004,-144.998,P26,Aft-deck,6.0,12.5552,32.4613,24.5393,30.6,6.08,264.8,0.519,
2009-10-0049.ctd,UTC,28/08/2009, 00:35,49,49.999829999999996,-144.99983,P26,Aft-deck,6.0,12.6581,32.4657,24.5229,42.8,,,0.607,94.9
2009-10-0051.ctd,UTC,28/08/2009, 03:28,51,50.001000000000005,-145.00034,P26,Aft-deck,6.0,12.6619,32.4653,24.5218,41.8,6.04,263.4,1.26,
2009-10-0048.ctd,UTC,27/08/2009, 22:17,48,50.0,-144.99833999999998,P26,Aft-deck,6.1,12.6308,32.4608,24.5243,37.2,6.01,262.0,0.322,253.3
2009-10-0044.ctd,UTC,27/08/2009, 13:16,44,49.9995,-145.00233,P26,Aft-deck,6.9,12.5387,32.465,24.5453,41.1,6.13,267.0,1.476,
2009-10-0046.ctd,UTC,27/08/2009, 17:54,46,49.999829999999996,-145.00034,P26,Aft-deck,7.0,12.5127,32.4634,24.549,43.4,6.03,262.6,0.763,
2009-10-0047.ctd,UTC,27/08/2009, 19:57,47,50.000170000000004,-144.998,P26,Aft-deck,7.0,12.5547,32.4614,24.5394,37.6,6.05,263.9,0.5670000000000001,
2009-10-0048.ctd,UTC,27/08/2009, 22:17,48,50.0,-144.99833999999998,P26,Aft-deck,7.0,12.6303,32.4609,24.5245,39.4,6.01,262.1,0.322,215.9
