File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,42.0,9.2193,32.1894,24.9098,,6.23,271.3,0.46399999999999997,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,42.7,9.2236,32.1907,24.9101,,6.23,271.4,0.461,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,44.0,9.2263,32.1957,24.9136,,6.23,271.4,0.462,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,45.0,9.2317,32.2024,24.918000000000003,,6.23,271.4,0.44299999999999995,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,46.0,9.2368,32.209,24.9223,,6.23,271.4,0.425,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,47.0,9.2415,32.2128,24.9246,,6.23,271.3,0.435,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,48.0,9.2465,32.2174,24.9274,,6.22,270.8,0.435,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,49.0,9.2478,32.2205,24.9296,,6.23,271.2,0.44799999999999995,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,50.0,9.2475,32.221,24.93,,6.25,272.1,0.45899999999999996,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,51.0,9.2523,32.2242,24.9318,,6.26,272.6,0.43799999999999994,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,52.0,9.2766,32.2353,24.9366,,6.27,273.2,0.444,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,53.0,9.2867,32.2391,24.938000000000002,,6.26,272.8,0.47100000000000003,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,54.0,9.2947,32.2413,24.9385,,6.27,273.0,0.466,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,55.0,9.3315,32.2613,24.9483,,6.3,274.2,0.483,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,56.0,9.3473,32.2745,24.9561,,6.3,274.4,0.499,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,57.0,9.3545,32.2799,24.9592,,6.3,274.4,0.489,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,58.0,9.3622,32.2869,24.9634,,6.29,274.1,0.505,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,59.0,9.3666,32.2909,24.9659,,6.29,273.9,0.511,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,60.0,9.3695,32.2947,24.9684,,6.29,274.1,0.48200000000000004,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,61.0,9.3721,32.2965,24.9694,,6.3,274.3,0.478,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,62.3,9.3761,32.3005,24.9719,,6.3,274.5,0.485,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,63.0,9.379,32.3045,24.9745,,6.29,274.2,0.474,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,64.0,9.3808,32.3067,24.976,,6.29,274.0,0.466,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,65.0,9.3818,32.3077,24.9766,,6.29,273.9,0.475,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,66.0,9.3829,32.3088,24.9773,,6.28,273.4,0.465,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,67.0,9.3854,32.3116,24.9791,,6.27,273.0,0.451,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,68.0,9.3871,32.3133,24.9801,,6.26,272.9,0.473,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,69.0,9.3884,32.3159,24.9819,,6.27,273.1,0.45399999999999996,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,70.0,9.3899,32.3179,24.9833,,6.28,273.4,0.455,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,71.0,9.3937,32.321,24.9851,,6.29,274.0,0.473,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,72.0,9.3971,32.3288,24.9906,,6.29,273.9,0.45799999999999996,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,73.0,9.4004,32.3344,24.9945,,6.28,273.4,0.45799999999999996,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,74.0,9.4016,32.3361,24.9956,,6.28,273.5,0.467,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,75.0,9.4046,32.3401,24.9983,,6.28,273.4,0.46799999999999997,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,75.9,9.4047,32.3401,24.9983,,6.28,273.4,0.474,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,77.0,9.4116,32.3497,25.0047,,6.28,273.4,0.467,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,78.0,9.4163,32.3564,25.0092,,6.28,273.3,0.46399999999999997,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,79.0,9.4257,32.369,25.0175,,6.27,273.1,0.469,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,80.0,9.4317,32.3763,25.0223,,6.26,272.9,0.475,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,82.1,9.4352,32.3806,25.0251,,6.28,273.6,0.486,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,83.0,9.4356,32.3855,25.0288,,6.28,273.4,0.49,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,83.9,9.4362,32.3909,25.0329,,6.27,273.2,0.515,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,85.0,9.4371,32.3975,25.038,,6.26,272.9,0.525,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,86.0,9.4372,32.398,25.0383,,6.26,272.8,0.534,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,87.0,9.4359,32.4001,25.0402,,6.27,272.9,0.545,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,88.0,9.4339,32.4013,25.0414,,6.26,272.7,0.527,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,89.0,9.4331,32.4015,25.0417,,6.25,272.2,0.522,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,89.8,9.4345,32.4062,25.0452,,6.24,271.8,0.513,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,91.1,9.4386,32.4119,25.049,,6.24,271.9,0.518,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,92.2,9.4423,32.4233,25.0573,,6.23,271.3,0.517,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,93.0,9.4432,32.4262,25.0594,,6.21,270.4,0.507,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,94.0,9.4448,32.4298,25.061999999999998,,6.2,269.9,0.513,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,95.0,9.4498,32.4412,25.0701,,6.2,270.0,0.532,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,96.0,9.4568,32.4575,25.0817,,6.2,270.1,0.518,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,96.9,9.4576,32.4563,25.0806,,6.2,270.0,0.516,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,98.2,9.4588,32.4613,25.0843,,6.18,269.2,0.47600000000000003,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,99.1,9.4638,32.4737,25.0932,,6.16,268.4,0.45399999999999996,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,100.0,9.467,32.4826,25.0997,,6.14,267.4,0.46299999999999997,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,101.1,9.4695,32.4909,25.1058,,6.13,267.1,0.435,,0.0
2017-01-0106.ctd,UTC,19-02-17, 03:12,106,48.576,-125.5,P1,Mid-ship,102.0,9.4701,32.4925,25.1069,,6.14,267.3,0.429,,0.0
