File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD [mg/m^3],PAR:CTD [µE/m^2/sec]
2011-26-0077.ctd,UTC,12/06/2011, 04:00,77,49.99917,-144.99899,P26,Mid-ship,1.5,8.2109,32.681999999999995,25.4489,57.0,7.07,307.9,0.642,318.0
2011-26-0077.ctd,UTC,12/06/2011, 04:00,77,49.99917,-144.99899,P26,Mid-ship,2.1,8.2091,32.6821,25.4492,57.0,7.05,306.8,0.67,172.5
2011-26-0087.ctd,UTC,13/06/2011, 04:50,87,50.0005,-144.99651,P26,Mid-ship,2.1,7.9183,32.6868,25.4952,55.7,7.1,309.1,1.216,
2011-26-0078.ctd,UTC,12/06/2011, 04:55,78,50.0,-145.00183,P26,Mid-ship,2.2,8.2112,32.6823,25.4491,57.2,7.06,307.2,0.7609999999999999,45.4
2011-26-0078.ctd,UTC,12/06/2011, 04:55,78,50.0,-145.00183,P26,Mid-ship,2.8,8.2125,32.6823,25.4489,57.3,7.01,305.0,0.7509999999999999,38.6
2011-26-0077.ctd,UTC,12/06/2011, 04:00,77,49.99917,-144.99899,P26,Mid-ship,2.9,8.2093,32.6822,25.4493,57.2,6.95,302.4,0.6709999999999999,109.1
2011-26-0087.ctd,UTC,13/06/2011, 04:50,87,50.0005,-144.99651,P26,Mid-ship,2.9,7.9182,32.6869,25.4953,55.7,7.12,310.2,1.235,
2011-26-0093.ctd,UTC,13/06/2011, 19:41,93,50.000170000000004,-144.99767,P26,Mid-ship,3.4,7.9331,32.6868,25.4931,56.2,6.98,303.9,0.245,
2011-26-0077.ctd,UTC,12/06/2011, 04:00,77,49.99917,-144.99899,P26,Mid-ship,4.0,8.2087,32.6822,25.4493,57.1,6.97,303.3,0.728,95.0
2011-26-0078.ctd,UTC,12/06/2011, 04:55,78,50.0,-145.00183,P26,Mid-ship,4.0,8.2091,32.6826,25.4496,57.3,6.95,302.6,0.7440000000000001,32.6
2011-26-0084.ctd,UTC,12/06/2011, 23:00,84,50.00267,-145.01199,P26,Mid-ship,4.0,7.9042,32.6859,25.4966,56.1,7.02,305.5,0.297,353.0
2011-26-0093.ctd,UTC,13/06/2011, 19:41,93,50.000170000000004,-144.99767,P26,Mid-ship,4.0,7.9305,32.6872,25.4938,56.2,6.98,304.0,0.24,
2011-26-0076.ctd,UTC,12/06/2011, 02:35,76,50.00083,-145.00034,P26,Mid-ship,4.1,8.2159,32.6824,25.4484,57.2,7.0,304.6,0.474,193.7
2011-26-0082.ctd,UTC,12/06/2011, 15:21,82,49.99866,-144.99983,P26,Mid-ship,4.2,7.8878,32.6844,25.4977,54.5,7.0,304.7,1.008,
2011-26-0085.ctd,UTC,13/06/2011, 00:35,85,50.001999999999995,-144.99899,P26,Mid-ship,4.2,7.9271,32.6865,25.4937,56.0,7.01,305.2,0.45799999999999996,196.0
2011-26-0087.ctd,UTC,13/06/2011, 04:50,87,50.0005,-144.99651,P26,Mid-ship,4.2,7.9179,32.6871,25.4955,55.6,7.01,305.0,1.2109999999999999,
2011-26-0076.ctd,UTC,12/06/2011, 02:35,76,50.00083,-145.00034,P26,Mid-ship,5.0,8.2182,32.6825,25.4482,57.0,7.01,305.1,0.491,172.6
2011-26-0077.ctd,UTC,12/06/2011, 04:00,77,49.99917,-144.99899,P26,Mid-ship,5.0,8.2064,32.6822,25.4497,57.2,7.0,304.7,0.701,82.8
2011-26-0078.ctd,UTC,12/06/2011, 04:55,78,50.0,-145.00183,P26,Mid-ship,5.0,8.2069,32.6825,25.4498,57.3,6.98,303.7,0.74,27.8
2011-26-0082.ctd,UTC,12/06/2011, 15:21,82,49.99866,-144.99983,P26,Mid-ship,5.0,7.8878,32.6842,25.4976,56.4,7.0,304.6,1.008,
2011-26-0084.ctd,UTC,12/06/2011, 23:00,84,50.00267,-145.01199,P26,Mid-ship,5.0,7.9077,32.6863,25.4964,56.1,7.03,306.0,0.3,326.6
2011-26-0085.ctd,UTC,13/06/2011, 00:35,85,50.001999999999995,-144.99899,P26,Mid-ship,5.0,7.9275,32.6865,25.4937,56.0,7.02,305.6,0.483,163.5
2011-26-0087.ctd,UTC,13/06/2011, 04:50,87,50.0005,-144.99651,P26,Mid-ship,5.0,7.9178,32.6871,25.4955,55.6,7.03,305.8,1.22,
2011-26-0093.ctd,UTC,13/06/2011, 19:41,93,50.000170000000004,-144.99767,P26,Mid-ship,5.0,7.926,32.6874,25.4946,56.1,7.01,305.0,0.254,
2011-26-0076.ctd,UTC,12/06/2011, 02:35,76,50.00083,-145.00034,P26,Mid-ship,6.0,8.2152,32.6826,25.4487,56.9,7.01,305.3,0.518,149.7
2011-26-0077.ctd,UTC,12/06/2011, 04:00,77,49.99917,-144.99899,P26,Mid-ship,6.0,8.2016,32.6823,25.4505,57.2,7.03,306.1,0.6990000000000001,70.0
2011-26-0078.ctd,UTC,12/06/2011, 04:55,78,50.0,-145.00183,P26,Mid-ship,6.0,8.2055,32.6826,25.4501,57.3,6.99,304.5,0.755,25.4
2011-26-0082.ctd,UTC,12/06/2011, 15:21,82,49.99866,-144.99983,P26,Mid-ship,6.0,7.8875,32.6845,25.4979,56.6,6.99,304.3,1.013,
2011-26-0084.ctd,UTC,12/06/2011, 23:00,84,50.00267,-145.01199,P26,Mid-ship,6.0,7.9027,32.6863,25.4971,56.2,7.04,306.6,0.322,266.8
2011-26-0085.ctd,UTC,13/06/2011, 00:35,85,50.001999999999995,-144.99899,P26,Mid-ship,6.0,7.928,32.6863,25.4934,56.0,7.02,305.6,0.516,155.9
2011-26-0087.ctd,UTC,13/06/2011, 04:50,87,50.0005,-144.99651,P26,Mid-ship,6.0,7.9174,32.6872,25.4957,55.7,7.05,307.1,1.2109999999999999,
