File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,PAR:CTD [µE/m^2/sec]
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,8.1,6.5791,32.6652,25.6611,45.9,7.35,319.8,0.5589999999999999,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,8.1,6.6163,32.6639,25.6552,46.2,7.33,319.0,0.22399999999999998,420.3
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,9.0,6.5757,32.6652,25.6615,46.1,7.34,319.5,0.615,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,9.0,6.6068,32.6627,25.6555,46.3,7.32,318.8,0.228,381.2
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,9.0,6.8974,32.6614,25.6164,47.4,7.31,318.4,0.297,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,9.0,6.6788,32.6618,25.6455,44.7,7.34,319.4,0.975,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,9.0,7.029,32.6631,25.6002,48.6,7.26,316.1,0.7340000000000001,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,10.0,6.5187,32.6639,25.6678,45.9,7.33,319.2,0.675,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,10.0,6.5444,32.662,25.663,46.0,7.31,318.3,0.24600000000000002,336.8
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,10.0,6.8207,32.6611,25.6263,47.0,7.32,318.7,0.32799999999999996,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,10.0,7.0293,32.6629,25.6,48.5,7.27,316.3,0.762,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,10.1,6.4489,32.6641,25.6769,44.1,7.35,320.0,1.06,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,11.0,6.4381,32.6628,25.6772,45.7,7.34,319.3,0.721,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,11.0,6.6332,32.6597,25.6497,46.4,7.33,319.1,0.428,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,11.0,6.3648,32.6647,25.688000000000002,43.4,7.36,320.3,1.18,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,11.0,7.0292,32.664,25.6009,48.5,7.27,316.5,0.768,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,11.5,6.4352,32.6642,25.6787,45.8,7.32,318.5,0.285,285.9
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,12.0,6.4794,32.6638,25.6728,45.7,7.35,320.0,0.767,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,12.0,6.3977,32.6641,25.6834,45.3,7.33,318.9,0.312,278.9
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,12.0,6.4425,32.6599,25.6744,45.2,7.34,319.6,0.539,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,12.0,6.3507,32.6642,25.6894,43.5,7.36,320.6,1.258,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,12.0,7.028,32.6643,25.6013,48.5,7.29,317.5,0.725,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,13.0,6.426,32.6641,25.6798,45.7,7.35,320.0,0.8440000000000001,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,13.0,6.367000000000001,32.6641,25.6873,44.9,7.33,319.1,0.366,254.2
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,13.0,6.4023,32.656,25.6764,44.5,7.35,319.9,0.6459999999999999,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,13.0,6.3461,32.6617,25.688000000000002,43.3,7.37,320.8,1.327,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,13.0,7.0112,32.6649,25.604,48.6,7.34,319.3,0.755,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,13.6,6.4097,32.6646,25.6823,45.7,7.35,320.0,0.9109999999999999,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,14.0,6.3803,32.6629,25.6847,45.0,7.33,319.0,0.39899999999999997,233.1
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,14.0,6.3858,32.6577,25.6799,42.1,7.35,320.0,0.721,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,14.0,6.341,32.6618,25.6888,43.4,7.37,320.8,1.405,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,14.0,6.9786,32.664,25.6077,48.6,7.33,319.1,0.7340000000000001,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,15.0,6.3705,32.6625,25.6856,45.1,7.33,319.1,0.43799999999999994,214.4
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,15.0,6.3674,32.6615,25.6852,44.0,7.36,320.3,0.7609999999999999,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,15.0,6.3309,32.6641,25.6918,43.5,7.36,320.5,1.41,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,15.0,6.9323,32.6634,25.6134,48.6,7.34,319.5,0.72,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,15.2,6.3746,32.6646,25.6867,45.5,7.36,320.2,1.018,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,16.0,6.3692,32.6643,25.6872,45.6,7.36,320.2,0.991,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,16.0,6.3865,32.6625,25.6836,45.0,7.34,319.4,0.456,196.9
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,16.0,6.3584,32.662,25.6867,44.0,7.36,320.2,0.835,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,16.0,6.3249,32.6647,25.6931,43.6,7.37,320.6,1.4369999999999998,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,16.0,6.7671,32.6616,25.6338,48.5,7.36,320.2,0.725,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,17.0,6.3629999999999995,32.6642,25.6879,45.5,7.36,320.2,0.988,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,17.0,6.3469,32.6627,25.6887,44.9,7.34,319.5,0.523,179.7
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,17.0,6.347,32.6619,25.6881,44.0,7.36,320.2,0.9079999999999999,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,17.0,6.3178,32.6644,25.6937,43.8,7.36,320.6,1.473,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,17.0,6.4948,32.6588,25.6668,47.9,7.37,320.7,0.8,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,18.0,6.3603,32.6642,25.6882,45.8,7.36,320.2,1.043,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,18.0,6.3193,32.6634,25.6928,44.8,7.34,319.6,0.609,162.6
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,18.0,6.3387,32.6623,25.6894,44.2,7.36,320.3,1.055,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,18.0,6.3105,32.6648,25.695,43.8,7.36,320.4,1.444,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,18.0,6.3866,32.6588,25.6806,47.9,7.38,321.3,0.821,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,19.0,6.3571,32.6641,25.6885,45.8,7.36,320.2,1.091,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,19.0,6.317,32.6656,25.6948,44.8,7.34,319.6,0.682,146.9
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,19.0,6.3294,32.6624,25.6907,44.1,7.36,320.3,1.008,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,19.0,6.305,32.6654,25.6961,44.0,7.36,320.1,1.475,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,19.0,6.337000000000001,32.66,25.6878,47.8,7.4,322.0,0.9129999999999999,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,20.0,6.353,32.6641,25.6891,45.7,7.35,320.1,1.0859999999999999,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,20.0,6.311,32.6642,25.6944,44.6,7.34,319.6,0.764,136.4
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,20.0,6.3231,32.663000000000004,25.691999999999997,44.2,7.36,320.3,1.0590000000000002,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,20.0,6.3018,32.6655,25.6966,44.0,7.35,320.0,1.5330000000000001,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,20.0,6.3294,32.6595,25.6884,47.8,7.4,322.1,0.929,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,21.0,6.3481,32.6641,25.6897,45.9,7.36,320.1,1.14,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,21.0,6.3102,32.6636,25.6941,45.0,7.34,319.5,0.8320000000000001,126.7
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,21.0,6.316,32.6631,25.6929,44.2,7.36,320.2,1.114,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,21.0,6.2993,32.6658,25.6972,44.0,7.35,319.9,1.555,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,21.0,6.3262,32.6592,25.6886,47.8,7.39,321.8,0.977,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,22.0,6.3434,32.6642,25.6903,45.0,7.35,320.0,1.168,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,22.0,6.3072,32.6638,25.6946,45.0,7.34,319.5,0.932,116.1
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,22.0,6.3107,32.6637,25.6941,44.4,7.35,320.0,1.155,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,22.0,6.2945,32.6657,25.6977,43.9,7.35,319.7,1.5319999999999998,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,22.0,6.3065,32.6595,25.6913,47.8,7.39,321.4,1.006,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,23.0,6.3052,32.6638,25.6948,44.9,7.34,319.6,0.997,105.2
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,23.0,6.3087,32.6645,25.695,44.2,7.35,320.0,1.15,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,23.0,6.2913,32.6658,25.6982,43.9,7.34,319.7,1.599,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,23.0,6.2772,32.6587,25.6943,47.8,7.38,321.2,1.034,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,23.3,6.3379,32.6642,25.691,45.8,7.35,320.0,1.136,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,24.0,6.3358,32.6641,25.6912,45.9,7.35,320.1,1.227,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,24.0,6.3031,32.6642,25.6954,44.9,7.34,319.3,1.09,94.9
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,24.0,6.303999999999999,32.6648,25.6958,44.3,7.35,320.0,1.226,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,24.0,6.2885,32.6662,25.6988,43.9,7.34,319.5,1.682,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,24.0,6.2679,32.6591,25.6958,48.0,7.38,321.0,1.078,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,25.0,6.3326,32.6642,25.6917,45.6,7.35,320.0,1.256,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,25.0,6.3001,32.6644,25.695999999999998,44.9,7.33,319.2,1.153,85.8
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,25.0,6.2992,32.6648,25.6964,44.3,7.35,319.9,1.291,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,25.0,6.2858,32.6664,25.6993,44.1,7.33,318.9,1.686,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,25.0,6.2482,32.6582,25.6976,48.2,7.37,320.9,1.148,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,26.0,6.3289,32.6641,25.6921,45.6,7.36,320.2,1.192,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,26.0,6.2985,32.665,25.6966,45.0,7.33,319.0,1.2570000000000001,77.9
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,26.0,6.2981,32.6646,25.6964,44.0,7.35,319.9,1.3219999999999998,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,26.0,6.2835,32.666,25.6993,44.0,7.32,318.7,1.7409999999999999,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,26.0,6.2405,32.6582,25.6985,48.1,7.37,320.9,1.2209999999999999,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,26.9,6.2975,32.6647,25.6965,45.0,7.33,319.0,1.272,72.8
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,27.0,6.3246,32.6639,25.6925,45.5,7.36,320.1,1.248,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,27.0,6.2941,32.6643,25.6966,44.4,7.35,320.0,1.321,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,27.0,6.2807,32.6658,25.6995,43.9,7.32,318.8,1.6909999999999998,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,27.0,6.2374,32.6581,25.6989,47.9,7.37,320.8,1.315,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,28.0,6.3182,32.6636,25.6931,45.7,7.36,320.2,1.306,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,28.0,6.2964,32.6646,25.6966,44.7,7.33,319.2,1.325,67.5
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,28.0,6.29,32.6645,25.6973,44.2,7.35,319.9,1.452,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,28.0,6.2774,32.6658,25.6999,43.9,7.32,318.8,1.7519999999999998,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,28.0,6.2332,32.6581,25.6994,47.8,7.36,320.6,1.3330000000000002,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,29.0,6.3073,32.6631,25.694000000000003,45.7,7.36,320.3,1.286,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,29.0,6.2937,32.6645,25.6968,44.8,7.34,319.3,1.358,61.9
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,29.0,6.2878,32.6644,25.6975,44.0,7.35,319.8,1.472,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,29.0,6.2731,32.6658,25.7005,44.2,7.32,318.8,1.801,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,29.0,6.2273,32.658,25.7,47.7,7.36,320.6,1.306,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,29.9,6.2927,32.6629,25.6957,44.5,7.36,320.3,1.3090000000000002,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,30.0,6.2898,32.6644,25.6973,44.6,7.34,319.3,1.3880000000000001,56.4
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,30.0,6.2859,32.6646,25.6979,44.3,7.35,319.7,1.535,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,30.0,6.2672,32.6659,25.7013,44.4,7.32,318.8,1.8430000000000002,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,30.0,6.2179,32.6579,25.7011,47.8,7.36,320.5,1.3869999999999998,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,31.0,6.2874,32.6642,25.6974,44.7,7.33,319.1,1.409,51.0
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,31.0,6.2827,32.6646,25.6983,44.4,7.34,319.4,1.554,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,31.0,6.2627,32.6662,25.7021,44.8,7.32,318.8,1.6980000000000002,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,31.0,6.2135,32.6577,25.7015,47.8,7.36,320.3,1.33,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,31.1,6.2623,32.6618,25.6987,46.1,7.35,319.9,1.3730000000000002,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,32.0,6.2395,32.6609,25.7008,46.2,7.34,319.6,1.389,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,32.0,6.2852,32.664,25.6975,44.8,7.33,319.0,1.4509999999999998,45.9
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,32.0,6.2797,32.6646,25.6987,44.2,7.34,319.3,1.547,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,32.0,6.2558,32.6657,25.7025,45.3,7.32,318.8,1.689,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,32.0,6.2059,32.6575,25.7023,47.9,7.36,320.2,1.4069999999999998,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,33.0,6.2193,32.6603,25.7029,46.4,7.34,319.4,1.4040000000000001,
2008-26-0062.ctd,UTC,08/06/2008, 22:26,62,50.00033,-144.99916000000002,P26,33.0,6.2826,32.6643,25.6981,44.9,7.32,318.7,1.4880000000000002,40.8
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,33.0,6.2759,32.6645,25.6991,44.3,7.33,319.2,1.544,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,33.0,6.2412,32.6649,25.7037,46.4,7.32,318.7,1.52,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,33.0,6.1992,32.6573,25.703000000000003,47.8,7.36,320.3,1.4069999999999998,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,34.0,6.1983,32.6596,25.7049,46.8,7.34,319.4,1.359,
