File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,PAR:CTD [µE/m^2/sec]
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,591.1,3.5507,34.2068,27.2259,59.2,0.51,22.2,0.079,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,591.9,3.5498,34.207,27.2261,59.0,0.51,22.2,0.078,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,592.0,3.5792,34.1942,27.2131,59.2,0.54,23.3,0.075,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,592.0,3.5195,34.2099,27.2314,59.0,0.52,22.5,0.073,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,592.2,3.5369,34.2072,27.2276,59.2,0.5,21.8,0.078,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,593.0,3.5356,34.2077,27.2281,59.3,0.5,21.8,0.077,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,593.0,3.5739,34.1948,27.2141,59.2,0.54,23.3,0.075,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,593.0,3.548,34.2074,27.2266,59.2,0.51,22.2,0.08,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,593.0,3.5144,34.2105,27.2324,59.1,0.51,22.4,0.073,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,594.0,3.5352,34.2076,27.228,59.2,0.5,21.8,0.081,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,594.0,3.5708,34.1958,27.2152,59.2,0.54,23.3,0.076,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,594.0,3.5472,34.2078,27.226999999999997,59.2,0.51,22.2,0.078,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,594.0,3.5105,34.2111,27.2332,59.1,0.51,22.3,0.075,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,595.0,3.5322,34.2084,27.229,59.2,0.5,21.7,0.077,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,595.0,3.5682,34.1961,27.2157,59.2,0.54,23.3,0.079,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,595.0,3.5454,34.2079,27.2273,59.2,0.51,22.2,0.075,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,595.0,3.5071,34.2115,27.2339,59.0,0.51,22.3,0.075,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,596.0,3.5669,34.1969,27.2164,59.2,0.53,23.2,0.073,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,596.0,3.5399,34.208,27.2279,59.2,0.51,22.1,0.077,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,596.0,3.5038,34.2126,27.2351,59.0,0.51,22.2,0.073,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,596.2,3.5219,34.2091,27.2305,59.2,0.5,21.7,0.077,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,596.6,3.5348,34.2086,27.2289,59.2,0.51,22.1,0.078,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,597.0,3.5210000000000004,34.2092,27.2307,59.2,0.5,21.7,0.08,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,597.0,3.5662,34.1972,27.2167,59.2,0.53,23.2,0.07200000000000001,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,597.0,3.5019,34.213,27.2356,59.1,0.51,22.2,0.075,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,598.0,3.5205,34.2094,27.2309,59.2,0.5,21.7,0.08,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,598.0,3.5711,34.1987,27.2175,59.2,0.53,23.2,0.07400000000000001,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,598.0,3.5008,34.2137,27.2362,59.0,0.51,22.2,0.075,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,598.1,3.5271,34.209,27.2299,59.2,0.51,22.0,0.077,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,599.0,3.5199,34.2096,27.2311,59.2,0.5,21.7,0.08,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,599.0,3.5773,34.2,27.2179,59.2,0.53,23.2,0.075,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,599.0,3.5264,34.2087,27.2298,59.2,0.51,22.0,0.077,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,599.0,3.5004,34.2143,27.2368,59.0,0.51,22.1,0.07400000000000001,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,600.0,3.5759,34.2003,27.2183,59.2,0.53,23.1,0.073,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,600.0,3.5233,34.2091,27.2304,59.2,0.51,22.0,0.078,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,600.0,3.4996,34.2145,27.237,59.1,0.51,22.1,0.075,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,600.1,3.5194,34.2099,27.2314,59.2,0.5,21.7,0.078,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,600.9,3.5204,34.2097,27.2312,59.2,0.5,21.6,0.079,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,601.0,3.5703,34.2004,27.2189,59.2,0.53,23.0,0.07400000000000001,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,601.0,3.5173,34.2098,27.2315,59.2,0.51,22.0,0.077,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,601.0,3.4981,34.2149,27.2375,59.1,0.51,22.0,0.073,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,601.6,3.515,34.21,27.2319,59.2,0.5,21.9,0.077,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,602.0,3.5199,34.2099,27.2314,59.2,0.5,21.6,0.078,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,602.0,3.5711,34.201,27.2193,59.2,0.53,23.0,0.077,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,602.0,3.4961,34.2158,27.2384,59.1,0.51,22.0,0.076,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,603.0,3.5192,34.21,27.2315,59.2,0.5,21.5,0.078,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,603.0,3.5739,34.2023,27.2201,59.2,0.53,23.0,0.073,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,603.0,3.5096,34.2113,27.2335,59.2,0.5,21.9,0.078,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,603.0,3.4915,34.2172,27.2399,59.1,0.5,21.9,0.07200000000000001,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,604.0,3.5189999999999997,34.211,27.2323,59.2,0.5,21.6,0.079,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,604.0,3.5719,34.2034,27.2211,59.2,0.52,22.8,0.076,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,604.0,3.5084,34.2114,27.2337,59.2,0.5,21.9,0.08,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,604.0,3.4887,34.218,27.2408,59.1,0.5,21.9,0.07400000000000001,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,605.0,3.5136,34.2121,27.2337,59.2,0.5,21.5,0.078,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,605.0,3.5731,34.2048,27.2221,59.2,0.52,22.8,0.07400000000000001,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,605.0,3.5045,34.2125,27.2349,59.2,0.5,21.9,0.075,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,605.0,3.4875,34.2184,27.2413,59.1,0.5,21.9,0.075,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,606.0,3.5714,34.205,27.2224,59.2,0.52,22.8,0.073,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,606.0,3.5007,34.2136,27.2362,59.2,0.5,21.9,0.081,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,606.0,3.4871,34.2186,27.2415,59.1,0.5,21.9,0.073,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,606.1,3.5096,34.2127,27.2346,59.2,0.5,21.5,0.077,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,606.5,3.5076,34.2131,27.2351,59.2,0.5,21.5,0.077,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,607.0,3.5683,34.2054,27.2231,59.2,0.52,22.7,0.07400000000000001,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,607.0,3.4989,34.2142,27.2368,59.2,0.5,21.9,0.08,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,607.0,3.4865,34.219,27.2418,59.1,0.5,21.9,0.07200000000000001,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,608.0,3.5664,34.2058,27.2236,59.2,0.52,22.7,0.07400000000000001,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,608.0,3.4976,34.2147,27.2373,59.2,0.5,21.8,0.079,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,608.0,3.486,34.2193,27.2421,59.1,0.5,21.8,0.073,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,608.2,3.5056,34.2128,27.2351,59.2,0.49,21.4,0.077,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,609.0,3.5047,34.2129,27.2352,59.3,0.49,21.4,0.079,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,609.0,3.5644,34.2072,27.2249,59.1,0.52,22.7,0.07200000000000001,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,609.0,3.4967,34.215,27.2377,59.2,0.5,21.8,0.078,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,609.0,3.4846,34.2198,27.2427,59.1,0.5,21.8,0.07400000000000001,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,610.0,3.5028,34.2134,27.2358,59.2,0.49,21.4,0.078,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,610.0,3.5580000000000003,34.2075,27.2257,59.2,0.52,22.7,0.076,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,610.0,3.4954,34.2153,27.238000000000003,59.2,0.5,21.8,0.081,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,610.0,3.4787,34.2209,27.2441,59.1,0.5,21.8,0.073,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,611.0,3.5006,34.2141,27.2366,59.2,0.49,21.4,0.077,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,611.0,3.5511,34.2083,27.2271,59.2,0.52,22.7,0.073,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,611.0,3.4941,34.2159,27.2386,59.2,0.5,21.7,0.075,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,611.0,3.4767,34.2218,27.245,59.1,0.5,21.8,0.07200000000000001,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,611.6,3.4987,34.2147,27.2372,59.2,0.49,21.4,0.077,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,612.0,3.5464,34.2087,27.2278,59.2,0.52,22.7,0.077,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,612.0,3.4927,34.2161,27.2389,59.2,0.5,21.7,0.08,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,612.0,3.4746,34.2221,27.2455,59.1,0.5,21.7,0.075,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,613.0,3.54,34.21,27.2295,59.2,0.52,22.7,0.07400000000000001,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,613.0,3.4918,34.2164,27.2393,59.2,0.5,21.8,0.077,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,613.0,3.4694,34.2227,27.2464,59.1,0.5,21.6,0.07400000000000001,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,613.2,3.4953,34.2155,27.2382,59.2,0.49,21.3,0.08,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,614.0,3.4949,34.2161,27.2387,59.3,0.49,21.2,0.075,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,614.0,3.5391,34.2104,27.2299,58.9,0.52,22.7,0.073,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,614.0,3.4911,34.2165,27.2394,59.2,0.5,21.8,0.075,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,614.0,3.4653,34.224000000000004,27.2479,59.1,0.5,21.6,0.07400000000000001,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,615.0,3.4931,34.2164,27.2391,59.3,0.49,21.2,0.078,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,615.0,3.5389999999999997,34.2105,27.23,59.2,0.52,22.7,0.077,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,615.0,3.4889,34.2174,27.2403,59.2,0.5,21.7,0.076,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,615.0,3.4625,34.2247,27.2487,59.1,0.5,21.6,0.07400000000000001,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,616.0,3.4919,34.2168,27.2396,59.3,0.49,21.3,0.078,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,616.0,3.5389,34.2112,27.2306,59.2,0.52,22.7,0.07400000000000001,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,616.0,3.4879,34.2172,27.2403,59.2,0.5,21.6,0.077,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,616.0,3.4596,34.2258,27.2499,59.0,0.5,21.6,0.075,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,616.8,3.4916,34.217,27.2398,59.3,0.49,21.3,0.077,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,617.0,3.5351,34.211999999999996,27.2316,59.2,0.52,22.6,0.078,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,617.0,3.487,34.2176,27.2407,59.2,0.5,21.6,0.078,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,617.0,3.4585,34.2261,27.2502,59.1,0.5,21.6,0.07400000000000001,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,618.0,3.5305,34.2123,27.2322,59.2,0.52,22.6,0.076,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,618.0,3.4853,34.2179,27.2411,59.2,0.5,21.6,0.079,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,618.0,3.4566,34.2267,27.2509,59.0,0.5,21.6,0.076,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,618.4,3.4907,34.2181,27.2407,59.2,0.49,21.4,0.078,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,619.0,3.4885,34.2197,27.2422,59.2,0.49,21.4,0.079,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,619.0,3.5229,34.2131,27.2336,59.2,0.52,22.6,0.075,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,619.0,3.4833,34.2184,27.2417,59.2,0.5,21.5,0.079,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,619.0,3.4544,34.2274,27.2516,59.0,0.5,21.5,0.073,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,620.0,3.4864,34.2207,27.2432,59.3,0.49,21.4,0.081,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,620.0,3.5135,34.2148,27.2359,59.2,0.52,22.5,0.073,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,620.0,3.4824,34.2187,27.241999999999997,59.2,0.5,21.5,0.08,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,620.0,3.4525,34.2281,27.2524,59.0,0.5,21.5,0.07200000000000001,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,621.0,3.486,34.2211,27.2436,59.3,0.49,21.4,0.076,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,621.0,3.5104,34.2147,27.2361,59.2,0.52,22.5,0.076,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,621.0,3.4818,34.2188,27.2421,59.1,0.49,21.4,0.075,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,621.0,3.452,34.2284,27.2527,59.1,0.5,21.5,0.073,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,622.0,3.4859,34.221,27.2435,59.2,0.5,21.5,0.078,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,622.0,3.5055,34.2149,27.2367,59.2,0.51,22.4,0.075,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,622.0,3.4801,34.2191,27.2425,59.2,0.49,21.4,0.076,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,622.0,3.4512,34.2286,27.2529,59.1,0.49,21.5,0.07200000000000001,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,623.0,3.4838,34.2216,27.2442,59.2,0.5,21.6,0.077,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,623.0,3.4996,34.2153,27.2376,59.1,0.51,22.3,0.075,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,623.0,3.4777,34.2198,27.2433,59.2,0.49,21.4,0.077,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,623.0,3.4491,34.2291,27.2535,59.1,0.49,21.5,0.07400000000000001,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,624.0,3.4942,34.2165,27.2391,59.2,0.51,22.3,0.073,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,624.0,3.4759,34.2203,27.2439,59.2,0.49,21.4,0.077,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,624.0,3.4481,34.2293,27.2538,59.0,0.49,21.5,0.073,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,624.1,3.4829,34.2219,27.2445,59.2,0.5,21.6,0.076,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,624.8,3.4822,34.2221,27.2447,59.2,0.5,21.6,0.079,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,625.0,3.4904,34.217,27.2399,59.2,0.51,22.3,0.078,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,625.0,3.4747,34.2206,27.2443,59.2,0.49,21.4,0.078,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,625.0,3.4475,34.2296,27.254,59.0,0.49,21.4,0.075,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,626.0,3.4773,34.2232,27.2461,59.3,0.5,21.5,0.079,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,626.0,3.4894,34.2175,27.2404,59.2,0.51,22.3,0.07400000000000001,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,626.0,3.4738,34.2208,27.2445,59.2,0.49,21.4,0.077,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,626.0,3.4448,34.2301,27.2547,59.0,0.49,21.5,0.075,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,627.0,3.4733,34.2245,27.2475,59.3,0.49,21.5,0.081,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,627.0,3.4896,34.2181,27.2408,59.2,0.51,22.2,0.077,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,627.0,3.4730000000000003,34.221,27.2447,59.2,0.49,21.4,0.08,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,627.0,3.4417,34.2309,27.2556,59.0,0.49,21.5,0.07400000000000001,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,627.9,3.4718,34.2216,27.2453,59.2,0.49,21.3,0.079,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,628.0,3.4696,34.2257,27.2488,59.3,0.49,21.5,0.075,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,628.0,3.4891,34.2187,27.2414,59.2,0.51,22.1,0.077,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,628.0,3.4403,34.2312,27.256,58.9,0.49,21.5,0.075,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,629.0,3.4675,34.2265,27.2497,59.3,0.49,21.4,0.077,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,629.0,3.4858,34.2192,27.2421,59.2,0.51,22.2,0.073,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,629.0,3.47,34.2224,27.2461,59.2,0.49,21.3,0.079,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,629.0,3.4395,34.2313,27.2562,59.1,0.49,21.5,0.075,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,630.0,3.4668,34.2266,27.2498,59.3,0.49,21.5,0.076,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,630.0,3.4845,34.2194,27.2424,59.2,0.51,22.2,0.076,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,630.0,3.4686,34.223,27.2468,59.2,0.49,21.3,0.077,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,630.0,3.4383,34.2314,27.2564,59.1,0.49,21.5,0.07400000000000001,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,630.8,3.4661,34.227,27.2502,59.2,0.49,21.4,0.075,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,631.0,3.4825,34.2206,27.2435,59.2,0.51,22.3,0.079,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,631.0,3.4674,34.2234,27.2472,59.2,0.49,21.3,0.079,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,631.0,3.4368,34.2319,27.2569,59.1,0.49,21.4,0.07400000000000001,
2008-26-0063.ctd,UTC,08/06/2008, 23:46,63,49.9995,-144.99933000000001,P26,632.0,3.4816,34.2218,27.2445,59.2,0.51,22.3,0.075,
2008-26-0067.ctd,UTC,09/06/2008, 03:55,67,50.001999999999995,-144.99867,P26,632.0,3.4657,34.2239,27.2478,59.1,0.49,21.2,0.078,
2008-26-0074.ctd,UTC,10/06/2008, 12:31,74,49.999829999999996,-144.99899,P26,632.0,3.4364,34.2323,27.2573,59.1,0.49,21.5,0.07,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,632.1,3.4581,34.2287,27.2523,59.2,0.49,21.1,0.079,
2008-26-0059.ctd,UTC,08/06/2008, 17:26,59,50.00067,-145.0,P26,633.0,3.4546,34.2295,27.2533,59.2,0.49,21.1,0.079,
