File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,Fluorescence:CTD [mg/m^3],PAR:CTD [µE/m^2/sec]
2010-14-0002.ctd,UTC,19/08/2010, 15:14,2,48.5745,-125.50034,P1,3.1,10.6485,32.417,24.851999999999997,41.6,5.39,234.9,1.014,448.7
2010-14-0002.ctd,UTC,19/08/2010, 15:14,2,48.5745,-125.50034,P1,4.0,10.5908,32.4339,24.8751,41.5,5.42,236.3,1.0759999999999998,298.3
2010-14-0002.ctd,UTC,19/08/2010, 15:14,2,48.5745,-125.50034,P1,5.0,10.5739,32.4371,24.8805,41.3,5.46,237.7,1.125,215.9
2010-14-0002.ctd,UTC,19/08/2010, 15:14,2,48.5745,-125.50034,P1,6.0,10.67,32.4104,24.8432,41.4,5.44,237.0,1.2,165.0
2010-14-0002.ctd,UTC,19/08/2010, 15:14,2,48.5745,-125.50034,P1,7.0,10.7123,32.4033,24.8303,41.6,5.39,234.8,1.239,127.3
2010-14-0002.ctd,UTC,19/08/2010, 15:14,2,48.5745,-125.50034,P1,8.0,10.7057,32.4077,24.8349,41.5,5.38,234.4,1.288,104.4
2010-14-0002.ctd,UTC,19/08/2010, 15:14,2,48.5745,-125.50034,P1,9.0,10.6429,32.4231,24.8577,41.4,5.35,233.2,1.3530000000000002,83.8
2010-14-0002.ctd,UTC,19/08/2010, 15:14,2,48.5745,-125.50034,P1,10.0,10.4727,32.4658,24.9202,41.4,5.27,229.5,1.358,70.2
2010-14-0002.ctd,UTC,19/08/2010, 15:14,2,48.5745,-125.50034,P1,11.0,10.5892,32.4352,24.8764,41.5,5.15,224.2,1.37,59.2
2010-14-0002.ctd,UTC,19/08/2010, 15:14,2,48.5745,-125.50034,P1,12.0,10.3061,32.5067,24.9803,40.9,5.01,218.1,1.495,47.7
