File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,PAR:CTD [µE/m^2/sec]
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,38.0,8.4686,32.1615,25.0027,51.7,4.26,185.4,0.55,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,39.0,8.4432,32.1779,25.0193,51.8,4.22,183.7,0.515,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,40.0,8.4413,32.1796,25.0209,51.8,4.19,182.5,0.512,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,41.0,8.4323,32.1811,25.0234,51.8,4.16,181.4,0.504,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,42.0,8.4185,32.1831,25.026999999999997,51.9,4.12,179.4,0.462,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,43.0,8.4173,32.1837,25.0277,51.8,4.06,176.8,0.455,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,44.0,8.3942,32.1965,25.0411,51.8,4.03,175.5,0.45,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,45.0,8.355,32.2299,25.0731,52.0,4.02,174.9,0.40399999999999997,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,46.0,8.3109,32.2961,25.1315,52.2,4.01,174.6,0.359,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,47.0,8.2569,32.3696,25.1971,52.3,4.0,174.1,0.327,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,48.0,8.2391,32.4112,25.2323,52.6,3.95,172.2,0.306,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,49.0,8.2031,32.4728,25.2859,53.0,3.9,169.9,0.27699999999999997,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,50.0,8.1449,32.5574,25.3608,53.1,3.86,168.0,0.262,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,51.0,8.1126,32.6028,25.4011,52.9,3.82,166.4,0.25,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,52.0,8.0524,32.6805,25.4709,52.8,3.78,164.7,0.23399999999999999,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,53.0,8.0362,32.6969,25.4861,52.7,3.74,162.9,0.22899999999999998,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,54.0,8.024,32.7184,25.5047,52.8,3.7,161.0,0.222,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,55.0,8.0146,32.7332,25.5177,52.9,3.67,159.7,0.217,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,56.0,7.9879,32.7688,25.5495,52.7,3.64,158.6,0.21100000000000002,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,57.0,7.9617,32.8036,25.5807,53.1,3.62,157.7,0.20600000000000002,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,58.0,7.9394,32.826,25.6015,53.1,3.61,157.1,0.212,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,59.0,7.9109,32.8506,25.6249,53.1,3.6,156.6,0.2,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,60.0,7.8994,32.8592,25.6333,53.1,3.58,156.0,0.196,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,61.0,7.8866,32.8674,25.6416,53.0,3.57,155.2,0.2,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,62.0,7.8804,32.8706,25.645,52.9,3.55,154.6,0.19399999999999998,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,63.0,7.8716,32.8767,25.6511,52.9,3.54,154.2,0.198,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,64.0,7.8514,32.8927,25.6665,52.9,3.53,153.7,0.187,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,65.0,7.8246,32.914,25.6871,52.8,3.52,153.4,0.183,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,66.0,7.8106,32.9238,25.6968,52.8,3.52,153.0,0.17600000000000002,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,67.0,7.8075,32.9252,25.6984,52.8,3.51,152.6,0.175,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,68.0,7.8004,32.9318,25.7046,52.7,3.49,152.1,0.171,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,69.0,7.7725,32.9681,25.7371,52.7,3.47,150.9,0.177,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,70.0,7.7485,32.9988,25.7646,52.9,3.4,148.1,0.171,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,71.0,7.7136,33.045,25.8059,53.0,3.31,144.0,0.172,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,72.0,7.6777,33.0869,25.8439,53.2,3.24,141.1,0.154,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,73.0,7.6559,33.111,25.866,53.4,3.19,139.0,0.15,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,74.0,7.6451,33.1222,25.8763,53.4,3.16,137.4,0.149,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,75.0,7.6426,33.1243,25.8783,53.5,3.13,136.3,0.146,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,76.0,7.6393,33.1272,25.881,53.5,3.1,134.9,0.138,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,77.0,7.6063,33.1627,25.9136,53.5,3.02,131.5,0.132,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,78.0,7.5621,33.2115,25.9582,53.4,2.91,126.8,0.135,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,79.0,7.5176,33.2477,25.993000000000002,53.3,2.8,122.0,0.125,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,80.0,7.4353,33.3559,26.0896,52.7,2.72,118.3,0.11800000000000001,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,81.0,7.4195,33.3702,26.1031,52.1,2.64,114.9,0.107,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,82.0,7.412000000000001,33.3769,26.1094,51.6,2.57,111.9,0.105,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,83.0,7.4085,33.3799,26.1123,51.5,2.53,110.0,0.096,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,84.0,7.4022,33.384,26.1164,50.9,2.5,108.8,0.09,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,85.0,7.4002,33.3852,26.1176,50.8,2.48,107.9,0.094,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,86.0,7.4006,33.385,26.1174,50.8,2.46,106.9,0.08800000000000001,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,87.0,7.3994,33.3855,26.1179,50.8,2.43,105.7,0.091,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,88.0,7.3977,33.3865,26.119,50.7,2.39,104.2,0.092,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,89.0,7.3956,33.3883,26.1207,50.7,2.35,102.1,0.08800000000000001,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,90.0,7.3589,33.4265,26.1558,50.4,2.29,99.5,0.086,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,91.0,7.3103,33.481,26.2055,50.1,2.24,97.3,0.08199999999999999,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,92.0,7.2868,33.508,26.23,50.0,2.2,95.7,0.085,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,93.0,7.2559,33.5403,26.2597,49.6,2.17,94.5,0.08199999999999999,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,94.0,7.2405,33.5552,26.2736,49.3,2.15,93.7,0.081,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,95.0,7.2305,33.5655,26.2831,49.2,2.14,92.9,0.083,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,96.0,7.227,33.5695,26.2867,49.2,2.12,92.3,0.08,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,97.0,7.2268,33.5694,26.2866,49.2,2.11,91.7,0.083,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,98.0,7.2244,33.5722,26.2892,49.2,2.1,91.2,0.081,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,99.0,7.2241,33.5726,26.2895,49.3,2.08,90.6,0.081,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,100.0,7.2239,33.5728,26.2897,49.2,2.06,89.7,0.083,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,101.0,7.2234,33.5736,26.2904,49.3,2.04,88.7,0.084,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,102.0,7.2201,33.5768,26.2934,49.2,2.02,87.7,0.078,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,103.0,7.209,33.5877,26.3035,48.8,2.0,86.8,0.077,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,104.0,7.2048,33.591,26.3067,48.5,1.98,86.1,0.077,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,105.0,7.202000000000001,33.593,26.3087,48.3,1.97,85.6,0.078,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,106.0,7.1988,33.595,26.3107,48.2,1.96,85.3,0.081,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,107.0,7.1942,33.5976,26.3133,47.8,1.95,85.0,0.078,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,108.2,7.1835,33.6048,26.3205,47.2,1.86,80.7,0.077,
2007-13-0003.ctd,UTC,01/06/2007, 09:01,3,48.57516,-125.4995,P1,108.9,7.127999999999999,33.6381,26.3544,46.1,1.74,75.5,0.078,
