File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,PAR:CTD [µE/m^2/sec]
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,656,3.4532,34.2502,27.2699,65.3,0.57,24.9,1.371,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,656,3.4762,34.2377,27.2577,65.3,0.57,24.8,1.462,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,656,3.4728,34.2418,27.2613,65.3,0.56,24.5,1.47,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,656,3.4545,34.2476,27.2677,65.1,0.56,24.6,1.531,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,657,3.4501,34.2515,27.2713,65.3,0.58,25.1,1.3730000000000002,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,657,3.4778,34.239000000000004,27.2586,65.3,0.56,24.5,1.459,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,657,3.4701,34.2429,27.2625,65.3,0.56,24.4,1.47,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,657,3.4539,34.2479,27.268,65.2,0.57,24.9,1.5319999999999998,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,658,3.4477,34.2523,27.2721,65.3,0.58,25.1,1.371,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,658,3.4760000000000004,34.2407,27.2601,65.3,0.56,24.3,1.455,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,658,3.4682,34.2435,27.2631,65.3,0.56,24.4,1.469,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,658,3.4539,34.2481,27.2682,65.2,0.57,24.9,1.5319999999999998,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,659,3.4471,34.2525,27.2723,65.3,0.58,25.1,1.3730000000000002,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,659,3.4703,34.2422,27.2619,65.3,0.56,24.3,1.4569999999999999,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,659,3.4658,34.2443,27.264,65.3,0.56,24.4,1.469,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,659,3.4535,34.2485,27.2685,65.0,0.57,24.7,1.53,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,660,3.4462,34.2528,27.2727,65.3,0.58,25.1,1.37,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,660,3.4654,34.2433,27.2632,65.3,0.55,24.1,1.455,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,660,3.464,34.245,27.2647,65.3,0.55,24.0,1.469,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,660,3.4525,34.2498,27.2697,65.0,0.57,24.8,1.5290000000000001,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,661,3.4441,34.2535,27.2734,65.3,0.57,25.0,1.371,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,661,3.4631,34.2439,27.2639,65.3,0.56,24.3,1.454,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,661,3.4601,34.2461,27.266,65.3,0.55,24.0,1.4669999999999999,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,661,3.4517,34.2511,27.2708,65.0,0.57,25.0,1.5290000000000001,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,662,3.4432,34.2536,27.2736,65.3,0.57,25.0,1.37,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,662,3.4594,34.2455,27.2656,65.3,0.56,24.3,1.454,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,662,3.4573,34.2463,27.2664,65.3,0.56,24.2,1.465,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,662,3.4491,34.2521,27.2718,65.2,0.58,25.2,1.53,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,663,3.4424,34.2537,27.2737,65.3,0.57,24.9,1.37,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,663,3.4563,34.247,27.2671,65.3,0.56,24.3,1.455,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,663,3.4545,34.2468,27.2671,65.3,0.55,23.9,1.466,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,663,3.4471,34.2528,27.2726,65.2,0.58,25.2,1.5290000000000001,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,664,3.4413,34.2542,27.2743,65.3,0.57,24.7,1.37,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,664,3.4553,34.2472,27.2673,65.3,0.56,24.3,1.454,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,664,3.4541,34.2469,27.2672,65.3,0.56,24.1,1.4680000000000002,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,664,3.4454,34.2532,27.2731,65.1,0.58,25.4,1.53,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,665,3.4407,34.2544,27.2745,65.3,0.57,24.8,1.37,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,665,3.4537,34.2478,27.268,65.3,0.56,24.3,1.454,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,665,3.4531,34.2476,27.2679,65.3,0.55,24.1,1.4680000000000002,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,665,3.4428,34.2546,27.2744,65.2,0.58,25.2,1.527,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,666,3.4398,34.2546,27.2747,65.3,0.57,24.8,1.369,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,666,3.4528,34.2481,27.2683,65.3,0.56,24.3,1.453,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,666,3.4514,34.2485,27.2687,65.3,0.55,24.0,1.469,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,666,3.4412,34.2552,27.2751,65.1,0.58,25.1,1.5290000000000001,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,667,3.4393,34.2549,27.275,65.3,0.57,24.7,1.37,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,667,3.4516,34.2484,27.2686,65.3,0.55,24.1,1.454,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,667,3.449,34.2497,27.2699,65.3,0.56,24.2,1.465,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,667,3.4395,34.2557,27.2756,65.2,0.58,25.2,1.5290000000000001,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,668,3.4389,34.2549,27.275,65.3,0.56,24.5,1.3659999999999999,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,668,3.4501,34.2489,27.2692,65.3,0.56,24.1,1.452,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,668,3.4471,34.2503,27.2706,65.3,0.55,24.1,1.4669999999999999,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,668,3.4387,34.256,27.2759,65.2,0.57,25.0,1.527,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,669,3.4386,34.2549,27.2751,65.3,0.56,24.6,1.3659999999999999,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,669,3.4481,34.2497,27.27,65.3,0.55,24.1,1.453,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,669,3.4463,34.2504,27.2707,65.3,0.55,24.0,1.465,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,669,3.4388,34.256,27.2759,65.2,0.57,24.8,1.525,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,670,3.4353,34.2557,27.276,65.3,0.57,24.7,1.371,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,670,3.4463,34.2506,27.2709,65.3,0.56,24.2,1.452,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,670,3.4456,34.2509,27.2712,65.3,0.56,24.1,1.465,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,670,3.4383,34.2561,27.2761,65.1,0.57,24.6,1.527,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,671,3.4318,34.257,27.2774,65.3,0.57,24.7,1.369,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,671,3.4448,34.2512,27.2715,65.3,0.56,24.5,1.45,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,671,3.4456,34.2509,27.2712,65.3,0.56,24.3,1.4669999999999999,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,671,3.4364,34.2563,27.2764,64.9,0.56,24.5,1.5219999999999998,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,672,3.4313,34.2572,27.2776,65.3,0.57,24.6,1.368,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,672,3.4433,34.2519,27.2722,65.3,0.56,24.4,1.45,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,672,3.4447,34.2513,27.2716,65.3,0.56,24.6,1.463,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,672,3.4342,34.2564,27.2767,65.2,0.56,24.5,1.526,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,673,3.4303,34.2575,27.2779,65.3,0.57,24.7,1.37,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,673,3.4417,34.2525,27.2729,65.3,0.56,24.3,1.453,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,673,3.4429,34.2523,27.2726,65.3,0.56,24.4,1.465,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,673,3.4301,34.2573,27.2778,65.2,0.56,24.5,1.525,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,674,3.4271,34.2585,27.279,65.3,0.57,24.6,1.37,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,674,3.4401,34.2534,27.2737,65.3,0.56,24.5,1.45,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,674,3.4413,34.2533,27.2735,65.3,0.56,24.6,1.464,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,674,3.4294,34.2581,27.2785,65.1,0.57,24.8,1.527,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,675,3.4261,34.2589,27.2795,65.3,0.57,24.6,1.367,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,675,3.4387,34.2542,27.2745,65.3,0.56,24.4,1.45,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,675,3.44,34.2538,27.2741,65.3,0.56,24.5,1.466,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,675,3.4263,34.2586,27.2792,65.1,0.57,24.8,1.524,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,676,3.4234,34.2598,27.2804,65.3,0.57,24.6,1.365,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,676,3.4366,34.2554,27.2757,65.3,0.57,24.8,1.452,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,676,3.4392,34.254,27.2743,65.3,0.56,24.4,1.466,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,676,3.4242,34.2593,27.28,65.1,0.57,24.8,1.5219999999999998,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,677,3.4216,34.2604,27.2811,65.3,0.57,24.6,1.365,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,677,3.4339,34.2567,27.276999999999997,65.3,0.57,24.7,1.45,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,677,3.4386,34.2541,27.2744,65.3,0.56,24.4,1.463,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,677,3.423,34.2601,27.2807,65.0,0.57,24.8,1.52,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,678,3.4196,34.260999999999996,27.2818,65.3,0.56,24.4,1.3659999999999999,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,678,3.4335,34.2569,27.2772,65.3,0.57,24.6,1.449,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,678,3.4376,34.2544,27.2748,65.3,0.56,24.4,1.464,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,678,3.4213,34.2608,27.2814,65.2,0.57,24.7,1.524,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,679,3.4169,34.2614,27.2823,65.3,0.56,24.4,1.367,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,679,3.4332,34.257,27.2773,65.3,0.57,24.6,1.4469999999999998,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,679,3.4362,34.2551,27.2755,65.3,0.56,24.4,1.464,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,679,3.4177,34.2617,27.2825,65.2,0.57,24.6,1.52,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,680,3.4152,34.2619,27.2829,65.3,0.55,24.1,1.367,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,680,3.4318,34.2575,27.2778,65.3,0.57,24.6,1.4509999999999998,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,680,3.4354,34.2559,27.2762,65.3,0.56,24.5,1.462,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,680,3.4134,34.2627,27.2837,65.0,0.56,24.5,1.5219999999999998,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,681,3.4112,34.2629,27.2841,65.3,0.56,24.1,1.365,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,681,3.4294,34.2582,27.2786,65.3,0.57,24.6,1.4469999999999998,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,681,3.4336,34.2569,27.2771,65.3,0.56,24.5,1.464,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,681,3.4121,34.2631,27.2841,65.1,0.56,24.5,1.5190000000000001,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,682,3.4095,34.2634,27.2846,65.3,0.56,24.4,1.368,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,682,3.4287,34.2583,27.2787,65.3,0.57,24.6,1.449,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,682,3.431,34.2576,27.278000000000002,65.3,0.56,24.5,1.462,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,682,3.4121,34.263000000000005,27.2841,65.1,0.56,24.5,1.521,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,683,3.4057,34.264,27.2855,65.3,0.56,24.3,1.367,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,683,3.4264,34.259,27.2795,65.3,0.56,24.6,1.4480000000000002,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,683,3.4293,34.2583,27.2787,65.3,0.57,24.6,1.463,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,683,3.4114,34.2632,27.2843,65.1,0.56,24.4,1.518,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,684,3.4028,34.2645,27.2862,65.3,0.55,23.8,1.3659999999999999,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,684,3.4204,34.2609,27.2816,65.3,0.56,24.6,1.4480000000000002,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,684,3.4282,34.2586,27.279,65.3,0.56,24.5,1.462,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,684,3.4107,34.2633,27.2844,65.2,0.55,24.1,1.516,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,685,3.4005,34.2648,27.2866,65.3,0.55,23.9,1.367,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,685,3.4165,34.2619,27.2828,65.3,0.56,24.6,1.446,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,685,3.4278,34.2587,27.2791,65.3,0.56,24.4,1.4609999999999999,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,685,3.41,34.2633,27.2845,65.2,0.56,24.2,1.518,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,686,3.3989,34.265,27.2869,65.3,0.55,23.9,1.3659999999999999,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,686,3.4135,34.2629,27.2839,65.3,0.57,24.6,1.4480000000000002,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,686,3.4277,34.2587,27.2791,65.3,0.56,24.4,1.4609999999999999,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,686,3.4082,34.2635,27.2848,65.0,0.56,24.3,1.516,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,687,3.3971,34.2654,27.2874,65.3,0.55,23.9,1.3659999999999999,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,687,3.4083,34.2641,27.2853,65.3,0.56,24.2,1.4469999999999998,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,687,3.4271,34.2589,27.2794,65.2,0.56,24.5,1.462,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,687,3.4033,34.2644,27.285999999999998,65.3,0.55,24.1,1.517,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,688,3.3945,34.2659,27.2881,65.3,0.55,23.9,1.364,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,688,3.4039,34.2653,27.2867,65.3,0.56,24.2,1.446,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,688,3.4237,34.2599,27.2805,65.3,0.56,24.4,1.462,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,688,3.4009,34.2646,27.2864,65.2,0.54,23.6,1.516,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,689,3.3922,34.2667,27.2889,65.3,0.55,24.0,1.365,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,689,3.4018,34.2658,27.2873,65.3,0.56,24.3,1.443,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,689,3.4211,34.2605,27.2812,65.3,0.56,24.4,1.462,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,689,3.3976,34.2651,27.2871,65.1,0.54,23.6,1.518,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,690,3.3898,34.2674,27.2897,65.3,0.55,23.9,1.365,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,690,3.3989999999999996,34.2662,27.2879,65.3,0.56,24.4,1.442,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,690,3.4189,34.2611,27.2819,65.3,0.56,24.5,1.459,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,690,3.3959,34.2653,27.2875,65.1,0.55,23.9,1.517,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,691,3.3862,34.2688,27.2912,65.3,0.55,23.9,1.3659999999999999,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,691,3.398,34.2664,27.2881,65.3,0.56,24.4,1.444,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,691,3.4187,34.2611,27.2819,65.3,0.56,24.4,1.4609999999999999,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,691,3.3896,34.2658,27.2885,65.2,0.54,23.6,1.516,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,692,3.3809,34.2695,27.2922,65.3,0.55,23.9,1.3659999999999999,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,692,3.3971,34.2667,27.2885,65.3,0.56,24.4,1.442,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,692,3.4182,34.2611,27.281999999999996,65.3,0.56,24.2,1.4609999999999999,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,692,3.3861,34.2669,27.2897,65.1,0.53,23.1,1.516,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,693,3.3768,34.2704,27.2933,65.3,0.55,23.9,1.3659999999999999,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,693,3.3969,34.266999999999996,27.2887,65.3,0.56,24.4,1.442,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,693,3.4166,34.2612,27.2822,65.3,0.55,24.1,1.4580000000000002,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,693,3.3824,34.2677,27.2907,65.1,0.54,23.3,1.516,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,694,3.3762,34.2704,27.2934,65.3,0.55,23.8,1.365,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,694,3.3962,34.2672,27.2889,65.3,0.56,24.5,1.443,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,694,3.4127,34.2622,27.2834,65.3,0.56,24.1,1.4580000000000002,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,694,3.3759,34.268,27.2915,65.1,0.54,23.6,1.517,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,695,3.3736,34.2712,27.2943,65.3,0.54,23.6,1.365,
2013-17-0085.ctd,UTC,16-06-13, 22:45,85,50.0005,-144.99867,P26,Mid-ship,695,3.3960000000000004,34.2673,27.289,65.3,0.56,24.4,1.4409999999999998,
2013-17-0086.ctd,UTC,17-06-13, 01:41,86,50.00067,-144.99983,P26,Mid-ship,695,3.41,34.2629,27.2842,65.3,0.56,24.1,1.4569999999999999,
2013-17-0092.ctd,UTC,18-06-13, 06:57,92,50.0005,-144.99983,P26,Mid-ship,695,3.3721,34.2685,27.2923,65.1,0.54,23.6,1.514,
2013-17-0082.ctd,UTC,16-06-13, 15:49,82,49.99917,-145.0025,P26,Mid-ship,696,3.3684,34.2728,27.2961,65.3,0.54,23.6,1.364,
