File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,sea_water_pressure,sea_water_temperature,Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,PAR:CTD [µE/m^2/sec]
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,6.1,5.6692,32.5822,25.708000000000002,51.1,7.0,304.5,0.589,
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,7.0,5.6709,32.582,25.7077,51.1,6.99,304.5,0.581,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,7.0,5.655,32.5806,25.7084,52.6,6.98,303.6,0.601,2.9
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,7.0,5.6506,32.5812,25.7094,52.8,6.99,304.3,0.584,
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,7.0,5.6801,32.5774,25.7029,50.4,6.98,304.0,0.629,2.8
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,8.0,5.6712,32.582,25.7076,52.1,6.99,304.5,0.598,
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,8.0,5.6508,32.5812,25.7094,52.8,6.99,304.4,0.5820000000000001,
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,8.0,5.6801,32.5774,25.7029,52.0,6.99,304.0,0.631,2.5
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,8.1,5.6544,32.5806,25.7085,52.8,6.98,303.7,0.5920000000000001,2.7
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,8.2,5.6747,32.5765,25.7029,51.2,6.99,304.3,0.22699999999999998,136.1
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,8.9,5.6746,32.5767,25.703000000000003,51.5,6.99,304.2,0.231,155.3
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,9.0,5.6546,32.5806,25.7085,52.3,6.98,303.7,0.591,2.7
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,9.0,5.6505,32.5812,25.7094,52.8,6.99,304.4,0.5870000000000001,
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,9.1,5.6702,32.5822,25.7079,52.8,7.0,304.5,0.622,
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,9.1,5.6797,32.5773,25.7029,52.2,6.98,304.0,0.6920000000000001,2.3
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,9.9,5.6794,32.5775,25.7031,52.3,6.98,303.9,0.67,2.1
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,10.0,5.6694,32.5823,25.7081,52.8,6.99,304.5,0.595,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,10.0,5.6548,32.5805,25.7084,52.4,6.98,303.8,0.653,2.5
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,10.0,5.6509,32.5813,25.7095,52.8,6.99,304.3,0.604,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,10.0,5.6763,32.5768,25.7029,51.3,6.98,303.9,0.20800000000000002,141.4
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,11.0,5.6696,32.5825,25.7082,52.8,6.99,304.3,0.589,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,11.0,5.6557,32.5805,25.7083,52.8,6.98,303.7,0.618,2.3
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,11.0,5.6511,32.5812,25.7094,52.8,6.99,304.3,0.5870000000000001,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,11.0,5.6788,32.5768,25.7026,52.2,6.98,303.8,0.209,132.8
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,11.0,5.6795,32.5773,25.7029,52.3,6.98,303.9,0.621,1.9
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,12.0,5.6701,32.5823,25.708000000000002,52.8,6.99,304.4,0.612,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,12.0,5.6562,32.5805,25.7082,52.8,6.97,303.6,0.638,2.2
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,12.0,5.6513,32.5813,25.7094,52.8,6.99,304.4,0.621,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,12.0,5.6788,32.5767,25.7025,52.6,6.98,303.8,0.22,123.1
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,12.0,5.6791,32.5773,25.703000000000003,52.2,6.98,303.9,0.649,1.9
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,13.0,5.6699,32.5824,25.7081,52.8,7.0,304.5,0.642,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,13.0,5.6574,32.5803,25.7079,52.9,6.98,303.6,0.637,2.2
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,13.0,5.6515,32.5811,25.7093,52.8,6.99,304.3,0.604,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,13.0,5.6782,32.5769,25.7028,52.7,6.98,303.8,0.21600000000000003,124.7
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,13.0,5.678999999999999,32.5774,25.7031,52.4,6.98,303.9,0.602,1.9
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,14.0,5.6701,32.5823,25.708000000000002,52.8,7.0,304.6,0.564,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,14.0,5.6568,32.5804,25.7081,52.9,6.98,303.7,0.634,2.1
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,14.0,5.6514,32.5812,25.7093,52.9,6.99,304.4,0.614,
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,14.0,5.6789,32.5774,25.7031,52.4,6.98,304.0,0.628,1.8
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,14.1,5.6781,32.5767,25.7026,52.7,6.98,303.8,0.222,136.6
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,15.0,5.67,32.5823,25.708000000000002,52.8,7.0,304.6,0.634,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,15.0,5.6567,32.5806,25.7082,52.9,6.98,303.7,0.645,2.1
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,15.0,5.6779,32.5766,25.7026,52.6,6.98,303.8,0.22899999999999998,137.9
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,15.0,5.6788,32.5774,25.7031,52.4,6.98,304.0,0.603,1.7
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,15.1,5.6514,32.5813,25.7094,52.8,6.99,304.2,0.635,
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,15.9,5.6516,32.5813,25.7094,52.8,6.99,304.0,0.635,
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,16.0,5.671,32.5823,25.7079,52.8,7.0,304.7,0.631,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,16.0,5.6569,32.5804,25.7081,52.9,6.98,303.7,0.608,2.1
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,16.0,5.6779,32.5768,25.7027,52.7,6.98,303.7,0.22699999999999998,131.0
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,16.0,5.6789,32.5774,25.7031,52.4,6.98,303.9,0.602,1.6
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,16.9,5.6788,32.5774,25.7031,52.4,6.98,304.0,0.642,1.6
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,17.0,5.6716,32.5823,25.7078,52.8,7.0,304.5,0.633,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,17.0,5.6569,32.5804,25.7081,52.9,6.98,303.7,0.6,2.1
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,17.0,5.6518,32.5813,25.7094,52.9,6.98,303.9,0.597,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,17.0,5.6726,32.5765,25.7031,52.7,6.98,303.8,0.24,138.3
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,18.0,5.6718,32.5823,25.7078,52.8,6.99,304.4,0.611,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,18.0,5.6566,32.5805,25.7082,52.8,6.98,303.7,0.636,2.1
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,18.0,5.6523,32.5814,25.7094,52.8,6.98,303.9,0.634,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,18.0,5.6741,32.5769,25.7033,52.8,6.98,303.7,0.27,122.1
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,18.0,5.6793,32.5775,25.7031,52.4,6.98,303.9,0.634,1.6
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,19.0,5.6721,32.5823,25.7078,52.9,6.99,304.5,0.588,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,19.0,5.6568,32.5806,25.7082,52.9,6.98,303.7,0.626,2.0
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,19.0,5.6529,32.5811,25.7091,52.9,6.98,304.0,0.61,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,19.0,5.6731,32.5768,25.7033,52.7,6.98,303.7,0.29600000000000004,121.2
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,19.0,5.6794,32.5773,25.7029,52.4,6.98,304.0,0.642,1.5
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,20.0,5.6723,32.5823,25.7077,52.8,7.0,304.5,0.599,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,20.0,5.6571,32.5805,25.7081,52.9,6.98,303.7,0.6409999999999999,2.0
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,20.0,5.6528,32.5812,25.7092,52.8,6.98,303.9,0.621,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,20.0,5.6646,32.5769,25.7044,52.7,6.98,303.7,0.31,120.1
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,20.0,5.678999999999999,32.5773,25.703000000000003,52.4,6.99,304.0,0.599,1.5
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,21.0,5.6724,32.5824,25.7078,52.8,7.0,304.6,0.593,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,21.0,5.6574,32.5806,25.7082,52.8,6.97,303.6,0.6779999999999999,2.0
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,21.0,5.6527,32.5812,25.7092,52.9,6.98,304.0,0.563,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,21.0,5.6644,32.5769,25.7044,52.7,6.97,303.5,0.324,107.2
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,21.0,5.678999999999999,32.5774,25.7031,52.4,6.99,304.1,0.647,1.4
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,22.0,5.6724,32.5823,25.7077,52.8,7.0,304.7,0.602,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,22.0,5.6581,32.5803,25.7078,52.9,6.97,303.6,0.67,1.9
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,22.0,5.6522,32.5814,25.7094,52.8,6.98,304.0,0.57,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,22.0,5.6644,32.5767,25.7042,52.7,6.97,303.6,0.373,97.9
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,22.0,5.6795,32.5774,25.703000000000003,52.4,6.99,304.1,0.628,1.4
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,23.0,5.6725,32.5823,25.7077,52.8,7.0,304.8,0.616,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,23.0,5.6584,32.5803,25.7078,52.8,6.98,303.6,0.64,1.8
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,23.0,5.652,32.5814,25.7094,52.8,6.98,304.0,0.621,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,23.0,5.6641,32.5767,25.7043,52.7,6.97,303.6,0.373,93.1
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,23.0,5.6794,32.5775,25.7031,52.4,6.99,304.2,0.601,1.3
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,24.0,5.6724,32.5823,25.7077,52.8,7.0,304.8,0.612,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,24.0,5.6584,32.5804,25.7079,52.8,6.98,303.6,0.635,1.7
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,24.0,5.6521,32.5814,25.7094,52.8,6.99,304.0,0.696,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,24.0,5.6634,32.5767,25.7044,52.7,6.98,303.7,0.386,85.4
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,24.0,5.6802,32.5774,25.7029,52.4,6.99,304.2,0.625,1.3
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,25.0,5.6722,32.5824,25.7078,52.8,7.0,304.8,0.601,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,25.0,5.6586,32.5805,25.7079,52.9,6.98,303.7,0.632,1.6
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,25.0,5.6531,32.5813,25.7092,52.8,6.99,304.0,0.588,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,25.0,5.6627,32.5768,25.7045,52.6,6.98,303.8,0.413,78.6
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,25.0,5.6798,32.5774,25.703000000000003,52.4,6.99,304.2,0.639,1.2
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,25.9,5.6725,32.5823,25.7077,52.7,7.0,304.6,0.601,
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,25.9,5.6802,32.5774,25.7029,52.3,6.98,304.0,0.691,1.2
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,26.0,5.6579999999999995,32.5804,25.7079,52.9,6.98,303.8,0.644,1.6
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,26.0,5.6533,32.5813,25.7092,52.8,6.99,304.1,0.589,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,26.0,5.6638,32.5768,25.7044,52.7,6.98,303.8,0.429,76.8
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,27.0,5.672999999999999,32.5823,25.7077,52.8,6.99,304.5,0.606,
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,27.0,5.6534,32.5813,25.7092,52.8,6.99,304.1,0.594,
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,27.0,5.6803,32.5773,25.7028,52.4,6.98,303.9,0.6629999999999999,1.2
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,27.1,5.6573,32.5805,25.7081,52.8,6.98,303.9,0.633,1.6
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,27.1,5.6643,32.5766,25.7042,52.6,6.98,303.8,0.445,69.8
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,27.9,5.6639,32.5767,25.7043,52.7,6.97,303.6,0.483,71.6
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,28.0,5.6732,32.5821,25.7075,52.8,6.99,304.5,0.593,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,28.0,5.6572,32.5806,25.7082,52.8,6.98,303.9,0.6759999999999999,1.6
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,28.0,5.6537,32.5813,25.7091,52.8,6.99,304.1,0.611,
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,28.0,5.6802,32.5775,25.703000000000003,52.4,6.98,303.9,0.7090000000000001,1.2
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,29.0,5.6734,32.5821,25.7075,52.8,7.0,304.5,0.645,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,29.0,5.6574,32.5805,25.7081,52.8,6.98,303.8,0.611,1.5
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,29.0,5.6536,32.5815,25.7093,52.8,6.99,304.1,0.599,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,29.0,5.6638,32.5767,25.7043,52.7,6.97,303.4,0.479,70.9
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,29.0,5.6815,32.5772,25.7026,52.4,6.98,304.0,0.743,1.1
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,30.0,5.6733,32.5823,25.7076,52.8,7.0,304.5,0.6559999999999999,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,30.0,5.6576,32.5806,25.7081,52.9,6.98,303.7,0.594,1.5
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,30.0,5.6536,32.5816,25.7094,52.9,6.99,304.0,0.594,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,30.0,5.6648,32.5767,25.7042,52.6,6.97,303.4,0.48700000000000004,67.0
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,30.0,5.6818,32.5772,25.7026,52.4,6.99,304.0,0.695,1.1
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,31.0,5.6732,32.5823,25.7076,52.8,7.0,304.6,0.679,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,31.0,5.6571,32.5807,25.7083,52.8,6.98,303.7,0.606,1.4
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,31.0,5.6537,32.5815,25.7093,52.9,6.98,304.0,0.604,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,31.0,5.6651,32.5766,25.7041,52.7,6.97,303.4,0.49200000000000005,60.9
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,31.0,5.6816,32.5774,25.7028,52.4,6.99,304.0,0.677,1.1
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,32.0,5.6732,32.5821,25.7075,52.8,7.0,304.7,0.625,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,32.0,5.6572,32.5805,25.7081,52.9,6.98,303.7,0.622,1.4
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,32.0,5.6541,32.5814,25.7092,52.9,6.98,304.0,0.606,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,32.0,5.665,32.5767,25.7042,52.7,6.97,303.5,0.493,55.2
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,32.0,5.6815,32.5774,25.7028,52.4,6.99,304.2,0.637,1.1
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,33.0,5.6732,32.5823,25.7076,52.9,7.0,304.7,0.593,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,33.0,5.6575,32.5805,25.7081,52.8,6.98,303.7,0.637,1.3
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,33.0,5.6544,32.5813,25.7091,52.9,6.98,303.9,0.593,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,33.0,5.6649,32.5768,25.7043,52.6,6.97,303.6,0.535,50.1
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,33.0,5.6811,32.5776,25.703000000000003,52.4,6.99,304.2,0.611,1.0
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,34.0,5.6732,32.5823,25.7076,52.8,7.0,304.8,0.61,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,34.0,5.6569,32.5805,25.7081,52.8,6.98,303.7,0.628,1.3
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,34.0,5.6543,32.5814,25.7092,52.9,6.98,304.0,0.586,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,34.0,5.6638,32.5768,25.7044,52.7,6.98,303.6,0.5710000000000001,45.6
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,34.0,5.6809,32.5775,25.7029,52.4,6.99,304.2,0.607,1.0
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,35.0,5.6731,32.5822,25.7076,52.8,7.0,304.8,0.6,
2007-01-0067.ctd,UTC,15/02/2007, 16:49,67,49.99933,-145.00017,P26,35.0,5.657,32.5806,25.7082,52.9,6.98,303.8,0.638,1.3
2007-01-0068.ctd,UTC,15/02/2007, 17:55,68,49.9995,-144.99933000000001,P26,35.0,5.6545,32.5814,25.7091,52.8,6.98,303.8,0.57,
2007-01-0069.ctd,UTC,15/02/2007, 22:14,69,50.000170000000004,-145.00017,P26,35.0,5.6636,32.5769,25.7045,52.6,6.98,303.7,0.5870000000000001,43.4
2007-01-0072.ctd,UTC,16/02/2007, 03:02,72,49.999829999999996,-144.99899,P26,35.0,5.68,32.5775,25.703000000000003,52.3,6.99,304.3,0.62,1.0
2007-01-0066.ctd,UTC,15/02/2007, 13:18,66,49.999829999999996,-144.99966,P26,36.0,5.6729,32.5823,25.7077,52.8,7.0,304.7,0.604,
